Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Folding, Sorting and Degradation	-Cell Growth and Death	15.21	15.31	20.58	20.66
-DNA Maintenance	-Cell Growth and Death	5.95	6.319	6.683	6.657
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	12.09	12.1	3.376	3.327
-Signal Transduction	-Cell Growth and Death	1.402	1.308	1.165	1.32
-Signaling Molecules and Interaction	-Cell Growth and Death	10.68	10.94	2.908	2.692
Cellular Processes	-Cell Growth and Death	12.53	14.09	11.27	10.04
-Cell structure	-Cell Growth and Death	0	0	0	0
-Crystallins	-Cell Growth and Death	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	5.578	7.054	2.477	2.646
-Cytoskeleton	-Cell Growth and Death	6.293	6.075	7.557	6.187
-Cell Motility	-Cell Growth and Death	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1
-Cell Communication	-Cell Growth and Death	0.8141	0.8518	0.9508	0.9252
Metabolism	-Cell Growth and Death	26.82	30.37	36.9	41.85
-Membrane Transport	-Cell Growth and Death	0.6719	0.6643	0.4485	0.4383
-Central Carbon Metabolism	-Cell Growth and Death	4.228	5.448	6.654	7.902
-Energy Metabolism	-Cell Growth and Death	1.777	1.841	3.178	3.5
-Biosynthesis	-Cell Growth and Death	8.033	10.51	7.721	8.243
-Other Enzymes	-Cell Growth and Death	14.45	16.34	18.09	19.64
Organismal Systems	-Cell Growth and Death	11.71	13.73	9.219	7.749
-Immune System	-Cell Growth and Death	6.889	8.65	3.064	3.276
-Endocrine System	-Cell Growth and Death	0.6668	0.7257	2.017	0.8443
-Circulatory System	-Cell Growth and Death	0.432	0.3699	0.7112	0.6478
-Digestive System	-Cell Growth and Death	0.5205	0.6205	0.3073	0.2285
-Excretory System	-Cell Growth and Death	1.069	1.021	0.9603	0.8876
-Nervous System	-Cell Growth and Death	1.75	1.456	2.182	2.003
-Sensory System	-Cell Growth and Death	0.07845	0.09874	0.02841	0.02045
-Development	-Cell Growth and Death	0.6789	0.7265	0.2439	0.3117
-Environmental Adaptation	-Cell Growth and Death	0.1334	0.2147	0.1323	0.1084
Human Diseases	-Cell Growth and Death	12.34	17.61	17.21	15.66
-Cancers	-Cell Growth and Death	1.461	1.431	0.8952	0.8432
-Immune System Diseases	-Cell Growth and Death	0.4815	0.6626	0.6168	0.5702
-Neurodegenerative Diseases	-Cell Growth and Death	4.991	7.464	9.428	9.773
-Cardiovascular Diseases	-Cell Growth and Death	0.4466	0.38	0.592	0.4068
-Metabolic Diseases	-Cell Growth and Death	0.1086	0.1109	0.4697	0.7438
-Infectious Diseases	-Cell Growth and Death	4.853	6.207	6.023	5.155
Not Mapped	-Cell Growth and Death	48.01	53.94	33.57	31.97
-Not Mapped	-Cell Growth and Death	48.01	53.94	33.57	31.97
TOTAL	-Cell Communication	235.7	298.6	283.7	281.1
MAPPED	-Cell Communication	170.3	218.8	224.8	223.8
Genetic Information Processing	-Cell Communication	67.8	96.09	91.32	91.17
-Transcription	-Cell Communication	7.694	9.387	9.759	9.923
-Translation	-Cell Communication	31.45	53.29	31.25	31.99
-Folding, Sorting and Degradation	-Cell Communication	21.56	23.66	39.39	39.29
-DNA Maintenance	-Cell Communication	8.569	9.252	12.34	11.68
-RNA Family	-Cell Communication	0	0	0	0
Environmental Information Processing	-Cell Communication	15.58	16.88	6.413	6.6
-Signal Transduction	-Cell Communication	2.36	2.599	1.985	2.431
-Signaling Molecules and Interaction	-Cell Communication	14.12	14.28	4.583	4.312
Cellular Processes	-Cell Communication	19.55	22.57	25.68	23.01
-Cell structure	-Cell Communication	0	0	0	0
-Crystallins	-Cell Communication	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0
-Vesicular Transport	-Cell Communication	8.408	11.36	6.085	6.783
-Cytoskeleton	-Cell Communication	9.409	10.24	14.33	11.82
-Cell Motility	-Cell Communication	0	0	0	0
-Cell Growth and Death	-Cell Communication	2.48	2.349	3.855	3.579
-Cell Communication	-Cell Communication	1	1	1	1
Metabolism	-Cell Communication	43.81	52.72	64.48	69.23
-Membrane Transport	-Cell Communication	1.046	1.131	0.7465	0.7188
-Central Carbon Metabolism	-Cell Communication	7.287	11.19	17.25	18.98
-Energy Metabolism	-Cell Communication	2.436	2.56	5.574	5.869
-Biosynthesis	-Cell Communication	11.68	15.36	15.8	16.52
-Other Enzymes	-Cell Communication	20.72	23.35	34.49	38.13
Organismal Systems	-Cell Communication	15.24	18.81	14.01	12.85
-Immune System	-Cell Communication	9.466	13.11	4.731	4.816
-Endocrine System	-Cell Communication	1.484	1.587	3.735	1.704
-Circulatory System	-Cell Communication	0.4432	0.4921	1.175	1.048
-Digestive System	-Cell Communication	1.088	0.8053	0.5861	0.4435
-Excretory System	-Cell Communication	1.592	1.62	1.714	1.726
-Nervous System	-Cell Communication	2.398	2.302	2.403	2.239
-Sensory System	-Cell Communication	0.174	0.232	0.06819	0.05248
-Development	-Cell Communication	0.9873	0.9795	0.5077	0.3711
-Environmental Adaptation	-Cell Communication	0.2846	0.4364	0.5102	0.3879
Human Diseases	-Cell Communication	17.95	22.85	30.55	30.4
-Cancers	-Cell Communication	2.245	2.098	1.707	1.691
-Immune System Diseases	-Cell Communication	0.9855	1.154	1.176	1.107
-Neurodegenerative Diseases	-Cell Communication	7.336	11.8	16.94	16.63
-Cardiovascular Diseases	-Cell Communication	0.7507	0.6487	1.507	1.076
-Metabolic Diseases	-Cell Communication	0.2408	0.2605	1.551	2.543
-Infectious Diseases	-Cell Communication	8.396	9.246	6.226	5.942
Not Mapped	-Cell Communication	65.43	79.74	58.91	57.3
-Not Mapped	-Cell Communication	65.43	79.74	58.91	57.3
TOTAL	Metabolism	6.448	7.206	4.65	4.188
MAPPED	Metabolism	4.658	5.282	3.684	3.334
Genetic Information Processing	Metabolism	1.852	2.29	1.494	1.351
-Transcription	Metabolism	0.2151	0.2379	0.1719	0.1493
-Translation	Metabolism	0.8541	1.306	0.5287	0.4788
-Folding, Sorting and Degradation	Metabolism	0.5613	0.521	0.6443	0.5824
-DNA Maintenance	Metabolism	0.2172	0.2197	0.2019	0.1743
-RNA Family	Metabolism	0	0	0	0
Environmental Information Processing	Metabolism	0.3557	0.3178	0.113	0.09839
-Signal Transduction	Metabolism	0.05977	0.05731	0.03496	0.03547
-Signaling Molecules and Interaction	Metabolism	0.3223	0.2867	0.07881	0.06432
Cellular Processes	Metabolism	0.5364	0.5417	0.3955	0.3275
-Cell structure	Metabolism	0	0	0	0
-Crystallins	Metabolism	0	0	0	0
-Stress Response	Metabolism	0	0	0	0
-Vesicular Transport	Metabolism	0.2135	0.2559	0.08838	0.09465
-Cytoskeleton	Metabolism	0.2388	0.2234	0.2458	0.1769
-Cell Motility	Metabolism	0	0	0	0
-Cell Growth and Death	Metabolism	0.06504	0.05184	0.06649	0.05994
-Cell Communication	Metabolism	0.03634	0.0326	0.02734	0.0247
Metabolism	Metabolism	1	1	1	1
-Membrane Transport	Metabolism	0.0251	0.02512	0.01315	0.01199
-Central Carbon Metabolism	Metabolism	0.1985	0.2477	0.3141	0.3084
-Energy Metabolism	Metabolism	0.06007	0.06307	0.0982	0.109
-Biosynthesis	Metabolism	0.3147	0.346	0.2585	0.2449
-Other Enzymes	Metabolism	0.5801	0.5781	0.5642	0.568
Organismal Systems	Metabolism	0.459	0.5166	0.2519	0.1935
-Immune System	Metabolism	0.3002	0.373	0.08843	0.08761
-Endocrine System	Metabolism	0.03819	0.03763	0.06194	0.02738
-Circulatory System	Metabolism	0.0161	0.01604	0.02564	0.02201
-Digestive System	Metabolism	0.02951	0.02302	0.01195	0.01149
-Excretory System	Metabolism	0.03985	0.03777	0.03019	0.02519
-Nervous System	Metabolism	0.07026	0.0603	0.06569	0.0553
-Sensory System	Metabolism	0.004534	0.004675	0.001547	0.0008577
-Development	Metabolism	0.03091	0.02495	0.01388	0.009167
-Environmental Adaptation	Metabolism	0.008205	0.01032	0.007913	0.005602
Human Diseases	Metabolism	0.5621	0.6169	0.5369	0.4506
-Cancers	Metabolism	0.0616	0.04914	0.02793	0.02442
-Immune System Diseases	Metabolism	0.02704	0.02826	0.0206	0.01792
-Neurodegenerative Diseases	Metabolism	0.2149	0.2988	0.2975	0.2665
-Cardiovascular Diseases	Metabolism	0.01686	0.01252	0.02466	0.01614
-Metabolic Diseases	Metabolism	0.006275	0.005614	0.03123	0.04458
-Infectious Diseases	Metabolism	0.1999	0.2297	0.1706	0.1407
Not Mapped	Metabolism	1.79	1.924	0.9655	0.8536
-Not Mapped	Metabolism	1.79	1.924	0.9655	0.8536
TOTAL	-Membrane Transport	403.7	496.9	516.8	662.1
MAPPED	-Membrane Transport	291.6	364.2	409.5	527.1
Genetic Information Processing	-Membrane Transport	115.7	159.9	169.4	219.2
-Transcription	-Membrane Transport	13.17	16.17	20.49	25.06
-Translation	-Membrane Transport	53.2	89.76	55.98	73.85
-Folding, Sorting and Degradation	-Membrane Transport	34.64	38.01	74.08	94.69
-DNA Maintenance	-Membrane Transport	14.67	16.84	22.13	25.59
-RNA Family	-Membrane Transport	0	0	0	0
Environmental Information Processing	-Membrane Transport	17.99	19.01	11.4	14.15
-Signal Transduction	-Membrane Transport	3.312	3.535	3.186	4.852
-Signaling Molecules and Interaction	-Membrane Transport	15.9	16.8	9.63	9.297
Cellular Processes	-Membrane Transport	31.44	38.97	47.04	48.5
-Cell structure	-Membrane Transport	0	0	0	0
-Crystallins	-Membrane Transport	0	0	0	0
-Stress Response	-Membrane Transport	0	0	0	0
-Vesicular Transport	-Membrane Transport	11.93	15.08	8.788	13.19
-Cytoskeleton	-Membrane Transport	15.89	17.39	26.75	26.77
-Cell Motility	-Membrane Transport	0	0	0	0
-Cell Growth and Death	-Membrane Transport	4.061	3.984	6.899	8.119
-Cell Communication	-Membrane Transport	2.294	2.423	2.64	3.577
Metabolism	-Membrane Transport	71.43	84.77	122.3	167.9
-Membrane Transport	-Membrane Transport	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	14.18	21.7	34.93	49.3
-Energy Metabolism	-Membrane Transport	3.751	4.492	9.965	14.28
-Biosynthesis	-Membrane Transport	18.36	21.65	29.76	34.5
-Other Enzymes	-Membrane Transport	36.83	41.88	67.82	84.63
Organismal Systems	-Membrane Transport	28.66	40.21	27.68	25.89
-Immune System	-Membrane Transport	19.13	29.03	10.62	12.78
-Endocrine System	-Membrane Transport	2.52	2.582	7.574	4.393
-Circulatory System	-Membrane Transport	0.7731	1.16	2.549	3.159
-Digestive System	-Membrane Transport	1.574	1.305	1.025	0.9577
-Excretory System	-Membrane Transport	2.727	2.978	3.226	3.562
-Nervous System	-Membrane Transport	2.869	2.653	4.789	4.833
-Sensory System	-Membrane Transport	0.2511	0.2878	0.1252	0.1111
-Development	-Membrane Transport	1.394	1.501	1.34	1.096
-Environmental Adaptation	-Membrane Transport	0.4229	0.575	0.913	0.6743
Human Diseases	-Membrane Transport	25.66	30.11	41.49	51.47
-Cancers	-Membrane Transport	3.372	2.868	3.125	3.499
-Immune System Diseases	-Membrane Transport	1.397	1.627	1.802	2.121
-Neurodegenerative Diseases	-Membrane Transport	8.867	13.93	27.51	24
-Cardiovascular Diseases	-Membrane Transport	0.9395	0.7473	3.363	2.748
-Metabolic Diseases	-Membrane Transport	0.3242	0.3232	3.714	6.495
-Infectious Diseases	-Membrane Transport	12.13	13.04	14.64	15.83
Not Mapped	-Membrane Transport	112.1	132.7	107.3	135
-Not Mapped	-Membrane Transport	112.1	132.7	107.3	135
TOTAL	-Central Carbon Metabolism	74.33	87.28	43.2	41.77
MAPPED	-Central Carbon Metabolism	53.7	63.97	34.23	33.25
Genetic Information Processing	-Central Carbon Metabolism	21.69	28.38	14.09	13.66
-Transcription	-Central Carbon Metabolism	2.488	2.852	1.35	1.273
-Translation	-Central Carbon Metabolism	9.807	15.71	4.697	4.676
-Folding, Sorting and Degradation	-Central Carbon Metabolism	6.822	7.001	6.075	5.886
-DNA Maintenance	-Central Carbon Metabolism	2.572	2.808	1.665	1.733
-RNA Family	-Central Carbon Metabolism	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	4.469	5.145	0.9202	0.8492
-Signal Transduction	-Central Carbon Metabolism	0.7424	0.6981	0.2701	0.2941
-Signaling Molecules and Interaction	-Central Carbon Metabolism	3.37	3.904	0.6236	0.5475
Cellular Processes	-Central Carbon Metabolism	6.199	6.915	2.435	2.027
-Cell structure	-Central Carbon Metabolism	0	0	0	0
-Crystallins	-Central Carbon Metabolism	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0	0	0	0
-Vesicular Transport	-Central Carbon Metabolism	1.953	2.662	0.6513	0.7061
-Cytoskeleton	-Central Carbon Metabolism	2.365	2.685	1.358	0.9414
-Cell Motility	-Central Carbon Metabolism	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	0.5937	0.6006	0.4044	0.343
-Cell Communication	-Central Carbon Metabolism	0.4083	0.4502	0.1585	0.1498
Metabolism	-Central Carbon Metabolism	12.42	13.81	9.428	10.11
-Membrane Transport	-Central Carbon Metabolism	0.2525	0.2936	0.08404	0.07243
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.6681	0.8134	0.6244	0.8696
-Biosynthesis	-Central Carbon Metabolism	3.149	3.299	2.437	2.475
-Other Enzymes	-Central Carbon Metabolism	7.328	8.58	5.32	5.712
Organismal Systems	-Central Carbon Metabolism	5.701	7.135	2.138	1.667
-Immune System	-Central Carbon Metabolism	3.044	4.275	0.7297	0.7204
-Endocrine System	-Central Carbon Metabolism	0.3056	0.3482	0.502	0.2386
-Circulatory System	-Central Carbon Metabolism	0.1613	0.2216	0.1684	0.1479
-Digestive System	-Central Carbon Metabolism	0.2507	0.202	0.0691	0.06376
-Excretory System	-Central Carbon Metabolism	0.2982	0.3155	0.1625	0.134
-Nervous System	-Central Carbon Metabolism	0.6576	0.6435	0.3709	0.2868
-Sensory System	-Central Carbon Metabolism	0.03628	0.04386	0.007317	0.004564
-Development	-Central Carbon Metabolism	0.3558	0.3512	0.07836	0.06417
-Environmental Adaptation	-Central Carbon Metabolism	0.06797	0.07644	0.03898	0.02766
Human Diseases	-Central Carbon Metabolism	4.532	5.413	2.896	2.606
-Cancers	-Central Carbon Metabolism	0.5287	0.498	0.228	0.2248
-Immune System Diseases	-Central Carbon Metabolism	0.2859	0.398	0.1227	0.1019
-Neurodegenerative Diseases	-Central Carbon Metabolism	2.012	3.298	1.947	1.738
-Cardiovascular Diseases	-Central Carbon Metabolism	0.2555	0.2283	0.2325	0.151
-Metabolic Diseases	-Central Carbon Metabolism	0.04708	0.0406	0.1554	0.2261
-Infectious Diseases	-Central Carbon Metabolism	1.879	1.987	0.9867	0.7643
Not Mapped	-Central Carbon Metabolism	20.63	23.31	8.97	8.514
-Not Mapped	-Central Carbon Metabolism	20.63	23.31	8.97	8.514
TOTAL	-Energy Metabolism	155.4	163	65.25	51.63
MAPPED	-Energy Metabolism	112.3	119.5	51.71	41.1
Genetic Information Processing	-Energy Metabolism	45.07	51.97	21.04	16.62
-Transcription	-Energy Metabolism	5.119	5.422	2.222	1.812
-Translation	-Energy Metabolism	21.06	29.42	7.454	5.936
-Folding, Sorting and Degradation	-Energy Metabolism	13.68	12.02	8.253	6.923
-DNA Maintenance	-Energy Metabolism	5.221	5.228	2.852	2.429
-RNA Family	-Energy Metabolism	0	0	0	0
Environmental Information Processing	-Energy Metabolism	7.856	6.728	1.45	1.125
-Signal Transduction	-Energy Metabolism	1.547	1.423	0.4388	0.4024
-Signaling Molecules and Interaction	-Energy Metabolism	6.309	5.946	1.089	0.7701
Cellular Processes	-Energy Metabolism	12.1	13.3	5.33	4.015
-Cell structure	-Energy Metabolism	0	0	0	0
-Crystallins	-Energy Metabolism	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0
-Vesicular Transport	-Energy Metabolism	5.394	6.355	1.167	1.156
-Cytoskeleton	-Energy Metabolism	5.063	5.394	3.269	2.034
-Cell Motility	-Energy Metabolism	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	1.212	1.181	0.896	0.7349
-Cell Communication	-Energy Metabolism	0.6886	0.608	0.3319	0.2928
Metabolism	-Energy Metabolism	25.56	24.83	15.87	14.42
-Membrane Transport	-Energy Metabolism	0.5636	0.4593	0.1453	0.1225
-Central Carbon Metabolism	-Energy Metabolism	3.458	4.959	4.987	4.298
-Energy Metabolism	-Energy Metabolism	1	1	1	1
-Biosynthesis	-Energy Metabolism	8.044	8.251	3.372	2.818
-Other Enzymes	-Energy Metabolism	14.27	12.83	7.684	7.795
Organismal Systems	-Energy Metabolism	9.64	11.14	3.724	2.485
-Immune System	-Energy Metabolism	5.665	6.969	1.246	0.9925
-Endocrine System	-Energy Metabolism	0.6962	0.6348	0.8602	0.3272
-Circulatory System	-Energy Metabolism	0.2931	0.2543	0.3168	0.2617
-Digestive System	-Energy Metabolism	0.5814	0.4873	0.1447	0.1078
-Excretory System	-Energy Metabolism	0.9384	0.8395	0.4034	0.3065
-Nervous System	-Energy Metabolism	1.052	0.8313	0.6761	0.6507
-Sensory System	-Energy Metabolism	0.1036	0.1166	0.0182	0.009353
-Development	-Energy Metabolism	0.6798	0.5927	0.1355	0.08412
-Environmental Adaptation	-Energy Metabolism	0.1616	0.1996	0.1267	0.07235
Human Diseases	-Energy Metabolism	12.36	13.83	5.857	5.184
-Cancers	-Energy Metabolism	1.463	1.22	0.4416	0.3522
-Immune System Diseases	-Energy Metabolism	0.7023	0.7017	0.2495	0.1888
-Neurodegenerative Diseases	-Energy Metabolism	4.998	6.398	3.684	2.939
-Cardiovascular Diseases	-Energy Metabolism	0.4309	0.3261	0.3724	0.2313
-Metabolic Diseases	-Energy Metabolism	0.1432	0.1394	0.4208	0.5466
-Infectious Diseases	-Energy Metabolism	4.988	5.488	2.066	1.707
Not Mapped	-Energy Metabolism	43.14	43.54	13.55	10.52
-Not Mapped	-Energy Metabolism	43.14	43.54	13.55	10.52
TOTAL	-Biosynthesis	29.72	31.6	23.96	23.58
MAPPED	-Biosynthesis	21.47	23.16	18.98	18.78
Genetic Information Processing	-Biosynthesis	8.372	9.961	7.595	7.214
-Transcription	-Biosynthesis	1.007	1.057	0.9435	0.8321
-Translation	-Biosynthesis	3.969	5.743	2.691	2.684
-Folding, Sorting and Degradation	-Biosynthesis	2.514	2.314	3.142	3.057
-DNA Maintenance	-Biosynthesis	0.9831	0.9557	1.03	0.9798
-RNA Family	-Biosynthesis	0	0	0	0
Environmental Information Processing	-Biosynthesis	1.361	1.227	0.5774	0.5537
-Signal Transduction	-Biosynthesis	0.2358	0.2082	0.1609	0.1812
-Signaling Molecules and Interaction	-Biosynthesis	1.231	1.107	0.4792	0.3944
Cellular Processes	-Biosynthesis	2.343	2.356	2.133	1.638
-Cell structure	-Biosynthesis	0	0	0	0
-Crystallins	-Biosynthesis	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.8457	0.9679	0.5065	0.4903
-Cytoskeleton	-Biosynthesis	1.177	1.094	1.254	0.9913
-Cell Motility	-Biosynthesis	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.2566	0.2249	0.3102	0.286
-Cell Communication	-Biosynthesis	0.1611	0.1416	0.1366	0.128
Metabolism	-Biosynthesis	4.658	4.35	6.122	6.798
-Membrane Transport	-Biosynthesis	0.1113	0.1061	0.07292	0.06062
-Central Carbon Metabolism	-Biosynthesis	0.7814	0.9565	1.8	1.627
-Energy Metabolism	-Biosynthesis	0.2666	0.2736	0.5279	0.5646
-Biosynthesis	-Biosynthesis	1	1	1	1
-Other Enzymes	-Biosynthesis	2.702	2.55	2.653	2.822
Organismal Systems	-Biosynthesis	2.251	2.358	1.387	1.104
-Immune System	-Biosynthesis	1.331	1.647	0.5321	0.4699
-Endocrine System	-Biosynthesis	0.1584	0.1385	0.3212	0.1418
-Circulatory System	-Biosynthesis	0.05418	0.06459	0.1469	0.1161
-Digestive System	-Biosynthesis	0.109	0.07945	0.04071	0.04104
-Excretory System	-Biosynthesis	0.1766	0.166	0.1722	0.1509
-Nervous System	-Biosynthesis	0.2561	0.2017	0.2782	0.2356
-Sensory System	-Biosynthesis	0.01825	0.01689	0.008021	0.004402
-Development	-Biosynthesis	0.1251	0.1065	0.05994	0.04749
-Environmental Adaptation	-Biosynthesis	0.02963	0.032	0.03246	0.02567
Human Diseases	-Biosynthesis	1.865	2.171	2.225	2.038
-Cancers	-Biosynthesis	0.2659	0.1883	0.1597	0.1565
-Immune System Diseases	-Biosynthesis	0.08499	0.08277	0.0764	0.0685
-Neurodegenerative Diseases	-Biosynthesis	0.7952	1.12	1.221	1.186
-Cardiovascular Diseases	-Biosynthesis	0.0662	0.04037	0.113	0.0829
-Metabolic Diseases	-Biosynthesis	0.02123	0.01621	0.1248	0.1883
-Infectious Diseases	-Biosynthesis	0.8019	0.8864	0.727	0.6057
Not Mapped	-Biosynthesis	8.25	8.439	4.974	4.807
-Not Mapped	-Biosynthesis	8.25	8.439	4.974	4.807
TOTAL	-Other Enzymes	12.01	13.41	9.785	9.148
MAPPED	-Other Enzymes	8.679	9.832	7.754	7.283
Genetic Information Processing	-Other Enzymes	3.462	4.314	3.207	3.029
-Transcription	-Other Enzymes	0.4007	0.4428	0.388	0.3463
-Translation	-Other Enzymes	1.591	2.432	1.074	1.026
-Folding, Sorting and Degradation	-Other Enzymes	1.068	1.042	1.403	1.308
-DNA Maintenance	-Other Enzymes	0.4242	0.4333	0.4534	0.4118
-RNA Family	-Other Enzymes	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.7712	0.7351	0.2473	0.2257
-Signal Transduction	-Other Enzymes	0.129	0.1265	0.06694	0.07155
-Signaling Molecules and Interaction	-Other Enzymes	0.6989	0.6632	0.1965	0.1592
Cellular Processes	-Other Enzymes	0.9913	1.092	0.849	0.7332
-Cell structure	-Other Enzymes	0	0	0	0
-Crystallins	-Other Enzymes	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.4496	0.5358	0.2016	0.2171
-Cytoskeleton	-Other Enzymes	0.4632	0.4443	0.5127	0.3743
-Cell Motility	-Other Enzymes	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.125	0.1059	0.13	0.1216
-Cell Communication	-Other Enzymes	0.0643	0.05785	0.05149	0.04963
Metabolism	-Other Enzymes	2.165	2.258	2.503	2.512
-Membrane Transport	-Other Enzymes	0.04677	0.04804	0.02911	0.02371
-Central Carbon Metabolism	-Other Enzymes	0.3652	0.5182	0.7167	0.7286
-Energy Metabolism	-Other Enzymes	0.123	0.1155	0.2004	0.2208
-Biosynthesis	-Other Enzymes	0.5676	0.6431	0.4581	0.4477
-Other Enzymes	-Other Enzymes	1	1	1	1
Organismal Systems	-Other Enzymes	0.8931	1	0.5671	0.4522
-Immune System	-Other Enzymes	0.5593	0.7257	0.2176	0.1966
-Endocrine System	-Other Enzymes	0.07386	0.07147	0.1434	0.06927
-Circulatory System	-Other Enzymes	0.03001	0.02583	0.0585	0.052
-Digestive System	-Other Enzymes	0.05999	0.04309	0.02245	0.02119
-Excretory System	-Other Enzymes	0.07823	0.07475	0.07204	0.06373
-Nervous System	-Other Enzymes	0.1211	0.1053	0.1206	0.102
-Sensory System	-Other Enzymes	0.009819	0.01048	0.003581	0.00217
-Development	-Other Enzymes	0.05759	0.0462	0.02714	0.01858
-Environmental Adaptation	-Other Enzymes	0.01668	0.02058	0.01487	0.01112
Human Diseases	-Other Enzymes	1.047	1.269	0.9516	0.7972
-Cancers	-Other Enzymes	0.1334	0.1086	0.06103	0.05167
-Immune System Diseases	-Other Enzymes	0.05855	0.06248	0.03871	0.03305
-Neurodegenerative Diseases	-Other Enzymes	0.3705	0.5397	0.5816	0.54
-Cardiovascular Diseases	-Other Enzymes	0.03129	0.02326	0.04959	0.03097
-Metabolic Diseases	-Other Enzymes	0.01359	0.01241	0.05477	0.07674
-Infectious Diseases	-Other Enzymes	0.4133	0.4584	0.3205	0.2596
Not Mapped	-Other Enzymes	3.335	3.582	2.032	1.865
-Not Mapped	-Other Enzymes	3.335	3.582	2.032	1.865
TOTAL	Organismal Systems	16.38	16.92	21.89	28.54
MAPPED	Organismal Systems	11.84	12.4	17.34	22.72
Genetic Information Processing	Organismal Systems	4.696	5.445	6.852	8.703
-Transcription	Organismal Systems	0.5346	0.5506	0.8209	0.9682
-Translation	Organismal Systems	2.185	3.056	2.374	3.184
-Folding, Sorting and Degradation	Organismal Systems	1.419	1.265	2.961	3.658
-DNA Maintenance	Organismal Systems	0.5956	0.5734	0.949	1.156
-RNA Family	Organismal Systems	0	0	0	0
Environmental Information Processing	Organismal Systems	1.114	0.9732	0.5134	0.6708
-Signal Transduction	Organismal Systems	0.1774	0.1463	0.1554	0.2328
-Signaling Molecules and Interaction	Organismal Systems	0.9827	0.8779	0.358	0.438
Cellular Processes	Organismal Systems	1.326	1.232	1.908	2.094
-Cell structure	Organismal Systems	0	0	0	0
-Crystallins	Organismal Systems	0	0	0	0
-Stress Response	Organismal Systems	0	0	0	0
-Vesicular Transport	Organismal Systems	0.6319	0.6733	0.4344	0.6253
-Cytoskeleton	Organismal Systems	0.6451	0.5757	1.186	1.175
-Cell Motility	Organismal Systems	0	0	0	0
-Cell Growth and Death	Organismal Systems	0.1667	0.1264	0.3208	0.3855
-Cell Communication	Organismal Systems	0.07516	0.06217	0.1058	0.1382
Metabolism	Organismal Systems	3.045	3.062	5.774	8.343
-Membrane Transport	Organismal Systems	0.06608	0.05846	0.05439	0.07259
-Central Carbon Metabolism	Organismal Systems	0.4603	0.5782	1.544	2.106
-Energy Metabolism	Organismal Systems	0.1638	0.153	0.3992	0.5928
-Biosynthesis	Organismal Systems	0.8523	0.8478	1.207	1.515
-Other Enzymes	Organismal Systems	1.48	1.324	2.751	3.943
Organismal Systems	Organismal Systems	1	1	1	1
-Immune System	Organismal Systems	0.6557	0.7221	0.4266	0.4994
-Endocrine System	Organismal Systems	0.09479	0.08661	0.3092	0.1717
-Circulatory System	Organismal Systems	0.03163	0.03106	0.1093	0.1234
-Digestive System	Organismal Systems	0.07048	0.05007	0.04987	0.06361
-Excretory System	Organismal Systems	0.1107	0.1005	0.1346	0.1564
-Nervous System	Organismal Systems	0.1613	0.1224	0.24	0.2595
-Sensory System	Organismal Systems	0.01308	0.01265	0.006812	0.005933
-Development	Organismal Systems	0.07052	0.0609	0.05071	0.04302
-Environmental Adaptation	Organismal Systems	0.01867	0.02564	0.03331	0.03249
Human Diseases	Organismal Systems	1.282	1.375	2.131	2.361
-Cancers	Organismal Systems	0.1522	0.1217	0.1356	0.2037
-Immune System Diseases	Organismal Systems	0.06681	0.06298	0.086	0.09923
-Neurodegenerative Diseases	Organismal Systems	0.5185	0.6573	1.1	1.274
-Cardiovascular Diseases	Organismal Systems	0.05642	0.03651	0.1364	0.1215
-Metabolic Diseases	Organismal Systems	0.0181	0.01466	0.1507	0.2852
-Infectious Diseases	Organismal Systems	0.5304	0.5533	0.7121	0.7666
Not Mapped	Organismal Systems	4.548	4.519	4.545	5.817
-Not Mapped	Organismal Systems	4.548	4.519	4.545	5.817
TOTAL	-Immune System	30.27	26.87	62.49	67.06
MAPPED	-Immune System	21.87	19.69	49.52	53.39
Genetic Information Processing	-Immune System	8.779	8.645	20.72	20.89
-Transcription	-Immune System	0.997	0.8757	2.438	2.238
-Translation	-Immune System	4.029	4.853	6.83	7.481
-Folding, Sorting and Degradation	-Immune System	2.664	2.008	8.325	8.447
