Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Folding, Sorting and Degradation	-Cell Growth and Death	9.143	9.85	11.98	12.18
-DNA Maintenance	-Cell Growth and Death	5.338	5.714	3.901	4.08
-RNA Family	-Cell Growth and Death	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	3.937	4.038	1.68	1.567
-Signal Transduction	-Cell Growth and Death	0.9823	1.078	0.484	0.5207
-Signaling Molecules and Interaction	-Cell Growth and Death	2.611	2.694	1.027	0.8706
Cellular Processes	-Cell Growth and Death	9.564	10.15	8.202	7.323
-Cell structure	-Cell Growth and Death	0	0	0	0
-Crystallins	-Cell Growth and Death	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	3.174	4.331	1.597	1.733
-Cytoskeleton	-Cell Growth and Death	4.316	4.207	4.37	3.822
-Cell Motility	-Cell Growth and Death	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1
-Cell Communication	-Cell Growth and Death	0.9034	0.8503	0.8634	0.8477
Metabolism	-Cell Growth and Death	17.31	19.87	20.88	22.29
-Membrane Transport	-Cell Growth and Death	0.3013	0.2952	0.1493	0.1272
-Central Carbon Metabolism	-Cell Growth and Death	2.383	2.618	5.116	5.775
-Energy Metabolism	-Cell Growth and Death	0.6491	0.7047	1.488	1.773
-Biosynthesis	-Cell Growth and Death	4.58	4.994	4.665	4.876
-Other Enzymes	-Cell Growth and Death	10.2	11.2	10.16	11.33
Organismal Systems	-Cell Growth and Death	5.405	6.77	3.8	3.579
-Immune System	-Cell Growth and Death	3.036	3.951	1.771	1.817
-Endocrine System	-Cell Growth and Death	0.7076	0.6594	0.6481	0.4157
-Circulatory System	-Cell Growth and Death	0.1199	0.1197	0.1866	0.163
-Digestive System	-Cell Growth and Death	0.388	0.398	0.1029	0.07589
-Excretory System	-Cell Growth and Death	0.3756	0.4046	0.444	0.35
-Nervous System	-Cell Growth and Death	0.4465	0.5011	0.2803	0.2733
-Sensory System	-Cell Growth and Death	0.04638	0.06132	0.009918	0.01168
-Development	-Cell Growth and Death	0.3474	0.3747	0.138	0.09889
-Environmental Adaptation	-Cell Growth and Death	0.01971	0.0198	0.03246	0.02838
Human Diseases	-Cell Growth and Death	6.122	6.384	6.299	5.986
-Cancers	-Cell Growth and Death	1.096	1.019	0.5333	0.6122
-Immune System Diseases	-Cell Growth and Death	0.2798	0.2435	0.2824	0.2268
-Neurodegenerative Diseases	-Cell Growth and Death	1.296	1.488	2.658	2.367
-Cardiovascular Diseases	-Cell Growth and Death	0.4145	0.3593	0.7256	0.4238
-Metabolic Diseases	-Cell Growth and Death	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	2.454	3.097	1.692	1.78
Not Mapped	-Cell Growth and Death	20.23	24.49	14.2	14.12
-Not Mapped	-Cell Growth and Death	20.23	24.49	14.2	14.12
TOTAL	-Cell Communication	97.56	127.3	97.27	99.65
MAPPED	-Cell Communication	76.05	97.82	80.46	82.95
Genetic Information Processing	-Cell Communication	29.9	39.58	31.75	31.04
-Transcription	-Cell Communication	3.846	4.979	4.032	3.893
-Translation	-Cell Communication	10.43	16.83	9.218	9.079
-Folding, Sorting and Degradation	-Cell Communication	9.634	10.77	13.71	13.48
-DNA Maintenance	-Cell Communication	5.986	7	4.778	4.587
-RNA Family	-Cell Communication	0	0	0	0
Environmental Information Processing	-Cell Communication	4.51	4.974	1.731	1.669
-Signal Transduction	-Cell Communication	1.086	1.131	0.4171	0.4681
-Signaling Molecules and Interaction	-Cell Communication	2.827	3.377	1.164	1.077
Cellular Processes	-Cell Communication	9.154	10.76	8.98	8.075
-Cell structure	-Cell Communication	0	0	0	0
-Crystallins	-Cell Communication	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0
-Vesicular Transport	-Cell Communication	2.839	3.816	1.59	1.542
-Cytoskeleton	-Cell Communication	4.431	4.767	4.996	4.083
-Cell Motility	-Cell Communication	0	0	0	0
-Cell Growth and Death	-Cell Communication	1.059	1.135	0.9546	0.9727
-Cell Communication	-Cell Communication	1	1	1	1
Metabolism	-Cell Communication	18.84	22.82	25.98	29.02
-Membrane Transport	-Cell Communication	0.3136	0.3352	0.147	0.1447
-Central Carbon Metabolism	-Cell Communication	2.337	2.704	3.655	4.005
-Energy Metabolism	-Cell Communication	0.6383	0.771	1.489	1.838
-Biosynthesis	-Cell Communication	4.737	6.36	4.76	4.757
-Other Enzymes	-Cell Communication	10.04	11.79	10.24	11.47
Organismal Systems	-Cell Communication	5.897	7.591	4.181	3.592
-Immune System	-Cell Communication	3.177	4.49	1.605	1.57
-Endocrine System	-Cell Communication	0.6734	0.7106	0.5939	0.4885
-Circulatory System	-Cell Communication	0.1335	0.1475	0.1754	0.1674
-Digestive System	-Cell Communication	0.4309	0.4681	0.1092	0.09652
-Excretory System	-Cell Communication	0.4019	0.4101	0.4903	0.3681
-Nervous System	-Cell Communication	0.4809	0.4986	0.3331	0.3398
-Sensory System	-Cell Communication	0.05835	0.06382	0.01471	0.01053
-Development	-Cell Communication	0.3659	0.4076	0.1213	0.1134
-Environmental Adaptation	-Cell Communication	0.01971	0.02049	0.02316	0.01965
Human Diseases	-Cell Communication	5.537	7.217	5.669	5.257
-Cancers	-Cell Communication	1.156	1.137	0.6124	0.6159
-Immune System Diseases	-Cell Communication	0.249	0.2765	0.1984	0.182
-Neurodegenerative Diseases	-Cell Communication	1.583	1.847	2.597	2.367
-Cardiovascular Diseases	-Cell Communication	0.4588	0.4226	0.6927	0.4122
-Metabolic Diseases	-Cell Communication	0	0	0	0
-Infectious Diseases	-Cell Communication	2.24	2.94	1.615	1.731
Not Mapped	-Cell Communication	21.5	29.47	16.81	16.7
-Not Mapped	-Cell Communication	21.5	29.47	16.81	16.7
TOTAL	Metabolism	5.137	5.174	3.935	3.67
MAPPED	Metabolism	4.005	3.976	3.255	3.055
Genetic Information Processing	Metabolism	1.574	1.633	1.303	1.188
-Transcription	Metabolism	0.2025	0.2076	0.1635	0.1435
-Translation	Metabolism	0.542	0.68	0.3656	0.3385
-Folding, Sorting and Degradation	Metabolism	0.5248	0.4643	0.5735	0.524
-DNA Maintenance	Metabolism	0.3134	0.2887	0.1857	0.18
-RNA Family	Metabolism	0	0	0	0
Environmental Information Processing	Metabolism	0.2195	0.199	0.06794	0.06082
-Signal Transduction	Metabolism	0.06152	0.05074	0.02519	0.0249
-Signaling Molecules and Interaction	Metabolism	0.1513	0.1373	0.0507	0.04126
Cellular Processes	Metabolism	0.5379	0.5224	0.3758	0.312
-Cell structure	Metabolism	0	0	0	0
-Crystallins	Metabolism	0	0	0	0
-Stress Response	Metabolism	0	0	0	0
-Vesicular Transport	Metabolism	0.175	0.2055	0.07377	0.06897
-Cytoskeleton	Metabolism	0.2494	0.2008	0.2082	0.1585
-Cell Motility	Metabolism	0	0	0	0
-Cell Growth and Death	Metabolism	0.05576	0.04906	0.04767	0.04301
-Cell Communication	Metabolism	0.05265	0.04066	0.03846	0.03383
Metabolism	Metabolism	1	1	1	1
-Membrane Transport	Metabolism	0.01722	0.01427	0.006475	0.005708
-Central Carbon Metabolism	Metabolism	0.1243	0.1185	0.1954	0.2128
-Energy Metabolism	Metabolism	0.03693	0.03537	0.06782	0.07329
-Biosynthesis	Metabolism	0.2297	0.2318	0.2236	0.2206
-Other Enzymes	Metabolism	0.5831	0.578	0.478	0.4577
Organismal Systems	Metabolism	0.334	0.3346	0.1811	0.1664
-Immune System	Metabolism	0.1754	0.2015	0.08391	0.08153
-Endocrine System	Metabolism	0.04088	0.03063	0.02775	0.01829
-Circulatory System	Metabolism	0.005721	0.006316	0.008833	0.007511
-Digestive System	Metabolism	0.01955	0.02101	0.00466	0.00338
-Excretory System	Metabolism	0.02185	0.02085	0.0195	0.0166
-Nervous System	Metabolism	0.0258	0.02279	0.01383	0.01482
-Sensory System	Metabolism	0.002504	0.002818	0.0006012	0.0006284
-Development	Metabolism	0.01657	0.01548	0.005191	0.004437
-Environmental Adaptation	Metabolism	0.00116	0.0009963	0.001553	0.001249
Human Diseases	Metabolism	0.3165	0.298	0.31	0.2936
-Cancers	Metabolism	0.05819	0.05177	0.02553	0.0277
-Immune System Diseases	Metabolism	0.01068	0.009996	0.0102	0.008387
-Neurodegenerative Diseases	Metabolism	0.07082	0.07491	0.1169	0.09446
-Cardiovascular Diseases	Metabolism	0.02437	0.01734	0.02879	0.0142
-Metabolic Diseases	Metabolism	0	0	0	0
-Infectious Diseases	Metabolism	0.1201	0.1366	0.08842	0.07679
Not Mapped	Metabolism	1.132	1.198	0.68	0.615
-Not Mapped	Metabolism	1.132	1.198	0.68	0.615
TOTAL	-Membrane Transport	302.6	331	583.3	617.6
MAPPED	-Membrane Transport	235.9	254.4	482.5	514.1
Genetic Information Processing	-Membrane Transport	93.74	105.8	192	206.1
-Transcription	-Membrane Transport	11.95	13.1	24.18	24.33
-Translation	-Membrane Transport	31.47	43.16	55.83	58.24
-Folding, Sorting and Degradation	-Membrane Transport	31.52	30.93	85.88	90.61
-DNA Maintenance	-Membrane Transport	18.81	18.59	26.09	31.41
-RNA Family	-Membrane Transport	0	0	0	0
Environmental Information Processing	-Membrane Transport	12.36	12.51	9.568	10.95
-Signal Transduction	-Membrane Transport	2.816	2.858	2.556	4.072
-Signaling Molecules and Interaction	-Membrane Transport	9.592	9.256	6.397	6.74
Cellular Processes	-Membrane Transport	30.24	29.47	52.3	51.97
-Cell structure	-Membrane Transport	0	0	0	0
-Crystallins	-Membrane Transport	0	0	0	0
-Stress Response	-Membrane Transport	0	0	0	0
-Vesicular Transport	-Membrane Transport	10.03	11.69	11.24	11.39
-Cytoskeleton	-Membrane Transport	13.06	11.57	26.26	25.19
-Cell Motility	-Membrane Transport	0	0	0	0
-Cell Growth and Death	-Membrane Transport	2.819	2.685	6.228	6.415
-Cell Communication	-Membrane Transport	2.979	2.72	6.167	6.595
Metabolism	-Membrane Transport	56.21	56.42	140.5	165.1
-Membrane Transport	-Membrane Transport	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	5.94	6.854	24.33	28.97
-Energy Metabolism	-Membrane Transport	2.291	2.401	8.462	12.8
-Biosynthesis	-Membrane Transport	12.91	13.38	33.46	34.08
-Other Enzymes	-Membrane Transport	32.78	32.61	64.08	78.38
Organismal Systems	-Membrane Transport	19.05	22.65	28.15	25.88
-Immune System	-Membrane Transport	10.5	12.75	11.97	12.32
-Endocrine System	-Membrane Transport	1.559	1.499	3.64	3.239
-Circulatory System	-Membrane Transport	0.2931	0.3509	1.081	1.24
-Digestive System	-Membrane Transport	1.118	1.257	0.793	0.6672
-Excretory System	-Membrane Transport	1.472	1.61	2.578	2.392
-Nervous System	-Membrane Transport	1.652	1.657	2.042	2.492
-Sensory System	-Membrane Transport	0.1266	0.1453	0.09557	0.08439
-Development	-Membrane Transport	1.16	1.132	0.9418	0.8635
-Environmental Adaptation	-Membrane Transport	0.06285	0.05574	0.1455	0.1709
Human Diseases	-Membrane Transport	18.38	20.49	39.85	47.5
-Cancers	-Membrane Transport	3.063	2.893	3.695	4.683
-Immune System Diseases	-Membrane Transport	0.615	0.804	1.434	1.501
-Neurodegenerative Diseases	-Membrane Transport	4.997	6.792	18.25	18.63
-Cardiovascular Diseases	-Membrane Transport	1.104	1.075	4.446	2.672
-Metabolic Diseases	-Membrane Transport	0	0	0	0
-Infectious Diseases	-Membrane Transport	5.858	6.891	10.5	12.01
Not Mapped	-Membrane Transport	66.69	76.63	100.8	103.5
-Not Mapped	-Membrane Transport	66.69	76.63	100.8	103.5
TOTAL	-Central Carbon Metabolism	39.03	44.66	16.06	14.52
MAPPED	-Central Carbon Metabolism	30.43	34.32	13.29	12.09
Genetic Information Processing	-Central Carbon Metabolism	12.15	14.02	5.227	4.667
-Transcription	-Central Carbon Metabolism	1.679	1.852	0.6723	0.5706
-Translation	-Central Carbon Metabolism	4.069	5.799	1.48	1.315
-Folding, Sorting and Degradation	-Central Carbon Metabolism	3.826	3.75	2.341	2.058
-DNA Maintenance	-Central Carbon Metabolism	2.572	2.616	0.8464	0.7305
-RNA Family	-Central Carbon Metabolism	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	1.709	1.65	0.3284	0.2833
-Signal Transduction	-Central Carbon Metabolism	0.474	0.3557	0.09976	0.09359
-Signaling Molecules and Interaction	-Central Carbon Metabolism	1.326	1.295	0.2143	0.1664
Cellular Processes	-Central Carbon Metabolism	3.857	4.17	1.603	1.333
-Cell structure	-Central Carbon Metabolism	0	0	0	0
-Crystallins	-Central Carbon Metabolism	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0	0	0	0
-Vesicular Transport	-Central Carbon Metabolism	1.375	1.663	0.3216	0.2997
-Cytoskeleton	-Central Carbon Metabolism	1.792	1.607	0.8814	0.66
-Cell Motility	-Central Carbon Metabolism	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	0.3896	0.3373	0.1901	0.1724
-Cell Communication	-Central Carbon Metabolism	0.4269	0.313	0.2404	0.2224
Metabolism	-Central Carbon Metabolism	7.77	8.028	4.585	4.297
-Membrane Transport	-Central Carbon Metabolism	0.1382	0.1423	0.03894	0.02871
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.2476	0.2413	0.3199	0.2955
-Biosynthesis	-Central Carbon Metabolism	1.785	1.904	0.8391	0.7905
-Other Enzymes	-Central Carbon Metabolism	4.259	4.333	2.131	2.106
Organismal Systems	-Central Carbon Metabolism	2.431	2.462	0.7809	0.6666
-Immune System	-Central Carbon Metabolism	1.364	1.545	0.3462	0.3303
-Endocrine System	-Central Carbon Metabolism	0.2709	0.2187	0.125	0.0829
-Circulatory System	-Central Carbon Metabolism	0.05311	0.0574	0.0433	0.03559
-Digestive System	-Central Carbon Metabolism	0.1907	0.1274	0.0173	0.01254
-Excretory System	-Central Carbon Metabolism	0.1656	0.1477	0.09997	0.07704
-Nervous System	-Central Carbon Metabolism	0.1709	0.1382	0.06742	0.05769
-Sensory System	-Central Carbon Metabolism	0.02132	0.01841	0.003031	0.002219
-Development	-Central Carbon Metabolism	0.1093	0.08677	0.01654	0.01691
-Environmental Adaptation	-Central Carbon Metabolism	0.008145	0.005416	0.006338	0.004907
Human Diseases	-Central Carbon Metabolism	2.555	2.153	1.265	1.21
-Cancers	-Central Carbon Metabolism	0.4821	0.4898	0.1184	0.1132
-Immune System Diseases	-Central Carbon Metabolism	0.07943	0.07422	0.04678	0.03295
-Neurodegenerative Diseases	-Central Carbon Metabolism	0.7181	0.5818	0.5053	0.4099
-Cardiovascular Diseases	-Central Carbon Metabolism	0.1415	0.1076	0.1478	0.07237
-Metabolic Diseases	-Central Carbon Metabolism	0	0	0	0
-Infectious Diseases	-Central Carbon Metabolism	1.044	1.002	0.3621	0.3466
Not Mapped	-Central Carbon Metabolism	8.603	10.34	2.776	2.434
-Not Mapped	-Central Carbon Metabolism	8.603	10.34	2.776	2.434
TOTAL	-Energy Metabolism	132.9	137.5	55.19	49.75
MAPPED	-Energy Metabolism	103.6	105.7	45.65	41.41
Genetic Information Processing	-Energy Metabolism	40.99	43.42	17.96	16.59
-Transcription	-Energy Metabolism	5.369	5.455	2.277	1.959
-Translation	-Energy Metabolism	14.17	17.78	5.063	4.588
-Folding, Sorting and Degradation	-Energy Metabolism	13.47	12.48	8.044	6.967
-DNA Maintenance	-Energy Metabolism	8.04	7.741	2.646	2.457
-RNA Family	-Energy Metabolism	0	0	0	0
Environmental Information Processing	-Energy Metabolism	5.811	5.18	1.022	0.8504
-Signal Transduction	-Energy Metabolism	1.495	1.364	0.3252	0.33
-Signaling Molecules and Interaction	-Energy Metabolism	4.187	3.855	0.6992	0.5397
Cellular Processes	-Energy Metabolism	13.32	12.97	5.509	4.393
-Cell structure	-Energy Metabolism	0	0	0	0
-Crystallins	-Energy Metabolism	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0
-Vesicular Transport	-Energy Metabolism	4.378	5.025	1.005	0.8856
-Cytoskeleton	-Energy Metabolism	6.412	5.662	3.028	2.221
-Cell Motility	-Energy Metabolism	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	1.524	1.398	0.6716	0.5609
-Cell Communication	-Energy Metabolism	1.455	1.207	0.6626	0.5094
Metabolism	-Energy Metabolism	24.82	26.88	14.33	13.55
-Membrane Transport	-Energy Metabolism	0.4274	0.3479	0.09427	0.07724
-Central Carbon Metabolism	-Energy Metabolism	3.46	3.873	2.136	2.383
-Energy Metabolism	-Energy Metabolism	1	1	1	1
-Biosynthesis	-Energy Metabolism	5.783	6.232	3.135	2.735
-Other Enzymes	-Energy Metabolism	15.01	14.27	6.821	6.478
Organismal Systems	-Energy Metabolism	8.889	9.577	2.617	2.181
-Immune System	-Energy Metabolism	4.75	6.335	1.087	1.056
-Endocrine System	-Energy Metabolism	1.102	0.9216	0.4355	0.2689
-Circulatory System	-Energy Metabolism	0.1417	0.1698	0.1265	0.1024
-Digestive System	-Energy Metabolism	0.6598	0.5647	0.06913	0.05162
-Excretory System	-Energy Metabolism	0.6294	0.5598	0.3013	0.2207
-Nervous System	-Energy Metabolism	0.7171	0.5837	0.2262	0.1864
-Sensory System	-Energy Metabolism	0.08719	0.08792	0.006665	0.006591
-Development	-Energy Metabolism	0.4288	0.3901	0.08943	0.06796
-Environmental Adaptation	-Energy Metabolism	0.02818	0.02568	0.02178	0.01661
Human Diseases	-Energy Metabolism	7.855	8.152	3.987	3.71
-Cancers	-Energy Metabolism	1.846	1.43	0.3581	0.3501
-Immune System Diseases	-Energy Metabolism	0.3523	0.2836	0.1501	0.1214
-Neurodegenerative Diseases	-Energy Metabolism	1.912	2.166	1.912	1.393
-Cardiovascular Diseases	-Energy Metabolism	0.6081	0.4903	0.4469	0.21
-Metabolic Diseases	-Energy Metabolism	0	0	0	0
-Infectious Diseases	-Energy Metabolism	3.068	3.649	0.9951	0.9914
Not Mapped	-Energy Metabolism	29.29	31.83	9.537	8.336
-Not Mapped	-Energy Metabolism	29.29	31.83	9.537	8.336
TOTAL	-Biosynthesis	20.97	21.07	17.16	16.28
MAPPED	-Biosynthesis	16.35	16.2	14.19	13.55
Genetic Information Processing	-Biosynthesis	6.497	6.651	5.786	5.342
-Transcription	-Biosynthesis	0.828	0.8321	0.7354	0.6524
-Translation	-Biosynthesis	2.181	2.704	1.592	1.552
-Folding, Sorting and Degradation	-Biosynthesis	2.184	1.803	2.516	2.32
-DNA Maintenance	-Biosynthesis	1.383	1.189	0.9006	0.8543
-RNA Family	-Biosynthesis	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.9338	0.7733	0.3172	0.3173
-Signal Transduction	-Biosynthesis	0.2709	0.2176	0.1037	0.1008
-Signaling Molecules and Interaction	-Biosynthesis	0.6925	0.5544	0.2212	0.1899
Cellular Processes	-Biosynthesis	2.229	1.982	1.676	1.51
-Cell structure	-Biosynthesis	0	0	0	0
-Crystallins	-Biosynthesis	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.751	0.7844	0.332	0.3437
-Cytoskeleton	-Biosynthesis	1.035	0.8442	0.9437	0.7185
-Cell Motility	-Biosynthesis	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.215	0.1833	0.214	0.2045
-Cell Communication	-Biosynthesis	0.2019	0.1491	0.1847	0.1739
Metabolism	-Biosynthesis	4.284	4.217	4.377	4.481
-Membrane Transport	-Biosynthesis	0.0749	0.062	0.02748	0.0249
-Central Carbon Metabolism	-Biosynthesis	0.5604	0.4539	0.8741	0.9534
-Energy Metabolism	-Biosynthesis	0.1621	0.1533	0.3171	0.3273
-Biosynthesis	-Biosynthesis	1	1	1	1
-Other Enzymes	-Biosynthesis	2.447	2.282	2.138	2.163
Organismal Systems	-Biosynthesis	1.362	1.25	0.8129	0.6931
-Immune System	-Biosynthesis	0.7646	0.7242	0.352	0.3635
-Endocrine System	-Biosynthesis	0.1422	0.1273	0.1381	0.1023
-Circulatory System	-Biosynthesis	0.02451	0.02645	0.04086	0.03222
-Digestive System	-Biosynthesis	0.08059	0.08291	0.0186	0.01661
-Excretory System	-Biosynthesis	0.09994	0.08791	0.09668	0.07634
-Nervous System	-Biosynthesis	0.1253	0.08947	0.06858	0.05728
-Sensory System	-Biosynthesis	0.01042	0.01126	0.002275	0.002587
-Development	-Biosynthesis	0.07639	0.06628	0.02453	0.0215
-Environmental Adaptation	-Biosynthesis	0.005915	0.005213	0.007548	0.005882
Human Diseases	-Biosynthesis	1.432	1.355	1.427	1.394
-Cancers	-Biosynthesis	0.2702	0.2054	0.1194	0.116
-Immune System Diseases	-Biosynthesis	0.05257	0.04316	0.05634	0.04774
-Neurodegenerative Diseases	-Biosynthesis	0.4024	0.3737	0.5797	0.4976
-Cardiovascular Diseases	-Biosynthesis	0.1044	0.07515	0.1443	0.08666
-Metabolic Diseases	-Biosynthesis	0	0	0	0
-Infectious Diseases	-Biosynthesis	0.529	0.5438	0.3394	0.3385
Not Mapped	-Biosynthesis	4.622	4.878	2.965	2.728
-Not Mapped	-Biosynthesis	4.622	4.878	2.965	2.728
TOTAL	-Other Enzymes	8.809	9.634	8.092	7.44
MAPPED	-Other Enzymes	6.867	7.404	6.694	6.193
Genetic Information Processing	-Other Enzymes	2.696	3.042	2.633	2.361
-Transcription	-Other Enzymes	0.3461	0.3682	0.3339	0.2907
-Translation	-Other Enzymes	0.941	1.246	0.7424	0.6779
-Folding, Sorting and Degradation	-Other Enzymes	0.8926	0.8424	1.16	1.024
-DNA Maintenance	-Other Enzymes	0.5327	0.5209	0.404	0.3779
-RNA Family	-Other Enzymes	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.3771	0.3556	0.1556	0.1456
-Signal Transduction	-Other Enzymes	0.1064	0.09593	0.04618	0.04547
-Signaling Molecules and Interaction	-Other Enzymes	0.2659	0.2429	0.108	0.08693
Cellular Processes	-Other Enzymes	0.9087	0.8954	0.8077	0.6964
-Cell structure	-Other Enzymes	0	0	0	0
-Crystallins	-Other Enzymes	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.2921	0.341	0.1438	0.1377
-Cytoskeleton	-Other Enzymes	0.419	0.3738	0.444	0.3448
-Cell Motility	-Other Enzymes	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.09206	0.08701	0.09323	0.08482
-Cell Communication	-Other Enzymes	0.09695	0.07822	0.09276	0.07788
Metabolism	-Other Enzymes	1.669	1.729	2.056	2.052
-Membrane Transport	-Other Enzymes	0.03011	0.02583	0.01389	0.01186
-Central Carbon Metabolism	-Other Enzymes	0.2207	0.2155	0.4088	0.4649
-Energy Metabolism	-Other Enzymes	0.06625	0.06547	0.1369	0.1462
-Biosynthesis	-Other Enzymes	0.3939	0.4103	0.4648	0.4348
-Other Enzymes	-Other Enzymes	1	1	1	1
Organismal Systems	-Other Enzymes	0.5742	0.627	0.3806	0.3302
-Immune System	-Other Enzymes	0.3163	0.381	0.1705	0.1726
-Endocrine System	-Other Enzymes	0.06514	0.05296	0.06213	0.03843
-Circulatory System	-Other Enzymes	0.01074	0.01104	0.01845	0.01663
-Digestive System	-Other Enzymes	0.03531	0.03946	0.00923	0.007206
-Excretory System	-Other Enzymes	0.0384	0.03607	0.0447	0.03407
-Nervous System	-Other Enzymes	0.0482	0.04438	0.0317	0.03617
-Sensory System	-Other Enzymes	0.003961	0.004544	0.001102	0.001196
-Development	-Other Enzymes	0.0311	0.03067	0.01203	0.009326
-Environmental Adaptation	-Other Enzymes	0.002038	0.001806	0.003423	0.002772
Human Diseases	-Other Enzymes	0.5447	0.5634	0.6374	0.6059
-Cancers	-Other Enzymes	0.09713	0.08616	0.05361	0.05362
-Immune System Diseases	-Other Enzymes	0.0169	0.01864	0.02012	0.01721
-Neurodegenerative Diseases	-Other Enzymes	0.1164	0.1295	0.2618	0.221
-Cardiovascular Diseases	-Other Enzymes	0.04568	0.03436	0.06765	0.03594
-Metabolic Diseases	-Other Enzymes	0	0	0	0
-Infectious Diseases	-Other Enzymes	0.2084	0.2421	0.1733	0.1532
Not Mapped	-Other Enzymes	1.941	2.23	1.398	1.247
-Not Mapped	-Other Enzymes	1.941	2.23	1.398	1.247
TOTAL	Organismal Systems	15.34	15.18	20.72	21.78
MAPPED	Organismal Systems	11.96	11.67	17.14	18.13
Genetic Information Processing	Organismal Systems	4.695	4.721	6.919	7.133
-Transcription	Organismal Systems	0.6027	0.5939	0.8763	0.8593
-Translation	Organismal Systems	1.659	2.007	1.998	2.015
-Folding, Sorting and Degradation	Organismal Systems	1.571	1.313	3.05	3.135
-DNA Maintenance	Organismal Systems	0.9245	0.8266	1.079	1.121
-RNA Family	Organismal Systems	0	0	0	0
Environmental Information Processing	Organismal Systems	0.6371	0.5655	0.4133	0.3788
-Signal Transduction	Organismal Systems	0.1852	0.1522	0.1434	0.1551
-Signaling Molecules and Interaction	Organismal Systems	0.4529	0.398	0.2744	0.2496
Cellular Processes	Organismal Systems	1.582	1.392	2.075	1.996
-Cell structure	Organismal Systems	0	0	0	0
-Crystallins	Organismal Systems	0	0	0	0
-Stress Response	Organismal Systems	0	0	0	0
-Vesicular Transport	Organismal Systems	0.5181	0.5289	0.4017	0.432
-Cytoskeleton	Organismal Systems	0.7524	0.6024	1.195	1.047
-Cell Motility	Organismal Systems	0	0	0	0
-Cell Growth and Death	Organismal Systems	0.1742	0.1466	0.2503	0.2586
-Cell Communication	Organismal Systems	0.1616	0.1272	0.2272	0.2499
Metabolism	Organismal Systems	2.957	2.788	5.227	5.893
-Membrane Transport	Organismal Systems	0.04781	0.04222	0.03274	0.0346
-Central Carbon Metabolism	Organismal Systems	0.3675	0.3074	0.945	1.134
-Energy Metabolism	Organismal Systems	0.1119	0.1014	0.3727	0.4565
-Biosynthesis	Organismal Systems	0.6899	0.6954	1.191	1.437
-Other Enzymes	Organismal Systems	1.703	1.587	2.585	2.872
Organismal Systems	Organismal Systems	1	1	1	1
-Immune System	Organismal Systems	0.5388	0.6045	0.4401	0.4783
-Endocrine System	Organismal Systems	0.1217	0.09035	0.1962	0.1508
-Circulatory System	Organismal Systems	0.02089	0.01764	0.05382	0.04697
-Digestive System	Organismal Systems	0.06869	0.06302	0.02576	0.02313
-Excretory System	Organismal Systems	0.06562	0.05401	0.1104	0.09784
-Nervous System	Organismal Systems	0.0826	0.07496	0.08006	0.0835
-Sensory System	Organismal Systems	0.009282	0.00918	0.003342	0.003464
-Development	Organismal Systems	0.0605	0.0562	0.02901	0.03478
-Environmental Adaptation	Organismal Systems	0.003561	0.002865	0.008547	0.007829
Human Diseases	Organismal Systems	0.9658	0.8939	1.62	1.815
-Cancers	Organismal Systems	0.1964	0.1428	0.1463	0.1597
-Immune System Diseases	Organismal Systems	0.04388	0.03642	0.06032	0.05926
-Neurodegenerative Diseases	Organismal Systems	0.2261	0.2089	0.6767	0.6242
-Cardiovascular Diseases	Organismal Systems	0.07781	0.0569	0.1471	0.08536
-Metabolic Diseases	Organismal Systems	0	0	0	0
-Infectious Diseases	Organismal Systems	0.3947	0.3738	0.4293	0.4641
Not Mapped	Organismal Systems	3.381	3.515	3.58	3.651
-Not Mapped	Organismal Systems	3.381	3.515	3.58	3.651
TOTAL	-Immune System	27.76	24.61	46.93	43.96
MAPPED	-Immune System	21.64	18.92	38.82	36.59
Genetic Information Processing	-Immune System	8.449	7.651	15.72	14.47
-Transcription	-Immune System	1.07	0.9	1.945	1.776
-Translation	-Immune System	2.824	3.11	4.464	4.13
-Folding, Sorting and Degradation	-Immune System	2.847	2.218	6.861	6.332
