Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
Human Diseases	-Central Carbon Metabolism	1.478	2.555	3.918	1.114	2.153	4.347	0.6064	1.265	2.404	0.4922	1.21	2.215
-Cancers	-Central Carbon Metabolism	0.246	0.4821	0.6923	0.1622	0.4898	0.65	0.05135	0.1184	0.252	0.04865	0.1132	0.2435
-Immune System Diseases	-Central Carbon Metabolism	0.02406	0.07943	0.4411	0.01883	0.07422	0.5047	0.03038	0.04678	0.09711	0.0213	0.03295	0.07605
-Neurodegenerative Diseases	-Central Carbon Metabolism	0.3047	0.7181	1.547	0.2623	0.5818	2.299	0.1617	0.5053	1.478	0.1426	0.4099	1.308
-Cardiovascular Diseases	-Central Carbon Metabolism	0.0514	0.1415	0.5412	0.02184	0.1076	0.5247	0.0741	0.1478	0.327	0.03859	0.07237	0.2076
-Metabolic Diseases	-Central Carbon Metabolism	0	0	0.0589	0	0	0.05481	0	0	0.2237	0	0	0.321
-Infectious Diseases	-Central Carbon Metabolism	0.6707	1.044	1.511	0.5633	1.002	1.488	0.1712	0.3621	0.5415	0.1621	0.3466	0.6024
Not Mapped	-Central Carbon Metabolism	5.966	8.603	13.39	5.189	10.34	15.38	1.798	2.776	5.842	1.569	2.434	5.152
-Not Mapped	-Central Carbon Metabolism	5.966	8.603	13.39	5.189	10.34	15.38	1.798	2.776	5.842	1.569	2.434	5.152
TOTAL	-Energy Metabolism	99.51	132.9	198.7	99.42	137.5	196.9	44.67	55.19	67.09	38.09	49.75	53.56
MAPPED	-Energy Metabolism	77.57	103.6	154.9	76.41	105.7	151.3	36.95	45.65	55.5	31.71	41.41	44.58
Genetic Information Processing	-Energy Metabolism	30.45	40.99	62.95	31.08	43.42	63.37	15.07	17.96	21.59	12.69	16.59	17.03
-Transcription	-Energy Metabolism	3.91	5.369	7.727	3.941	5.455	7.804	1.915	2.277	2.741	1.501	1.959	2.117
-Translation	-Energy Metabolism	10.76	14.17	21.62	13.23	17.78	26.22	4.146	5.063	6.451	3.592	4.588	5.048
-Folding, Sorting and Degradation	-Energy Metabolism	10.04	13.47	21.39	8.585	12.48	18.35	6.55	8.044	9.422	5.441	6.967	7.45
-DNA Maintenance	-Energy Metabolism	5.749	8.04	12.21	5.329	7.741	11.01	2.201	2.646	3.347	1.934	2.457	2.88
-RNA Family	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	4.341	5.811	8.289	4.353	5.18	7.921	0.6846	1.022	1.353	0.675	0.8504	1.023
-Signal Transduction	-Energy Metabolism	0.7788	1.495	2.179	0.9113	1.364	2.111	0.1087	0.3252	0.4912	0.1435	0.33	0.4264
-Signaling Molecules and Interaction	-Energy Metabolism	3.105	4.187	6.11	2.808	3.855	5.915	0.5758	0.6992	0.8616	0.4157	0.5397	0.6635
Cellular Processes	-Energy Metabolism	9.9	13.32	20.56	9.099	12.97	18.9	3.908	5.509	6.531	3.486	4.393	5.196
-Cell structure	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Energy Metabolism	3.182	4.378	6.215	3.457	5.025	7.505	0.8254	1.005	1.344	0.8288	0.8856	1.188
-Cytoskeleton	-Energy Metabolism	4.733	6.412	10.18	3.972	5.662	8.102	1.853	3.028	3.678	1.623	2.221	2.673
-Cell Motility	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	0.8124	1.524	2.34	0.7354	1.398	1.861	0.3436	0.6716	0.9363	0.3097	0.5609	0.7888
-Cell Communication	-Energy Metabolism	1.061	1.455	1.891	0.8462	1.207	1.652	0.4146	0.6626	0.9402	0.2931	0.5094	0.9152
Metabolism	-Energy Metabolism	18.38	24.82	36.51	16.82	26.88	39.81	10.77	14.33	17.23	9.183	13.55	16.08
-Membrane Transport	-Energy Metabolism	0.3482	0.4274	0.722	0.3094	0.3479	0.7616	0.06974	0.09427	0.1296	0.06167	0.07724	0.09715
-Central Carbon Metabolism	-Energy Metabolism	1.936	3.46	4.297	1.667	3.873	5.727	1.72	2.136	4.924	1.434	2.383	4.556
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	3.779	5.783	10.42	3.673	6.232	10.6	2.42	3.135	4.132	2.264	2.735	3.253
-Other Enzymes	-Energy Metabolism	11.3	15.01	23.08	10.14	14.27	24.68	4.469	6.821	8.044	3.763	6.478	7.473
Organismal Systems	-Energy Metabolism	6.487	8.889	11.69	6.537	9.577	12.6	1.968	2.617	3.12	1.782	2.181	2.32
-Immune System	-Energy Metabolism	3.228	4.75	6.046	4.338	6.335	7.287	0.8622	1.087	1.393	0.76	1.056	1.292
-Endocrine System	-Energy Metabolism	0.4224	1.102	1.216	0.3282	0.9216	1.19	0.2479	0.4355	0.5705	0.1074	0.2689	0.3928
-Circulatory System	-Energy Metabolism	0.05225	0.1417	0.3081	0.0668	0.1698	0.2672	0.08997	0.1265	0.1783	0.07175	0.1024	0.1403
-Digestive System	-Energy Metabolism	0.2342	0.6598	0.9078	0.1863	0.5647	0.9772	0.03697	0.06913	0.1615	0.02535	0.05162	0.1324
-Excretory System	-Energy Metabolism	0.523	0.6294	0.8738	0.484	0.5598	0.7287	0.1845	0.3013	0.3973	0.1475	0.2207	0.2933
-Nervous System	-Energy Metabolism	0.1858	0.7171	0.9453	0.1509	0.5837	0.9382	0.0675	0.2262	0.4176	0.04267	0.1864	0.4076
-Sensory System	-Energy Metabolism	0	0.08719	0.1242	0	0.08792	0.1122	0	0.006665	0.0243	0	0.006591	0.01011
-Development	-Energy Metabolism	0.1882	0.4288	0.9735	0.2243	0.3901	0.8571	0.02837	0.08943	0.1556	0.03081	0.06796	0.1172
-Environmental Adaptation	-Energy Metabolism	0	0.02818	0.3114	0	0.02568	0.3962	0	0.02178	0.2329	0	0.01661	0.1321
Human Diseases	-Energy Metabolism	6.489	7.855	16.83	6.833	8.152	16.61	2.756	3.987	5.898	2.678	3.71	4.652
-Cancers	-Energy Metabolism	1.026	1.846	2.564	0.871	1.43	2.02	0.156	0.3581	0.5829	0.1433	0.3501	0.5008
-Immune System Diseases	-Energy Metabolism	0.05537	0.3523	1.405	0.04297	0.2836	1.35	0.09336	0.1501	0.2037	0.07025	0.1214	0.1684
-Neurodegenerative Diseases	-Energy Metabolism	1.307	1.912	5.945	1.438	2.166	7.415	0.5055	1.912	3.099	0.5626	1.393	2.337
-Cardiovascular Diseases	-Energy Metabolism	0.1897	0.6081	1.724	0.1229	0.4903	1.356	0.2715	0.4469	1	0.1293	0.21	0.6971
-Metabolic Diseases	-Energy Metabolism	0	0	0.2531	0	0	0.2258	0	0	0.5576	0	0	0.7358
-Infectious Diseases	-Energy Metabolism	2.153	3.068	6.493	2.297	3.649	5.764	0.789	0.9951	1.623	0.6742	0.9914	1.173
Not Mapped	-Energy Metabolism	21.93	29.29	43.79	23.02	31.83	45.57	7.719	9.537	11.59	6.383	8.336	8.975
-Not Mapped	-Energy Metabolism	21.93	29.29	43.79	23.02	31.83	45.57	7.719	9.537	11.59	6.383	8.336	8.975
TOTAL	-Biosynthesis	19.08	20.97	26.33	18.47	21.07	27.07	14.92	17.16	20.44	14.64	16.28	21.03
MAPPED	-Biosynthesis	14.87	16.35	20.53	14.19	16.2	20.8	12.34	14.19	16.91	12.19	13.55	17.5
Genetic Information Processing	-Biosynthesis	6.019	6.497	8.058	5.851	6.651	8.463	4.931	5.786	6.846	4.775	5.342	6.763
-Transcription	-Biosynthesis	0.7418	0.828	1.034	0.7025	0.8321	1.073	0.6185	0.7354	0.8684	0.5668	0.6524	0.8268
-Translation	-Biosynthesis	2.076	2.181	2.847	2.473	2.704	3.602	1.383	1.592	1.944	1.348	1.552	1.905
-Folding, Sorting and Degradation	-Biosynthesis	1.945	2.184	2.655	1.606	1.803	2.337	2.229	2.516	2.988	2.161	2.32	2.983
-DNA Maintenance	-Biosynthesis	1.117	1.383	1.521	0.9768	1.189	1.451	0.681	0.9006	1.067	0.6279	0.8543	1.054
-RNA Family	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.7958	0.9338	1.068	0.6722	0.7733	0.9481	0.2571	0.3172	0.4249	0.2236	0.3173	0.3828
-Signal Transduction	-Biosynthesis	0.153	0.2709	0.3179	0.1506	0.2176	0.2678	0.04176	0.1037	0.1499	0.04698	0.1008	0.1694
-Signaling Molecules and Interaction	-Biosynthesis	0.5015	0.6925	0.852	0.4484	0.5544	0.7974	0.1607	0.2212	0.2861	0.1388	0.1899	0.2411
Cellular Processes	-Biosynthesis	1.848	2.229	2.619	1.604	1.982	2.477	1.309	1.676	2.055	1.157	1.51	1.904
-Cell structure	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.5427	0.751	0.8421	0.5594	0.7844	0.9412	0.2585	0.332	0.4154	0.2655	0.3437	0.3858
-Cytoskeleton	-Biosynthesis	0.8588	1.035	1.252	0.633	0.8442	1.082	0.7095	0.9437	1.158	0.5571	0.7185	0.9563
-Cell Motility	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.1879	0.215	0.287	0.1516	0.1833	0.2465	0.1406	0.214	0.2556	0.1368	0.2045	0.2496
-Cell Communication	-Biosynthesis	0.1706	0.2019	0.3356	0.1328	0.1491	0.2843	0.1317	0.1847	0.3528	0.114	0.1739	0.3207
Metabolism	-Biosynthesis	3.319	4.284	4.92	3.084	4.217	4.58	3.436	4.377	5.463	3.571	4.481	6.101
-Membrane Transport	-Biosynthesis	0.0528	0.0749	0.1002	0.0409	0.062	0.09351	0.02093	0.02748	0.05308	0.0204	0.0249	0.03755
-Central Carbon Metabolism	-Biosynthesis	0.25	0.5604	0.767	0.1931	0.4539	0.9401	0.4385	0.8741	1.4	0.4448	0.9534	1.449
-Energy Metabolism	-Biosynthesis	0.07847	0.1621	0.2151	0.07473	0.1533	0.1944	0.2246	0.3171	0.4092	0.2894	0.3273	0.4281
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	1.757	2.447	3.11	1.583	2.282	2.76	1.426	2.138	2.607	1.463	2.163	2.774
Organismal Systems	-Biosynthesis	1.055	1.362	1.716	1.067	1.25	1.78	0.6714	0.8129	0.9894	0.6182	0.6931	0.9659
-Immune System	-Biosynthesis	0.5515	0.7646	1.021	0.5913	0.7242	1.192	0.2609	0.352	0.4548	0.2702	0.3635	0.4787
-Endocrine System	-Biosynthesis	0.04477	0.1422	0.2104	0.05089	0.1273	0.1824	0.0755	0.1381	0.207	0.04746	0.1023	0.1682
-Circulatory System	-Biosynthesis	0.007251	0.02451	0.03843	0.01298	0.02645	0.04202	0.02309	0.04086	0.05688	0.02131	0.03222	0.05157
-Digestive System	-Biosynthesis	0.05274	0.08059	0.1512	0.03618	0.08291	0.1418	0.01513	0.0186	0.05151	0.0112	0.01661	0.05147
-Excretory System	-Biosynthesis	0.06131	0.09994	0.1786	0.05397	0.08791	0.1476	0.06689	0.09668	0.126	0.04745	0.07634	0.1111
-Nervous System	-Biosynthesis	0.03012	0.1253	0.1771	0.02595	0.08947	0.1521	0.01732	0.06858	0.1603	0.01235	0.05728	0.1334
-Sensory System	-Biosynthesis	0	0.01042	0.02099	0	0.01126	0.01613	0	0.002275	0.009478	0	0.002587	0.003197
-Development	-Biosynthesis	0.03544	0.07639	0.125	0.0253	0.06628	0.1159	0.01172	0.02453	0.05174	0.01028	0.0215	0.03797
-Environmental Adaptation	-Biosynthesis	0	0.005915	0.0414	0	0.005213	0.05219	0	0.007548	0.05232	0	0.005882	0.04098
Human Diseases	-Biosynthesis	1.133	1.432	1.717	0.9676	1.355	1.973	1.023	1.427	1.662	0.88	1.394	1.639
-Cancers	-Biosynthesis	0.1886	0.2702	0.3879	0.1509	0.2054	0.2926	0.06384	0.1194	0.1778	0.06333	0.116	0.1758
-Immune System Diseases	-Biosynthesis	0.008978	0.05257	0.1391	0.007387	0.04316	0.147	0.02396	0.05634	0.06497	0.02049	0.04774	0.05513
-Neurodegenerative Diseases	-Biosynthesis	0.1761	0.4024	0.5708	0.1588	0.3737	0.7673	0.2088	0.5797	0.9886	0.2057	0.4976	0.9087
-Cardiovascular Diseases	-Biosynthesis	0.03978	0.1044	0.1462	0.02333	0.07515	0.1013	0.0989	0.1443	0.255	0.05027	0.08666	0.226
-Metabolic Diseases	-Biosynthesis	0	0	0.02873	0	0	0.02302	0	0	0.1431	0	0	0.2129
-Infectious Diseases	-Biosynthesis	0.3976	0.529	0.66	0.4122	0.5438	0.6995	0.2242	0.3394	0.4081	0.2072	0.3385	0.4805
Not Mapped	-Biosynthesis	4.205	4.622	5.803	4.275	4.878	6.266	2.578	2.965	3.532	2.453	2.728	3.524
-Not Mapped	-Biosynthesis	4.205	4.622	5.803	4.275	4.878	6.266	2.578	2.965	3.532	2.453	2.728	3.524
TOTAL	-Other Enzymes	7.253	8.809	9.458	7.497	9.634	10.15	6.382	8.092	9.499	5.841	7.44	8.721
MAPPED	-Other Enzymes	5.654	6.867	7.374	5.762	7.404	7.801	5.279	6.694	7.858	4.863	6.193	7.259
Genetic Information Processing	-Other Enzymes	2.257	2.696	2.961	2.353	3.042	3.244	2.086	2.633	3.182	1.853	2.361	2.914
-Transcription	-Other Enzymes	0.312	0.3461	0.3753	0.3109	0.3682	0.4017	0.2745	0.3339	0.3937	0.2309	0.2907	0.3577
-Translation	-Other Enzymes	0.7562	0.941	1.012	0.9735	1.246	1.323	0.6043	0.7424	0.9035	0.5505	0.6779	0.8318
-Folding, Sorting and Degradation	-Other Enzymes	0.7109	0.8926	0.9987	0.6295	0.8424	0.9484	0.8622	1.16	1.389	0.7572	1.024	1.275
-DNA Maintenance	-Other Enzymes	0.4643	0.5327	0.6059	0.4392	0.5209	0.572	0.3299	0.404	0.4961	0.2958	0.3779	0.4569
-RNA Family	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.2554	0.3771	0.4529	0.2763	0.3556	0.4334	0.1152	0.1556	0.1987	0.09724	0.1456	0.1794
-Signal Transduction	-Other Enzymes	0.04582	0.1064	0.1301	0.05448	0.09593	0.1258	0.01894	0.04618	0.07277	0.02043	0.04547	0.07109
-Signaling Molecules and Interaction	-Other Enzymes	0.2057	0.2659	0.3732	0.1839	0.2429	0.3646	0.07836	0.108	0.1338	0.0654	0.08693	0.1156
Cellular Processes	-Other Enzymes	0.7167	0.9087	0.9675	0.7001	0.8954	0.9379	0.5887	0.8077	0.9542	0.4984	0.6964	0.8243
-Cell structure	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.2555	0.2921	0.3396	0.2935	0.341	0.4063	0.1273	0.1438	0.1994	0.1152	0.1377	0.1957
-Cytoskeleton	-Other Enzymes	0.3329	0.419	0.4691	0.2951	0.3738	0.4108	0.3228	0.444	0.576	0.2422	0.3448	0.4576
-Cell Motility	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.06041	0.09206	0.111	0.05662	0.08701	0.09979	0.06484	0.09323	0.1238	0.06117	0.08482	0.1156
-Cell Communication	-Other Enzymes	0.06788	0.09695	0.1037	0.05255	0.07822	0.09877	0.05838	0.09276	0.152	0.05186	0.07788	0.1452
Metabolism	-Other Enzymes	1.582	1.669	1.877	1.596	1.729	1.96	1.829	2.056	2.41	1.826	2.052	2.44
-Membrane Transport	-Other Enzymes	0.02049	0.03011	0.04693	0.01907	0.02583	0.04316	0.01034	0.01389	0.02249	0.009433	0.01186	0.01639
-Central Carbon Metabolism	-Other Enzymes	0.1171	0.2207	0.2691	0.1008	0.2155	0.3424	0.2138	0.4088	0.6322	0.2095	0.4649	0.6529
-Energy Metabolism	-Other Enzymes	0.03676	0.06625	0.07576	0.03902	0.06547	0.07494	0.1102	0.1369	0.1914	0.1091	0.1462	0.2154
-Biosynthesis	-Other Enzymes	0.2735	0.3939	0.4802	0.3076	0.4103	0.5246	0.3161	0.4648	0.5203	0.2983	0.4348	0.5162
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0.3851	0.5742	0.647	0.4132	0.627	0.7264	0.2569	0.3806	0.4599	0.2075	0.3302	0.4211
-Immune System	-Other Enzymes	0.2058	0.3163	0.3602	0.2593	0.381	0.4342	0.12	0.1705	0.208	0.1084	0.1726	0.2122
-Endocrine System	-Other Enzymes	0.02097	0.06514	0.08031	0.02657	0.05296	0.08041	0.03702	0.06213	0.09623	0.02314	0.03843	0.07145
-Circulatory System	-Other Enzymes	0.003482	0.01074	0.01769	0.003993	0.01104	0.01896	0.01119	0.01845	0.02806	0.009853	0.01663	0.02207
-Digestive System	-Other Enzymes	0.01696	0.03531	0.05242	0.01351	0.03946	0.05822	0.005013	0.00923	0.02829	0.003813	0.007206	0.02771
-Excretory System	-Other Enzymes	0.03212	0.0384	0.05742	0.02844	0.03607	0.05453	0.03213	0.0447	0.05234	0.02235	0.03407	0.0394
-Nervous System	-Other Enzymes	0.01231	0.0482	0.06799	0.009881	0.04438	0.06598	0.008391	0.0317	0.07269	0.005709	0.03617	0.0599
-Sensory System	-Other Enzymes	0	0.003961	0.008061	0	0.004544	0.007068	0	0.001102	0.003635	0	0.001196	0.001546
-Development	-Other Enzymes	0.01361	0.0311	0.06228	0.00945	0.03067	0.04755	0.003705	0.01203	0.0242	0.00336	0.009326	0.0177
-Environmental Adaptation	-Other Enzymes	0	0.002038	0.01939	0	0.001806	0.02725	0	0.003423	0.02566	0	0.002772	0.0193
Human Diseases	-Other Enzymes	0.3698	0.5447	0.694	0.3615	0.5634	0.842	0.3599	0.6374	0.8353	0.3494	0.6059	0.7991
-Cancers	-Other Enzymes	0.08264	0.09713	0.1401	0.06972	0.08616	0.113	0.02986	0.05361	0.08064	0.03088	0.05362	0.0763
-Immune System Diseases	-Other Enzymes	0.003669	0.0169	0.05301	0.002813	0.01864	0.05267	0.01161	0.02012	0.03026	0.009473	0.01721	0.02539
-Neurodegenerative Diseases	-Other Enzymes	0.05662	0.1164	0.2652	0.0593	0.1295	0.378	0.066	0.2618	0.539	0.06136	0.221	0.5011
-Cardiovascular Diseases	-Other Enzymes	0.01236	0.04568	0.06432	0.007479	0.03436	0.05291	0.0473	0.06765	0.1102	0.02319	0.03594	0.08206
-Metabolic Diseases	-Other Enzymes	0	0	0.01383	0	0	0.01346	0	0	0.06932	0	0	0.09845
-Infectious Diseases	-Other Enzymes	0.152	0.2084	0.2847	0.1545	0.2421	0.3375	0.103	0.1733	0.2043	0.09924	0.1532	0.2084
Not Mapped	-Other Enzymes	1.599	1.941	2.085	1.735	2.23	2.35	1.103	1.398	1.641	0.9789	1.247	1.461
-Not Mapped	-Other Enzymes	1.599	1.941	2.085	1.735	2.23	2.35	1.103	1.398	1.641	0.9789	1.247	1.461
TOTAL	Organismal Systems	14.46	15.34	18.19	13.47	15.18	17.66	20.12	20.72	23.89	20.71	21.78	27.74
MAPPED	Organismal Systems	11.27	11.96	14.18	10.35	11.67	13.57	16.65	17.14	19.76	17.24	18.13	23.09
Genetic Information Processing	Organismal Systems	4.432	4.695	5.703	4.25	4.721	5.575	6.678	6.919	7.673	6.671	7.133	8.642
-Transcription	Organismal Systems	0.5403	0.6027	0.7205	0.525	0.5939	0.7327	0.8406	0.8763	0.9702	0.8154	0.8593	1.084
-Translation	Organismal Systems	1.505	1.659	1.963	1.731	2.007	2.331	1.887	1.998	2.283	1.972	2.015	2.528
-Folding, Sorting and Degradation	Organismal Systems	1.428	1.571	1.846	1.229	1.313	1.523	2.892	3.05	3.355	2.86	3.135	3.648
-DNA Maintenance	Organismal Systems	0.8862	0.9245	1.179	0.7617	0.8266	1.048	0.9266	1.079	1.185	0.928	1.121	1.291
-RNA Family	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Organismal Systems	0.5133	0.6371	0.892	0.4456	0.5655	0.7943	0.3133	0.4133	0.4484	0.2945	0.3788	0.5084
-Signal Transduction	Organismal Systems	0.09208	0.1852	0.2287	0.08787	0.1522	0.1967	0.04975	0.1434	0.1749	0.06187	0.1551	0.2182
-Signaling Molecules and Interaction	Organismal Systems	0.3473	0.4529	0.7188	0.2932	0.398	0.6681	0.2151	0.2744	0.3068	0.2052	0.2496	0.3209
Cellular Processes	Organismal Systems	1.357	1.582	1.882	1.244	1.392	1.691	1.752	2.075	2.399	1.71	1.996	2.381
-Cell structure	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Organismal Systems	0.3985	0.5181	0.6634	0.4475	0.5289	0.7159	0.3237	0.4017	0.5137	0.38	0.432	0.5526
-Cytoskeleton	Organismal Systems	0.6158	0.7524	0.8704	0.4769	0.6024	0.7141	0.848	1.195	1.323	0.7337	1.047	1.243
-Cell Motility	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Organismal Systems	0.1252	0.1742	0.1982	0.1125	0.1466	0.1583	0.1479	0.2503	0.3334	0.1628	0.2586	0.3943
-Cell Communication	Organismal Systems	0.124	0.1616	0.2043	0.08835	0.1272	0.1593	0.1848	0.2272	0.3923	0.1644	0.2499	0.4101
Metabolism	Organismal Systems	2.651	2.957	3.651	2.382	2.788	3.631	4.706	5.227	6.441	5.152	5.893	8.23
-Membrane Transport	Organismal Systems	0.03877	0.04781	0.08706	0.03076	0.04222	0.07719	0.03021	0.03274	0.05717	0.0314	0.0346	0.04306
-Central Carbon Metabolism	Organismal Systems	0.2368	0.3675	0.4833	0.1809	0.3074	0.5522	0.5867	0.945	1.754	0.6574	1.134	2.212
-Energy Metabolism	Organismal Systems	0.07434	0.1119	0.1474	0.07001	0.1014	0.1284	0.3006	0.3727	0.4576	0.4065	0.4565	0.5256
-Biosynthesis	Organismal Systems	0.5497	0.6899	0.8909	0.4961	0.6954	0.904	0.9748	1.191	1.472	0.985	1.437	1.577
-Other Enzymes	Organismal Systems	1.529	1.703	2.022	1.332	1.587	1.833	2.014	2.585	3.074	2.111	2.872	3.729
Organismal Systems	Organismal Systems	1	1	1	1	1	1	1	1	1	1	1	1
-Immune System	Organismal Systems	0.4757	0.5388	0.5948	0.5539	0.6045	0.6645	0.3839	0.4401	0.5243	0.4264	0.4783	0.5899
-Endocrine System	Organismal Systems	0.04241	0.1217	0.1357	0.04768	0.09035	0.1191	0.101	0.1962	0.2093	0.05646	0.1508	0.1741
-Circulatory System	Organismal Systems	0.005324	0.02089	0.03251	0.006441	0.01764	0.0262	0.03401	0.05382	0.06668	0.02917	0.04697	0.06691
-Digestive System	Organismal Systems	0.0361	0.06869	0.08313	0.0285	0.06302	0.07755	0.01591	0.02576	0.07276	0.01332	0.02313	0.07427
-Excretory System	Organismal Systems	0.05462	0.06562	0.1102	0.0454	0.05401	0.08457	0.08441	0.1104	0.148	0.07014	0.09784	0.1281
-Nervous System	Organismal Systems	0.02078	0.0826	0.1158	0.01576	0.07496	0.1047	0.0258	0.08006	0.191	0.01948	0.0835	0.1757
-Sensory System	Organismal Systems	0	0.009282	0.01373	0	0.00918	0.011	0	0.003342	0.009239	0	0.003464	0.005172
-Development	Organismal Systems	0.02318	0.0605	0.09626	0.02287	0.0562	0.06703	0.01408	0.02901	0.05947	0.01499	0.03478	0.0535
-Environmental Adaptation	Organismal Systems	0	0.003561	0.03173	0	0.002865	0.04528	0	0.008547	0.07001	0	0.007829	0.06057
Human Diseases	Organismal Systems	0.8787	0.9658	1.39	0.7444	0.8939	1.318	1.204	1.62	2.155	1.089	1.815	2.133
-Cancers	Organismal Systems	0.1581	0.1964	0.2285	0.1278	0.1428	0.1929	0.06716	0.1463	0.2119	0.07534	0.1597	0.2563
-Immune System Diseases	Organismal Systems	0.006194	0.04388	0.1045	0.004486	0.03642	0.0945	0.03568	0.06032	0.08258	0.03232	0.05926	0.07722
-Neurodegenerative Diseases	Organismal Systems	0.147	0.2261	0.4742	0.1435	0.2089	0.5885	0.2569	0.6767	1.212	0.2957	0.6242	1.223
-Cardiovascular Diseases	Organismal Systems	0.02422	0.07781	0.1282	0.01206	0.0569	0.09494	0.1243	0.1471	0.3752	0.07024	0.08536	0.3655
-Metabolic Diseases	Organismal Systems	0	0	0.02399	0	0	0.02081	0	0	0.2131	0	0	0.3359
-Infectious Diseases	Organismal Systems	0.2743	0.3947	0.4864	0.2503	0.3738	0.5068	0.2797	0.4293	0.4989	0.3021	0.4641	0.543
Not Mapped	Organismal Systems	3.187	3.381	4.01	3.117	3.515	4.087	3.477	3.58	4.129	3.47	3.651	4.649
-Not Mapped	Organismal Systems	3.187	3.381	4.01	3.117	3.515	4.087	3.477	3.58	4.129	3.47	3.651	4.649
TOTAL	-Immune System	23.79	27.76	35.25	20.27	24.61	31.24	40.84	46.93	54.72	36.49	43.96	53.88
MAPPED	-Immune System	18.54	21.64	27.48	15.57	18.92	24	33.78	38.82	45.27	30.38	36.59	44.85
Genetic Information Processing	-Immune System	7.37	8.449	10.97	6.396	7.651	9.896	13.83	15.72	18.81	11.75	14.47	17.09
-Transcription	-Immune System	0.9392	1.07	1.501	0.7955	0.9	1.199	1.757	1.945	2.287	1.437	1.776	2.13
-Translation	-Immune System	2.474	2.824	3.848	2.605	3.11	4.098	3.93	4.464	5.206	3.488	4.13	5.078
-Folding, Sorting and Degradation	-Immune System	2.478	2.847	3.606	1.85	2.218	2.712	5.752	6.861	8.428	5.039	6.332	7.353
-DNA Maintenance	-Immune System	1.479	1.7	2.323	1.146	1.367	1.694	1.935	2.213	2.896	1.791	2.19	2.899
-RNA Family	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Immune System	0.9138	1.182	1.67	0.6731	0.9779	1.283	0.659	0.9486	1.014	0.5953	0.8025	0.9978
-Signal Transduction	-Immune System	0.1639	0.3419	0.428	0.1327	0.2428	0.3155	0.1134	0.3069	0.4557	0.1335	0.3056	0.4991
-Signaling Molecules and Interaction	-Immune System	0.571	0.8406	1.242	0.4413	0.6882	1.058	0.4595	0.6432	0.7218	0.3793	0.5037	0.6142
Cellular Processes	-Immune System	2.417	2.873	3.628	1.937	2.28	2.9	4.135	4.631	5.515	3.229	3.921	4.681
-Cell structure	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Immune System	0.7098	0.8724	1.343	0.7683	0.7991	1.18	0.7301	0.9389	1.07	0.7676	0.9191	1.135
