Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
MAPPED	-Central Carbon Metabolism	6.774	7.683	9.35	7.321	9.029	11.2	8.258	10.21	12.24	9.517	11.72	13.35	11.06	13.56	15.18
Genetic Information Processing	-Central Carbon Metabolism	2.732	3.057	3.702	3.106	3.822	4.718	3.776	4.633	5.54	4.574	5.514	6.28	5.73	6.883	7.712
-Transcription	-Central Carbon Metabolism	0.2121	0.2633	0.3404	0.2297	0.3351	0.4092	0.2402	0.3647	0.3921	0.2409	0.346	0.3865	0.2707	0.3713	0.4444
-Translation	-Central Carbon Metabolism	1.772	2.015	2.442	2.07	2.558	3.181	2.659	3.277	3.951	3.372	4.161	4.729	4.348	5.337	5.965
-Folding, Sorting and Degradation	-Central Carbon Metabolism	0.499	0.5344	0.6637	0.5659	0.6698	0.7957	0.6285	0.718	0.8319	0.7066	0.7824	0.8945	0.8272	0.9195	1.015
-DNA Maintenance	-Central Carbon Metabolism	0.2113	0.2572	0.2902	0.2226	0.274	0.3646	0.2324	0.2876	0.366	0.2476	0.2967	0.3491	0.2649	0.3136	0.3573
-RNA Family	-Central Carbon Metabolism	7.253e-06	1.087e-05	1.362e-05	7.348e-06	1.025e-05	1.328e-05	5.99e-06	8.874e-06	1.076e-05	5.435e-06	8.859e-06	9.977e-06	5.485e-06	8.747e-06	1.034e-05
Environmental Information Processing	-Central Carbon Metabolism	0.08189	0.1086	0.118	0.07686	0.1093	0.1246	0.07299	0.09666	0.108	0.07734	0.1004	0.1129	0.08218	0.1031	0.1201
-Signal Transduction	-Central Carbon Metabolism	0.0813	0.1078	0.1174	0.07685	0.1093	0.1246	0.07299	0.09666	0.108	0.07733	0.1004	0.1129	0.08218	0.1031	0.1201
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.0005914	0.0007185	0.0008345	2.672e-06	3.296e-06	4.426e-06	2.241e-06	2.77e-06	3.423e-06	2.213e-06	2.726e-06	3.106e-06	2.283e-06	2.799e-06	3.181e-06
Cellular Processes	-Central Carbon Metabolism	0.1071	0.1245	0.1806	0.07378	0.09116	0.1564	0.08554	0.1042	0.16	0.09963	0.1203	0.1724	0.1162	0.1401	0.1701
-Hemoglobin	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Central Carbon Metabolism	0	0	0.004434	0	0	0.002045	0	0	0.00183	0	0	0.001746	0	0	0.001958
-Cytoskeleton	-Central Carbon Metabolism	0.029	0.03289	0.04003	0.02997	0.03696	0.04584	0.03039	0.03755	0.04504	0.03291	0.04054	0.04618	0.03764	0.04615	0.05168
-Cell Motility	-Central Carbon Metabolism	0.06238	0.0768	0.1261	0.02769	0.03599	0.09186	0.03694	0.04565	0.09446	0.04507	0.05551	0.1009	0.05034	0.06172	0.08657
-Cell Growth and Death	-Central Carbon Metabolism	0.011	0.01241	0.01514	0.01408	0.01621	0.02153	0.0156	0.01781	0.02421	0.01829	0.0225	0.02718	0.02345	0.02698	0.03434
-Cell Communication	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Central Carbon Metabolism	3.781	4.303	5.295	3.978	4.812	6.102	4.223	5.346	6.286	4.635	5.781	6.526	5.024	6.266	6.886
-Membrane Transport	-Central Carbon Metabolism	0.6112	0.8621	1.056	0.6176	0.8618	1.152	0.6165	0.878	1.136	0.608	0.8621	1.038	0.5713	0.8201	0.897
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.165	0.2402	0.3501	0.1865	0.3515	0.472	0.2114	0.4121	0.4643	0.2405	0.4125	0.4887	0.2497	0.3568	0.5572
-Biosynthesis	-Central Carbon Metabolism	0.8449	0.9868	1.089	0.9843	1.311	1.531	1.107	1.467	1.614	1.34	1.759	2.106	1.563	2.02	2.191
-Other Enzymes	-Central Carbon Metabolism	1.16	1.236	1.876	1.19	1.393	2.067	1.288	1.495	2.048	1.431	1.719	2.118	1.607	1.926	2.369
Organismal Systems	-Central Carbon Metabolism	0	0.003629	0.009382	0	0.004327	0.01042	0	0.003783	0.009214	0	0.001735	0.007498	0	0.0008788	0.006159
-Immune System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Central Carbon Metabolism	0	0.003327	0.009382	0	0.004112	0.01042	0	0.003783	0.009214	0	0.001735	0.007498	0	0.0008788	0.006158
-Circulatory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Central Carbon Metabolism	0	0	8.359e-07	0	0	7.886e-07	0	0	6.826e-07	0	0	6.815e-07	0	0	6.728e-07
-Sensory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Central Carbon Metabolism	0.03081	0.1059	0.143	0.03266	0.1186	0.175	0.03507	0.1322	0.2082	0.03671	0.1308	0.2539	0.04089	0.1362	0.2226
-Cancers	-Central Carbon Metabolism	0	0.0007272	0.01452	0	9.592e-07	0.0005835	0	7.558e-07	0.0005734	0	7.093e-07	0.0005724	0	7.451e-07	0.0006459
-Immune System Diseases	-Central Carbon Metabolism	0	1.021e-06	0.001358	0	8.684e-07	0.001833	0	7.261e-07	0.001408	0	7.093e-07	0.001115	0	7.451e-07	0.000933
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	0.04399	0.05441	0	0.06731	0.08553	0	0.08223	0.1089	0	0.1121	0.1564	0	0.08936	0.1157
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Central Carbon Metabolism	0	0	0.0382	0	0	0.0389	0	0	0.04045	0	0	0.04291	0	0	0.04684
-Infectious Diseases	-Central Carbon Metabolism	0.00128	0.02652	0.09233	0.001263	0.03266	0.1018	0.001797	0.03507	0.1076	0.001768	0.03671	0.1088	0.002179	0.03955	0.1106
Not Mapped	-Central Carbon Metabolism	0.7868	0.8924	1.086	0.7305	0.901	1.117	0.7457	0.9217	1.105	0.7862	0.9683	1.103	0.8921	1.094	1.225
-Not Mapped	-Central Carbon Metabolism	0.7868	0.8924	1.086	0.7305	0.901	1.117	0.7457	0.9217	1.105	0.7862	0.9683	1.103	0.8921	1.094	1.225
TOTAL	-Energy Metabolism	24.69	33.45	43.8	20.87	28.26	36.24	21.84	29.62	38.41	24.05	32.65	43.41	28.05	36.9	51.16
MAPPED	-Energy Metabolism	22.12	29.96	39.24	18.98	25.69	32.95	20.03	27.16	35.23	22.21	30.16	40.1	25.95	34.14	47.34
Genetic Information Processing	-Energy Metabolism	8.822	11.73	15.38	7.997	10.88	13.61	9.093	12.11	15.71	10.62	14.39	19.02	13.4	17.73	24.39
-Transcription	-Energy Metabolism	0.7341	1.052	1.285	0.6323	0.9534	1.204	0.6128	0.9107	1.136	0.5912	0.8709	1.016	0.6663	0.9581	1.279
-Translation	-Energy Metabolism	5.809	7.827	10.28	5.391	7.279	9.336	6.478	8.738	11.37	7.903	10.63	14.24	10.25	13.36	18.59
-Folding, Sorting and Degradation	-Energy Metabolism	1.537	1.962	2.596	1.349	1.873	2.204	1.397	1.893	2.364	1.528	2.022	2.797	1.821	2.46	3.289
-DNA Maintenance	-Energy Metabolism	0.7349	0.9299	1.272	0.595	0.7724	1.03	0.5425	0.7588	1.007	0.5227	0.7632	1.015	0.6057	0.9121	1.021
-RNA Family	-Energy Metabolism	2.324e-05	3.834e-05	5.874e-05	1.641e-05	2.952e-05	3.96e-05	1.29e-05	2.291e-05	3.132e-05	1.246e-05	2.236e-05	2.953e-05	1.402e-05	2.178e-05	3.25e-05
Environmental Information Processing	-Energy Metabolism	0.2639	0.4096	0.4964	0.1941	0.296	0.412	0.1708	0.2446	0.3453	0.1715	0.2374	0.324	0.1829	0.2714	0.3683
-Signal Transduction	-Energy Metabolism	0.2619	0.4066	0.4928	0.1941	0.296	0.412	0.1707	0.2446	0.3453	0.1715	0.2374	0.3215	0.1829	0.2714	0.3645
-Signaling Molecules and Interaction	-Energy Metabolism	0.001931	0.002616	0.003585	6.928e-06	9.378e-06	1.432e-05	5.436e-06	7.373e-06	1.06e-05	5.166e-06	7.014e-06	9.425e-06	5.357e-06	7.048e-06	1.078e-05
Cellular Processes	-Energy Metabolism	0.3845	0.4943	0.649	0.2198	0.2823	0.38	0.2293	0.2827	0.3771	0.254	0.3188	0.4142	0.3053	0.3373	0.4684
-Hemoglobin	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Energy Metabolism	0	0	0.02307	0	0	0.0092	0	0	0.007805	0	0	0.00726	0	0	0.00693
-Cytoskeleton	-Energy Metabolism	0.0947	0.1283	0.168	0.07769	0.1052	0.1349	0.0737	0.09995	0.1296	0.07682	0.1043	0.1387	0.08833	0.1162	0.1611
-Cell Motility	-Energy Metabolism	0.2273	0.3032	0.3922	0.08485	0.1166	0.2115	0.1012	0.1503	0.201	0.1169	0.1713	0.2064	0.1394	0.1652	0.2356
-Cell Growth and Death	-Energy Metabolism	0.0364	0.04881	0.06457	0.03649	0.0457	0.06335	0.03941	0.04748	0.0699	0.04603	0.05164	0.08273	0.0535	0.07274	0.09789
-Cell Communication	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Energy Metabolism	12.34	16.97	21.9	10.34	14.25	17.89	10.32	14.23	18.03	10.94	14.75	19.54	11.86	15.41	21.98
-Membrane Transport	-Energy Metabolism	2.538	3.237	3.965	1.9	2.612	3.286	1.814	2.446	2.917	1.705	2.325	2.958	1.577	2.022	2.668
-Central Carbon Metabolism	-Energy Metabolism	2.404	3.478	5.202	1.695	2.673	3.813	1.641	2.368	3.502	1.709	2.362	3.67	1.791	2.557	3.853
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	2.477	3.488	5.076	2.336	3.729	4.757	2.501	3.879	5.205	2.907	4.376	5.998	3.358	4.93	7.044
-Other Enzymes	-Energy Metabolism	3.92	5.358	6.554	3.392	4.763	5.578	3.305	4.413	5.701	3.518	4.529	6.016	3.513	5.328	6.998
Organismal Systems	-Energy Metabolism	0	0.01511	0.03007	0	0.01398	0.02547	0	0.008919	0.02247	0	0.004097	0.01967	0	0.002468	0.01722
-Immune System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Energy Metabolism	0	0.01511	0.02739	0	0.01398	0.02467	0	0.008919	0.02182	0	0.004097	0.01947	0	0.002468	0.01722
-Circulatory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Energy Metabolism	0	0	3.025e-06	0	0	2.271e-06	0	0	1.79e-06	0	0	1.72e-06	0	0	1.676e-06
-Sensory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Energy Metabolism	0.1283	0.3639	0.4961	0.1058	0.317	0.5012	0.1155	0.3289	0.5232	0.1347	0.3896	0.5667	0.1575	0.3482	0.4598
-Cancers	-Energy Metabolism	0	0.003783	0.04843	0	2.047e-06	0.002225	0	1.535e-06	0.002008	0	1.436e-06	0.001935	0	1.581e-06	0.001941
-Immune System Diseases	-Energy Metabolism	0	3.025e-06	0.005855	0	2.344e-06	0.004455	0	1.79e-06	0.003329	0	1.72e-06	0.002722	0	1.676e-06	0.002606
-Neurodegenerative Diseases	-Energy Metabolism	0	0.1879	0.2548	0	0.2125	0.3029	0	0.2303	0.3509	0	0.2953	0.4659	0	0.2279	0.325
-Cardiovascular Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Energy Metabolism	0	0	0.1688	0	0	0.133	0	0	0.1206	0	0	0.1268	0	0	0.1611
-Infectious Diseases	-Energy Metabolism	0.004451	0.1144	0.3283	0.003376	0.08552	0.2507	0.004196	0.09047	0.2557	0.003731	0.09692	0.2675	0.004923	0.08596	0.2978
Not Mapped	-Energy Metabolism	2.569	3.481	4.558	1.894	2.564	3.288	1.809	2.453	3.182	1.835	2.492	3.313	2.093	2.754	3.819
-Not Mapped	-Energy Metabolism	2.569	3.481	4.558	1.894	2.564	3.288	1.809	2.453	3.182	1.835	2.492	3.313	2.093	2.754	3.819
TOTAL	-Biosynthesis	8.628	8.862	9.806	7.577	7.849	8.712	7.256	7.772	8.518	6.62	7.315	7.769	6.648	7.264	7.872
MAPPED	-Biosynthesis	7.73	7.94	8.785	6.889	7.137	7.922	6.655	7.128	7.813	6.115	6.757	7.176	6.152	6.722	7.285
Genetic Information Processing	-Biosynthesis	3.029	3.153	3.494	2.86	2.992	3.278	3.019	3.233	3.483	2.912	3.227	3.415	3.13	3.462	3.7
-Transcription	-Biosynthesis	0.2421	0.2898	0.3038	0.2178	0.2557	0.2773	0.1969	0.2268	0.2616	0.1568	0.1819	0.2189	0.1507	0.18	0.2117
-Translation	-Biosynthesis	2.025	2.079	2.287	1.952	2.02	2.237	2.146	2.297	2.513	2.171	2.388	2.541	2.423	2.643	2.862
-Folding, Sorting and Degradation	-Biosynthesis	0.5114	0.5625	0.6171	0.4634	0.5111	0.5749	0.4448	0.501	0.5587	0.4011	0.4604	0.5254	0.4083	0.467	0.5292
-DNA Maintenance	-Biosynthesis	0.2199	0.2587	0.2968	0.1893	0.2218	0.2597	0.171	0.1977	0.2379	0.1408	0.1599	0.1952	0.1327	0.1522	0.1921
-RNA Family	-Biosynthesis	6.663e-06	1.114e-05	1.38e-05	5.06e-06	8.172e-06	1.011e-05	3.711e-06	5.871e-06	7.416e-06	2.921e-06	4.64e-06	5.937e-06	2.631e-06	4.158e-06	5.281e-06
Environmental Information Processing	-Biosynthesis	0.09244	0.1056	0.1149	0.07025	0.08137	0.09416	0.05657	0.06594	0.07709	0.04708	0.05566	0.06421	0.04357	0.05159	0.05948
-Signal Transduction	-Biosynthesis	0.09176	0.1049	0.1129	0.07025	0.08137	0.09344	0.05657	0.06594	0.07619	0.04708	0.05566	0.06421	0.04357	0.05159	0.05923
-Signaling Molecules and Interaction	-Biosynthesis	0.000675	0.0007	0.0007798	2.514e-06	2.715e-06	2.965e-06	1.806e-06	2.018e-06	2.173e-06	1.422e-06	1.58e-06	1.777e-06	1.27e-06	1.43e-06	1.595e-06
Cellular Processes	-Biosynthesis	0.1151	0.1272	0.1548	0.06804	0.07369	0.097	0.06991	0.07326	0.08926	0.06479	0.06841	0.08218	0.06464	0.06935	0.07632
-Hemoglobin	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Biosynthesis	0	0	0.004544	0	0	0.001934	0	0	0.0015	0	0	0.001135	0	0	0.001089
-Cytoskeleton	-Biosynthesis	0.0331	0.03399	0.03761	0.0282	0.02921	0.03243	0.02449	0.02623	0.02875	0.02115	0.02337	0.02482	0.02094	0.02288	0.02479
-Cell Motility	-Biosynthesis	0.06802	0.07669	0.1099	0.0262	0.02878	0.05699	0.03028	0.03337	0.05288	0.02931	0.03272	0.04923	0.028	0.03205	0.03828
-Cell Growth and Death	-Biosynthesis	0.01147	0.0127	0.0147	0.01167	0.01282	0.01562	0.01107	0.01224	0.01589	0.01052	0.01162	0.01594	0.01202	0.01333	0.01835
-Cell Communication	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Biosynthesis	4.302	4.475	4.944	3.671	3.944	4.394	3.345	3.73	4.094	2.925	3.289	3.597	2.77	3.121	3.388
-Membrane Transport	-Biosynthesis	0.7234	0.8508	1.002	0.6164	0.6908	0.8051	0.5366	0.6141	0.7035	0.425	0.4901	0.558	0.3541	0.4	0.4559
-Central Carbon Metabolism	-Biosynthesis	0.8515	0.9706	1.154	0.6204	0.7464	0.8813	0.558	0.6728	0.7847	0.4676	0.5664	0.6334	0.4023	0.4877	0.5685
-Energy Metabolism	-Biosynthesis	0.1953	0.2526	0.3218	0.1895	0.2577	0.3181	0.191	0.2563	0.3151	0.1544	0.2252	0.2693	0.1178	0.1877	0.2246
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	1.239	1.373	1.724	1.024	1.209	1.539	0.93	1.075	1.367	0.804	0.9592	1.244	0.789	0.9817	1.228
Organismal Systems	-Biosynthesis	0	0.003536	0.008619	0	0.003539	0.007758	0	0.002203	0.006282	0	0.0008584	0.004247	0	0.000421	0.003004
-Immune System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Biosynthesis	0	0.003443	0.008619	0	0.00338	0.007757	0	0.002203	0.006281	0	0.0008584	0.004246	0	0.000421	0.003004
-Circulatory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Biosynthesis	0	0	8.566e-07	0	0	6.321e-07	0	0	4.593e-07	0	0	3.598e-07	0	0	3.175e-07
-Sensory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Biosynthesis	0.02924	0.1048	0.1443	0.02438	0.08855	0.1344	0.02447	0.08684	0.1341	0.02246	0.09386	0.1295	0.02237	0.06645	0.1033
-Cancers	-Biosynthesis	0	0.0008309	0.01357	0	7.14e-07	0.0005138	0	5.153e-07	0.0004257	0	4.017e-07	0.0003474	0	3.634e-07	0.0003509
-Immune System Diseases	-Biosynthesis	0	8.694e-07	0.001417	0	6.482e-07	0.001222	0	4.832e-07	0.0008605	0	3.928e-07	0.0006092	0	3.469e-07	0.000471
-Neurodegenerative Diseases	-Biosynthesis	0	0.0502	0.05623	0	0.06368	0.06838	0	0.06741	0.07429	0	0.07288	0.08123	0	0.04971	0.05717
-Cardiovascular Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Biosynthesis	0	0	0.04263	0	0	0.03428	0	0	0.03105	0	0	0.02492	0	0	0.02285
-Infectious Diseases	-Biosynthesis	0.001332	0.02687	0.08962	0.001074	0.02183	0.07389	0.001322	0.02142	0.0706	0.001005	0.01949	0.06396	0.001079	0.01864	0.05912
Not Mapped	-Biosynthesis	0.898	0.9223	1.02	0.6874	0.7122	0.7905	0.601	0.6437	0.7055	0.5052	0.5582	0.5929	0.4962	0.5422	0.5876
-Not Mapped	-Biosynthesis	0.898	0.9223	1.02	0.6874	0.7122	0.7905	0.601	0.6437	0.7055	0.5052	0.5582	0.5929	0.4962	0.5422	0.5876
TOTAL	-Other Enzymes	5.539	6.519	7.012	5.355	6.629	7.275	5.744	6.988	7.546	6.133	7.119	8.114	6.225	7.39	8.122
MAPPED	-Other Enzymes	4.962	5.841	6.282	4.869	6.028	6.615	5.268	6.409	6.921	5.665	6.576	7.495	5.761	6.839	7.515
Genetic Information Processing	-Other Enzymes	1.943	2.356	2.5	2.011	2.526	2.727	2.349	2.931	3.16	2.664	3.161	3.603	2.926	3.471	3.902
-Transcription	-Other Enzymes	0.1676	0.1964	0.2178	0.1647	0.2037	0.2242	0.1638	0.2004	0.2281	0.1533	0.1877	0.2164	0.152	0.1828	0.2105
-Translation	-Other Enzymes	1.296	1.528	1.648	1.375	1.709	1.872	1.695	2.064	2.219	2.006	2.33	2.641	2.263	2.692	2.941
-Folding, Sorting and Degradation	-Other Enzymes	0.325	0.4037	0.4422	0.3244	0.4164	0.4756	0.3431	0.4444	0.4966	0.3634	0.4638	0.53	0.3755	0.4637	0.5414
-DNA Maintenance	-Other Enzymes	0.1501	0.1787	0.2115	0.1441	0.1831	0.2044	0.1446	0.1801	0.1966	0.138	0.1649	0.187	0.1317	0.163	0.1855
-RNA Family	-Other Enzymes	3.849e-06	8.127e-06	1.096e-05	3.11e-06	6.599e-06	8.8e-06	2.502e-06	5.255e-06	7.1e-06	2.306e-06	4.64e-06	6.52e-06	2.081e-06	4.223e-06	6.008e-06
Environmental Information Processing	-Other Enzymes	0.06061	0.07061	0.09273	0.05002	0.06446	0.08272	0.04513	0.05665	0.07383	0.04394	0.05344	0.06926	0.0408	0.05114	0.06477
-Signal Transduction	-Other Enzymes	0.06018	0.0701	0.0911	0.05001	0.06446	0.08272	0.04513	0.05665	0.07293	0.04394	0.05344	0.06926	0.0408	0.05114	0.06477
-Signaling Molecules and Interaction	-Other Enzymes	0.0004333	0.00051	0.0005583	1.777e-06	2.246e-06	2.456e-06	1.43e-06	1.74e-06	1.942e-06	1.318e-06	1.529e-06	1.769e-06	1.189e-06	1.412e-06	1.622e-06
Cellular Processes	-Other Enzymes	0.07375	0.09232	0.1178	0.04789	0.06201	0.08444	0.0536	0.06781	0.08545	0.05834	0.07132	0.09025	0.0594	0.07232	0.08232
-Hemoglobin	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Other Enzymes	0	0	0.003587	0	0	0.001719	0	0	0.00142	0	0	0.001207	0	0	0.001219
-Cytoskeleton	-Other Enzymes	0.02125	0.02501	0.0269	0.01993	0.02467	0.02708	0.01938	0.02358	0.02547	0.01959	0.02274	0.02592	0.01961	0.02328	0.02558
-Cell Motility	-Other Enzymes	0.0443	0.05396	0.08313	0.01841	0.02345	0.04961	0.02356	0.03061	0.05063	0.02683	0.03284	0.05406	0.02622	0.03133	0.04355
-Cell Growth and Death	-Other Enzymes	0.006835	0.009106	0.01004	0.007845	0.01045	0.01257	0.008302	0.01139	0.01358	0.00948	0.01278	0.0145	0.01092	0.01453	0.01634
-Cell Communication	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Other Enzymes	2.81	3.26	3.494	2.701	3.255	3.586	2.76	3.278	3.551	2.839	3.203	3.628	2.679	3.126	3.392
-Membrane Transport	-Other Enzymes	0.5158	0.6474	0.7182	0.4685	0.5569	0.629	0.4544	0.5394	0.6183	0.4194	0.4714	0.5631	0.3462	0.3841	0.4657
-Central Carbon Metabolism	-Other Enzymes	0.5307	0.6524	0.8382	0.4015	0.581	0.7881	0.4177	0.5777	0.7302	0.4242	0.5498	0.691	0.3794	0.5098	0.6169
-Energy Metabolism	-Other Enzymes	0.1423	0.1811	0.241	0.1568	0.2043	0.2931	0.1641	0.2107	0.2974	0.1498	0.2016	0.2808	0.1349	0.1849	0.2425
-Biosynthesis	-Other Enzymes	0.5777	0.7171	0.8053	0.6147	0.8148	0.9439	0.6743	0.8591	1.016	0.7894	0.9257	1.172	0.7908	0.9728	1.213
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0	0.002576	0.005112	0	0.002928	0.005042	0	0.002115	0.004596	0	0.0009046	0.003665	0	0.0004562	0.0026
-Immune System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Other Enzymes	0	0.002576	0.004979	0	0.002928	0.004827	0	0.002115	0.004357	0	0.0009046	0.003523	0	0.0004562	0.0026
-Circulatory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Other Enzymes	0	0	5.645e-07	0	0	4.64e-07	0	0	3.77e-07	0	0	3.467e-07	0	0	3.145e-07
-Sensory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Other Enzymes	0.01957	0.06729	0.1106	0.01898	0.0699	0.1313	0.02026	0.07461	0.1423	0.02019	0.08689	0.1572	0.02124	0.06464	0.1274
-Cancers	-Other Enzymes	0	0.0005958	0.009439	0	5.076e-07	0.0004186	0	4.042e-07	0.000392	0	3.569e-07	0.0003544	0	3.248e-07	0.0003697
-Immune System Diseases	-Other Enzymes	0	5.645e-07	0.001032	0	4.64e-07	0.00099	0	3.77e-07	0.0007393	0	3.467e-07	0.000564	0	3.145e-07	0.0004582
-Neurodegenerative Diseases	-Other Enzymes	0	0.03793	0.04449	0	0.05657	0.06266	0	0.06383	0.07045	0	0.07743	0.08963	0	0.05561	0.06205
-Cardiovascular Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Other Enzymes	0	0	0.03163	0	0	0.0298	0	0	0.02889	0	0	0.02749	0	0	0.02421
-Infectious Diseases	-Other Enzymes	0.001073	0.01957	0.05661	0.0009953	0.01898	0.0506	0.00127	0.02026	0.05252	0.001048	0.02019	0.0514	0.001099	0.02016	0.04815
Not Mapped	-Other Enzymes	0.5764	0.6785	0.7297	0.4859	0.6015	0.6601	0.4757	0.5788	0.625	0.468	0.5433	0.6192	0.4647	0.5516	0.6062
-Not Mapped	-Other Enzymes	0.5764	0.6785	0.7297	0.4859	0.6015	0.6601	0.4757	0.5788	0.625	0.468	0.5433	0.6192	0.4647	0.5516	0.6062
TOTAL	Organismal Systems	1112	1985	Inf	1109	2133	Inf	1318	2105	Inf	1761	2230	Inf	2533	2970	Inf
MAPPED	Organismal Systems	996.5	1778	Inf	1009	1940	Inf	1209	1930	Inf	1627	2060	Inf	2344	2749	Inf
Genetic Information Processing	Organismal Systems	390.2	707.6	Inf	416.5	812.7	Inf	539	882.6	Inf	765.2	990	Inf	1191	1424	Inf
-Transcription	Organismal Systems	31.22	60.15	Inf	31.71	65.74	Inf	35.17	70.89	Inf	41.21	66.77	Inf	57.43	86.59	Inf
-Translation	Organismal Systems	259.4	466.5	Inf	283.7	549.9	Inf	387.4	621.5	Inf	574.2	729.9	Inf	918.9	1081	Inf
-Folding, Sorting and Degradation	Organismal Systems	65.27	122.3	Inf	67.2	134	Inf	78.74	146.9	Inf	104.4	152.9	Inf	152.8	205.6	Inf
-DNA Maintenance	Organismal Systems	29.35	59.87	Inf	28.58	60.5	Inf	31.47	58.01	Inf	37.66	55.04	Inf	50.67	70.47	Inf
