Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1949	0.2148	0.2289	0.1703	0.1864	0.2054	0.145	0.1601	0.1767	0.128	0.1408	0.1548	0.1107	0.1223	0.1356
-DNA Maintenance	-Translation	0.07012	0.07483	0.1081	0.06502	0.06919	0.1036	0.05275	0.05613	0.08673	0.04381	0.0472	0.07386	0.03821	0.04205	0.06827
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.08313	0.08409	0.08675	0.07899	0.07962	0.08042	0.06105	0.06151	0.06243	0.04997	0.05031	0.05118	0.03849	0.03875	0.03931
-Signal Transduction	-Translation	0.08313	0.08406	0.08675	0.07899	0.07962	0.07979	0.06105	0.06151	0.06166	0.04997	0.05031	0.05043	0.03849	0.03875	0.03885
-Signaling Molecules and Interaction	-Translation	0	0	0.00213	0	0	0.001435	0	0	0.001371	0	0	0.001209	0	0	0.0008237
Cellular Processes	-Translation	0.01583	0.0737	0.1657	0.01436	0.04479	0.1063	0.0118	0.04256	0.09103	0.01021	0.04018	0.07415	0.01065	0.03061	0.04858
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0.002178	0.002189	0.002203	0.0009435	0.0009452	0.0009511	0.0006678	0.0006687	0.0006728	0.0005212	0.0005217	0.0005249	0.0004591	0.0004594	0.0004623
-Cytoskeleton	-Translation	0	0.007372	0.01509	0	0.006782	0.01369	0	0.005239	0.01109	0	0.005088	0.009387	0	0.004984	0.008277
-Cell Motility	-Translation	0	0.03993	0.1457	0	0.01978	0.08793	0	0.02087	0.07518	0	0.02068	0.05925	0	0.01814	0.03981
-Cell Growth and Death	-Translation	8.587e-07	0.01113	0.01746	6.428e-07	0.01073	0.01744	4.262e-07	0.009974	0.01594	3.441e-07	0.009239	0.01389	2.787e-07	0.009194	0.01443
-Cell Communication	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Translation	2.613	2.707	2.742	2.659	2.75	2.79	2.277	2.362	2.391	2.107	2.187	2.203	1.843	1.908	1.918
-Membrane Transport	-Translation	0.1796	0.2827	0.3273	0.1319	0.2672	0.2773	0.1141	0.2223	0.2299	0.08796	0.1705	0.1758	0.06398	0.1181	0.1256
-Central Carbon Metabolism	-Translation	0.8806	0.993	1.098	0.8699	1.01	1.107	0.723	0.8243	0.8639	0.6325	0.6973	0.7381	0.5344	0.5755	0.6165
-Energy Metabolism	-Translation	0.06171	0.1242	0.239	0.05682	0.1272	0.2461	0.0491	0.1203	0.2041	0.0517	0.1023	0.162	0.04794	0.08456	0.1374
-Biosynthesis	-Translation	0.622	0.6799	0.824	0.6526	0.7331	0.8816	0.5983	0.709	0.8357	0.6159	0.7745	0.8937	0.611	0.7291	0.8459
-Other Enzymes	-Translation	0.4108	0.5151	0.6157	0.451	0.5448	0.6495	0.3425	0.4762	0.5179	0.287	0.4164	0.5297	0.2418	0.3566	0.4726
Organismal Systems	-Translation	0	0	0.05334	0	0	6.468e-07	0	0	4.288e-07	0	0	3.462e-07	0	0	2.805e-07
-Immune System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0.05334	0	0	6.468e-07	0	0	4.288e-07	0	0	3.462e-07	0	0	2.805e-07
Human Diseases	-Translation	0	0.00619	0.02163	0	6.416e-07	0.005034	0	4.256e-07	0.004867	0	3.438e-07	0.00491	0	2.785e-07	0.005178
-Cancers	-Translation	0	0	0.01537	0	0	6.468e-07	0	0	4.288e-07	0	0	3.462e-07	0	0	2.805e-07
-Immune System Diseases	-Translation	0	0	8.64e-07	0	0	6.468e-07	0	0	4.288e-07	0	0	3.462e-07	0	0	2.805e-07
-Neurodegenerative Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Translation	0	0	0.006259	0	0	0.005032	0	0	0.004866	0	0	0.004909	0	0	0.005178
Not Mapped	-Translation	0.8709	0.8752	0.8806	0.6822	0.6834	0.6877	0.5508	0.5515	0.5549	0.4749	0.4754	0.4782	0.4233	0.4236	0.4262
-Not Mapped	-Translation	0.8709	0.8752	0.8806	0.6822	0.6834	0.6877	0.5508	0.5515	0.5549	0.4749	0.4754	0.4782	0.4233	0.4236	0.4262
TOTAL	-Folding, Sorting and Degradation	30.19	34.09	36.37	30.4	34.71	37.26	30.72	35.16	38.06	31.8	36.02	39.29	32.65	37.01	41.05
MAPPED	-Folding, Sorting and Degradation	26.59	30.02	32.03	27.21	31.07	33.35	27.73	31.73	34.35	28.87	32.7	35.67	29.64	33.6	37.27
Genetic Information Processing	-Folding, Sorting and Degradation	5.649	6.255	6.607	6.239	7.033	7.442	7.017	7.929	8.456	7.746	8.784	9.334	8.707	9.889	10.69
-Transcription	-Folding, Sorting and Degradation	0.1126	0.1433	0.33	0.1287	0.1654	0.3825	0.136	0.1774	0.4163	0.149	0.1934	0.4353	0.155	0.2008	0.4837
-Translation	-Folding, Sorting and Degradation	4.085	4.652	4.923	4.634	5.325	5.681	5.392	6.211	6.682	6.122	6.978	7.567	7.054	8.046	8.87
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3057	0.3549	0.51	0.3172	0.3782	0.5603	0.2989	0.3582	0.5481	0.2837	0.3316	0.5255	0.2883	0.339	0.5641
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.3435	0.3965	0.4376	0.3691	0.428	0.4523	0.3318	0.3852	0.411	0.3081	0.3575	0.3807	0.2734	0.317	0.3438
-Signal Transduction	-Folding, Sorting and Degradation	0.3435	0.3922	0.4266	0.3691	0.428	0.4523	0.3318	0.3852	0.411	0.3081	0.3575	0.3807	0.2734	0.317	0.3438
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0	0	0.009907	0	0	0.007454	0	0	0.008363	0	0	0.008401	0	0	0.006613
Cellular Processes	-Folding, Sorting and Degradation	0.0709	0.3011	0.8502	0.07264	0.2435	0.6241	0.06921	0.2713	0.6279	0.06786	0.2878	0.5373	0.0825	0.2529	0.3909
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.009001	0.01016	0.01084	0.004409	0.005033	0.005403	0.003629	0.004153	0.004496	0.003214	0.003641	0.003972	0.003262	0.003697	0.004101
-Cytoskeleton	-Folding, Sorting and Degradation	0	0.03669	0.07006	0	0.03884	0.0729	0	0.03527	0.06888	0	0.03877	0.0655	0	0.04452	0.0666
-Cell Motility	-Folding, Sorting and Degradation	0	0.1859	0.7438	0	0.107	0.5153	0	0.1321	0.5178	0	0.1479	0.4139	0	0.1494	0.3206
-Cell Growth and Death	-Folding, Sorting and Degradation	3.987e-06	0.04545	0.08353	3.423e-06	0.04974	0.0948	2.647e-06	0.05378	0.1016	2.401e-06	0.05657	0.0995	2.243e-06	0.06485	0.1202
-Cell Communication	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	11.2	12.27	13.41	12.87	14.25	15.61	12.83	14.26	15.7	13.41	14.99	16.46	13.46	15.29	16.65
-Membrane Transport	-Folding, Sorting and Degradation	0.8354	1.275	1.566	0.6851	1.238	1.5	0.6957	1.219	1.453	0.6138	1.075	1.249	0.5149	0.8861	1.013
-Central Carbon Metabolism	-Folding, Sorting and Degradation	4.045	4.571	5.096	4.598	5.107	5.896	4.403	4.987	5.365	4.319	4.942	4.996	4.203	4.63	4.882
-Energy Metabolism	-Folding, Sorting and Degradation	0.2763	0.5941	1.11	0.2875	0.6912	1.284	0.2879	0.7666	1.274	0.3437	0.7283	1.169	0.3689	0.7042	1.105
-Biosynthesis	-Folding, Sorting and Degradation	2.704	3.359	3.855	3.185	4.165	4.629	3.319	4.692	5.189	3.807	5.807	6.349	4.321	6.355	6.919
-Other Enzymes	-Folding, Sorting and Degradation	1.905	2.404	3.16	2.325	2.79	3.813	2.089	2.679	3.572	1.994	2.971	3.643	1.941	2.947	3.633
Organismal Systems	-Folding, Sorting and Degradation	0	0	0.2516	0	0	3.488e-06	0	0	2.71e-06	0	0	2.463e-06	0	0	2.318e-06
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0.2516	0	0	3.488e-06	0	0	2.71e-06	0	0	2.463e-06	0	0	2.318e-06
Human Diseases	-Folding, Sorting and Degradation	0	0.02558	0.1007	0	3.488e-06	0.027	0	2.71e-06	0.03041	0	2.459e-06	0.03503	0	2.294e-06	0.04279
-Cancers	-Folding, Sorting and Degradation	0	0	0.07274	0	0	3.488e-06	0	0	2.713e-06	0	0	2.47e-06	0	0	2.32e-06
-Immune System Diseases	-Folding, Sorting and Degradation	0	0	4.023e-06	0	0	3.469e-06	0	0	2.679e-06	0	0	2.459e-06	0	0	2.294e-06
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0.02914	0	0	0.02699	0	0	0.0304	0	0	0.03503	0	0	0.04279
Not Mapped	-Folding, Sorting and Degradation	3.599	4.064	4.335	3.188	3.639	3.907	2.993	3.425	3.708	2.929	3.317	3.619	3.007	3.408	3.781
-Not Mapped	-Folding, Sorting and Degradation	3.599	4.064	4.335	3.188	3.639	3.907	2.993	3.425	3.708	2.929	3.317	3.619	3.007	3.408	3.781
TOTAL	-DNA Maintenance	47.68	95.15	104.2	44.27	90.45	100.1	42.63	95.3	107.2	45	104.8	118.3	43.34	107.7	118.4
MAPPED	-DNA Maintenance	42	83.81	91.77	39.62	80.96	89.58	38.48	86.02	96.74	40.85	95.14	107.4	39.35	97.77	107.5
Genetic Information Processing	-DNA Maintenance	8.981	17.64	18.93	9.154	18.43	20.02	9.828	21.59	24.03	11.06	25.37	28.15	11.68	28.57	31.35
-Transcription	-DNA Maintenance	0.1822	0.3982	0.9284	0.1917	0.4334	1.011	0.194	0.4877	1.162	0.216	0.5643	1.313	0.2096	0.5692	1.427
-Translation	-DNA Maintenance	6.527	13.02	14.19	6.804	13.9	15.35	7.541	16.86	18.93	8.726	20.32	22.8	9.43	23.43	25.61
-Folding, Sorting and Degradation	-DNA Maintenance	1.272	2.722	3.246	1.159	2.558	3.119	1.093	2.645	3.304	1.117	2.837	3.46	1.044	2.814	3.372
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.5565	1.083	1.216	0.5472	1.098	1.227	0.4707	1.029	1.183	0.4465	1.015	1.166	0.3707	0.9018	1.007
-Signal Transduction	-DNA Maintenance	0.5426	1.083	1.2	0.5374	1.098	1.222	0.4604	1.029	1.165	0.436	1.015	1.148	0.3629	0.9018	1.003
-Signaling Molecules and Interaction	-DNA Maintenance	0	0	0.0139	0	0	0.009761	0	0	0.01034	0	0	0.01055	0	0	0.007767
Cellular Processes	-DNA Maintenance	0.1653	0.705	2.253	0.1565	0.6227	1.535	0.1542	0.6864	1.617	0.1586	0.6064	1.539	0.1841	0.4484	1.197
-Hemoglobin	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.01422	0.02837	0.03107	0.00642	0.01312	0.01451	0.005036	0.01126	0.01266	0.004548	0.01059	0.01195	0.004329	0.01076	0.01183
-Cytoskeleton	-DNA Maintenance	0	0.09601	0.2087	0	0.09428	0.2048	0	0.08852	0.194	0	0.1034	0.2038	0	0.1168	0.2041
-Cell Motility	-DNA Maintenance	0	0.3866	2.014	0	0.2728	1.316	0	0.3493	1.398	0	0.2819	1.289	0	0.2746	0.705
-Cell Growth and Death	-DNA Maintenance	1.187e-05	0.1214	0.2274	9.618e-06	0.1203	0.2425	7.927e-06	0.1406	0.2687	7.651e-06	0.1561	0.2822	6.943e-06	0.1597	0.3382
-Cell Communication	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-DNA Maintenance	17.06	35.01	37.95	18.09	38.12	41.81	17.17	39.6	44.48	18.38	43.91	50.02	17.38	44.06	49.08
-Membrane Transport	-DNA Maintenance	1.438	2.649	4.504	1.229	2.677	4.081	1.142	2.65	4.189	1.019	2.381	3.897	0.8085	2.094	3.091
-Central Carbon Metabolism	-DNA Maintenance	5.747	12.93	15.18	5.918	14.05	16.57	5.452	13.9	16.29	5.519	14.17	16.81	5.039	13.68	15.34
-Energy Metabolism	-DNA Maintenance	0.6441	1.523	3.295	0.6196	1.674	3.569	0.6413	1.539	3.752	0.8035	1.503	3.602	0.8286	1.367	3.422
-Biosynthesis	-DNA Maintenance	4.28	8.801	10.91	4.85	9.933	12.85	5.13	10.97	15.2	6.503	13.17	19.73	6.691	14.57	20.95
-Other Enzymes	-DNA Maintenance	4.018	6.232	7.307	4.419	7.249	8.365	3.905	7.086	9.244	3.995	7.288	11.22	3.724	7.34	11.24
Organismal Systems	-DNA Maintenance	0	0	0.6871	0	0	8.92e-06	0	0	7.175e-06	0	0	6.986e-06	0	0	6.526e-06
-Immune System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-DNA Maintenance	0	0	0.6871	0	0	8.92e-06	0	0	7.175e-06	0	0	6.986e-06	0	0	6.526e-06
Human Diseases	-DNA Maintenance	0	0.06461	0.2168	0	8.92e-06	0.07276	0	7.175e-06	0.08672	0	6.986e-06	0.104	0	6.526e-06	0.1232
-Cancers	-DNA Maintenance	0	0	0.2132	0	0	9.716e-06	0	0	7.999e-06	0	0	7.838e-06	0	0	7.134e-06
-Immune System Diseases	-DNA Maintenance	0	0	8.365e-06	0	0	6.525e-06	0	0	5.001e-06	0	0	4.7e-06	0	0	4.216e-06
-Neurodegenerative Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-DNA Maintenance	0	0	0.08366	0	0	0.07275	0	0	0.08672	0	0	0.104	0	0	0.1232
Not Mapped	-DNA Maintenance	5.684	11.34	12.42	4.642	9.484	10.49	4.153	9.285	10.44	4.144	9.651	10.89	3.991	9.918	10.9
-Not Mapped	-DNA Maintenance	5.684	11.34	12.42	4.642	9.484	10.49	4.153	9.285	10.44	4.144	9.651	10.89	3.991	9.918	10.9
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cancers	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Immune System Diseases	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	53.76	87.7	87.88	79.51	82.37	82.37	88.33	92.6	92.6	98.4	103.2	103.2	114.2	119.4	119.4
MAPPED	Environmental Information Processing	47.35	77.24	77.4	71.17	73.73	73.73	79.72	83.58	83.58	89.34	93.7	93.7	103.7	108.4	108.4
Genetic Information Processing	Environmental Information Processing	9.768	16.01	16.3	15.99	16.5	16.78	19.9	20.62	20.97	23.69	24.59	24.98	30.16	31.2	31.68
-Transcription	Environmental Information Processing	0.3019	0.3275	0.8296	0.3214	0.3504	0.8803	0.379	0.4121	1.054	0.4477	0.4837	1.19	0.5188	0.5653	1.464
-Translation	Environmental Information Processing	7.278	11.87	12.03	12.2	12.56	12.66	15.6	16.25	16.38	19.06	19.87	20.01	24.83	25.8	25.98
-Folding, Sorting and Degradation	Environmental Information Processing	1.478	2.521	2.723	2.118	2.329	2.579	2.323	2.572	2.872	2.501	2.794	3.076	2.816	3.12	3.498
-DNA Maintenance	Environmental Information Processing	0.5247	0.8899	1.286	0.8085	0.8688	1.301	0.8389	0.9123	1.41	0.857	0.9379	1.468	0.986	1.085	1.757
-RNA Family	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.975	1	1	0.9822	1	1	0.978	1	1	0.9764	1	1	0.979	1	1
-Signaling Molecules and Interaction	Environmental Information Processing	0	0	0.02498	0	0	0.01784	0	0	0.02197	0	0	0.02363	0	0	0.02095
Cellular Processes	Environmental Information Processing	0.1905	0.8765	1.943	0.1817	0.5671	1.322	0.1933	0.6971	1.458	0.2043	0.8041	1.449	0.2768	0.7878	1.206
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.01603	0.02615	0.0262	0.01153	0.01195	0.01195	0.01043	0.01094	0.01094	0.009946	0.01043	0.01043	0.01141	0.01193	0.01193
-Cytoskeleton	Environmental Information Processing	0	0.08867	0.174	0	0.08586	0.167	0	0.08581	0.173	0	0.1018	0.179	0	0.1295	0.2058
-Cell Motility	Environmental Information Processing	0	0.4741	1.7	0	0.2485	1.091	0	0.3393	1.203	0	0.4138	1.131	0	0.4714	0.9894
-Cell Growth and Death	Environmental Information Processing	9.899e-06	0.131	0.1507	7.841e-06	0.1344	0.2208	6.65e-06	0.1609	0.2611	6.56e-06	0.1815	0.278	6.922e-06	0.2346	0.375
-Cell Communication	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Environmental Information Processing	19.91	32.14	32.85	32.64	34.72	35.17	35.82	38.48	39.07	40.46	43.37	43.93	46.14	49.22	49.71
-Membrane Transport	Environmental Information Processing	2.106	3.031	3.937	1.64	3.355	3.486	1.827	3.641	3.737	1.677	3.394	3.495	1.589	3.048	3.241
-Central Carbon Metabolism	Environmental Information Processing	7.713	11.53	12.65	10.82	12.68	13.51	11.58	13.42	13.99	12.36	13.58	14.67	13.59	14.62	15.91
-Energy Metabolism	Environmental Information Processing	0.7423	1.36	2.755	0.7194	1.61	3.06	0.8041	1.97	3.269	1.035	2.035	3.089	1.246	2.197	3.412
