Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Cellular Processes	0	0	0.03929	0	0	0.0165	0	0	0.07933
-Infectious Diseases	Cellular Processes	0.002876	0.02406	0.08189	0.01878	0.02798	0.04941	0.005562	0.02827	0.1556
Not Mapped	Cellular Processes	1.105	1.119	1.123	1.005	1.014	1.017	1.222	1.23	1.234
-Not Mapped	Cellular Processes	1.105	1.119	1.123	1.005	1.014	1.017	1.222	1.23	1.234
TOTAL	-Cell structure	14.32	14.32	14.32	8.712	8.712	8.712	15.09	15.09	15.09
MAPPED	-Cell structure	13.13	13.13	13.13	7.633	7.633	7.633	13.79	13.79	13.79
Genetic Information Processing	-Cell structure	8.391	8.491	8.528	3.164	3.196	3.231	7.762	7.904	7.989
-Transcription	-Cell structure	0.2386	0.2419	0.2989	0.1901	0.2062	0.217	0.2716	0.2841	0.3077
-Translation	-Cell structure	7.153	7.174	7.193	2.388	2.396	2.405	6.493	6.508	6.535
-Folding, Sorting and Degradation	-Cell structure	0.6784	0.7497	0.8393	0.3779	0.4214	0.4696	0.7372	0.8389	0.9771
-DNA Maintenance	-Cell structure	0.2246	0.267	0.3182	0.1639	0.1801	0.1903	0.1964	0.2342	0.2609
-RNA Family	-Cell structure	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell structure	0.1461	0.1554	0.1665	0.07777	0.0841	0.09105	0.1475	0.1553	0.1622
-Signal Transduction	-Cell structure	0.04623	0.0555	0.06663	0.04164	0.04797	0.05492	0.05674	0.06446	0.07136
-Signaling Molecules and Interaction	-Cell structure	0.0999	0.0999	0.09993	0.03613	0.03613	0.03669	0.09081	0.09081	0.09082
Cellular Processes	-Cell structure	1.053	1.055	1.069	1.061	1.063	1.073	1.054	1.057	1.062
-Cell structure	-Cell structure	1	1	1	1	1	1	1	1	1
-Crystallins	-Cell structure	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell structure	0.0005686	0.0005686	0.0005686	0.02981	0.02981	0.02981	0.0009266	0.0009266	0.0009266
-Vesicular Transport	-Cell structure	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cell structure	0.02323	0.02323	0.02323	0.01738	0.01738	0.01738	0.02626	0.02626	0.02626
-Cell Motility	-Cell structure	0.001405	0.00262	0.01301	0.001541	0.002611	0.009178	0.0004537	0.001745	0.002372
-Cell Growth and Death	-Cell structure	0.02723	0.0288	0.03299	0.01223	0.01365	0.01723	0.02623	0.02847	0.03365
-Cell Communication	-Cell structure	0	0	0	0	0	0	0	0	0
Metabolism	-Cell structure	3.242	3.348	3.415	3.103	3.216	3.242	4.422	4.557	4.598
-Membrane Transport	-Cell structure	0.5928	0.6105	0.6488	0.6286	0.6547	0.6713	0.9138	0.9231	0.9473
-Central Carbon Metabolism	-Cell structure	0.399	0.4474	0.4877	0.3826	0.4273	0.5142	0.4188	0.4986	0.5672
-Energy Metabolism	-Cell structure	0.1884	0.2227	0.3099	0.107	0.1702	0.2018	0.1862	0.23	0.3081
-Biosynthesis	-Cell structure	0.8076	0.9021	0.9805	0.8403	0.9194	1.025	1.091	1.566	1.609
-Other Enzymes	-Cell structure	0.9805	1.099	1.175	0.8518	0.9798	1.066	1.132	1.308	1.76
Organismal Systems	-Cell structure	0	0.0003002	0.0006849	0	0.0006102	0.001467	0	0.0002494	0.0005323
-Immune System	-Cell structure	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell structure	0	0	0.0003002	0	0	0.0002024	0	0	0.0002494
-Circulatory System	-Cell structure	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell structure	0	0	2.23e-05	0	0	0.0006542	0	0	1.45e-07
-Excretory System	-Cell structure	0	0	0.0003624	0	0	0.0006102	0	0	0.0002828
-Nervous System	-Cell structure	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell structure	0	0	0	0	0	0	0	0	0
-Development	-Cell structure	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell structure	0	0	0.0003002	0	0	0.0002024	0	0	0.0002494
Human Diseases	-Cell structure	0.02636	0.06226	0.1783	0.03457	0.04706	0.1415	0.03048	0.1014	0.2736
-Cancers	-Cell structure	0	0.0003966	0.0003966	0	0.000673	0.000673	0	0.0004727	0.0004727
-Immune System Diseases	-Cell structure	0	0	0.0005766	0	0	0.0004157	0	0	0.0007946
-Neurodegenerative Diseases	-Cell structure	0	2.23e-05	0.08432	0	0.0007577	0.09343	0	1.74e-05	0.1152
-Cardiovascular Diseases	-Cell structure	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cell structure	0	0	0.04154	0	0	0.01758	0	0	0.08395
-Infectious Diseases	-Cell structure	0.003066	0.02536	0.08771	0.0201	0.02995	0.05244	0.005886	0.03001	0.1646
Not Mapped	-Cell structure	1.183	1.183	1.183	1.08	1.08	1.08	1.301	1.301	1.301
-Not Mapped	-Cell structure	1.183	1.183	1.183	1.08	1.08	1.08	1.301	1.301	1.301
TOTAL	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Crystallins	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Crystallins	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Crystallins	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Crystallins	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Crystallins	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Crystallins	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Stress Response	25180	25180	25180	292.2	292.2	292.2	16280	16280	16280
MAPPED	-Stress Response	23100	23100	23100	256	256	256	14880	14880	14880
Genetic Information Processing	-Stress Response	14760	14930	15000	106.1	107.2	108.4	8376	8530	8621
-Transcription	-Stress Response	419.7	425.5	525.7	6.376	6.916	7.279	293.1	306.6	332.1
-Translation	-Stress Response	12580	12620	12650	80.08	80.37	80.65	7007	7024	7053
-Folding, Sorting and Degradation	-Stress Response	1193	1318	1476	12.68	14.13	15.75	795.6	905.3	1055
-DNA Maintenance	-Stress Response	395.1	469.6	559.7	5.496	6.04	6.384	212	252.8	281.5
-RNA Family	-Stress Response	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Stress Response	257	273.3	292.9	2.608	2.821	3.054	159.2	167.6	175
-Signal Transduction	-Stress Response	81.3	97.61	117.2	1.397	1.609	1.842	61.24	69.56	77.01
-Signaling Molecules and Interaction	-Stress Response	175.7	175.7	175.7	1.212	1.212	1.231	98	98	98.01
Cellular Processes	-Stress Response	1852	1856	1880	35.6	35.67	35.99	1138	1141	1146
-Cell structure	-Stress Response	1759	1759	1759	33.54	33.54	33.54	1079	1079	1079
-Crystallins	-Stress Response	0	0	0	0	0	0	0	0	0
-Stress Response	-Stress Response	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Stress Response	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Stress Response	40.86	40.86	40.86	0.5831	0.5831	0.5831	28.34	28.34	28.34
-Cell Motility	-Stress Response	2.471	4.607	22.88	0.05169	0.08757	0.3078	0.4897	1.883	2.56
-Cell Growth and Death	-Stress Response	47.89	50.66	58.03	0.4103	0.4577	0.5778	28.31	30.73	36.32
-Cell Communication	-Stress Response	0	0	0	0	0	0	0	0	0
Metabolism	-Stress Response	5702	5888	6005	104.1	107.9	108.7	4772	4918	4962
-Membrane Transport	-Stress Response	1043	1074	1141	21.08	21.96	22.51	986.2	996.2	1022
-Central Carbon Metabolism	-Stress Response	701.7	786.9	857.8	12.83	14.33	17.25	451.9	538.1	612.1
-Energy Metabolism	-Stress Response	331.4	391.7	545	3.588	5.707	6.768	200.9	248.2	332.5
-Biosynthesis	-Stress Response	1420	1586	1724	28.19	30.84	34.37	1177	1690	1737
-Other Enzymes	-Stress Response	1724	1933	2066	28.57	32.86	35.77	1222	1412	1899
Organismal Systems	-Stress Response	0	0.528	1.204	0	0.02047	0.0492	0	0.2692	0.5745
-Immune System	-Stress Response	0	0	0	0	0	0	0	0	0
-Endocrine System	-Stress Response	0	0	0.528	0	0	0.006788	0	0	0.2692
-Circulatory System	-Stress Response	0	0	0	0	0	0	0	0	0
-Digestive System	-Stress Response	0	0	0.03922	0	0	0.02194	0	0	0.0001565
-Excretory System	-Stress Response	0	0	0.6373	0	0	0.02047	0	0	0.3052
-Nervous System	-Stress Response	0	0	0	0	0	0	0	0	0
-Sensory System	-Stress Response	0	0	0	0	0	0	0	0	0
-Development	-Stress Response	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Stress Response	0	0	0.528	0	0	0.006788	0	0	0.2692
Human Diseases	-Stress Response	46.36	109.5	313.5	1.159	1.578	4.745	32.9	109.4	295.3
-Cancers	-Stress Response	0	0.6975	0.6975	0	0.02257	0.02257	0	0.5102	0.5102
-Immune System Diseases	-Stress Response	0	0	1.014	0	0	0.01394	0	0	0.8576
-Neurodegenerative Diseases	-Stress Response	0	0.03922	148.3	0	0.02541	3.134	0	0.01878	124.3
-Cardiovascular Diseases	-Stress Response	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Stress Response	0	0	73.06	0	0	0.5895	0	0	90.6
-Infectious Diseases	-Stress Response	5.392	44.61	154.2	0.674	1.005	1.759	6.352	32.39	177.6
Not Mapped	-Stress Response	2081	2081	2081	36.21	36.21	36.21	1404	1404	1404
-Not Mapped	-Stress Response	2081	2081	2081	36.21	36.21	36.21	1404	1404	1404
TOTAL	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Vesicular Transport	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Vesicular Transport	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Vesicular Transport	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Vesicular Transport	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Vesicular Transport	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cytoskeleton	616.2	616.2	616.2	501.1	501.1	501.1	574.6	574.6	574.6
MAPPED	-Cytoskeleton	565.3	565.3	565.3	439	439	439	525	525	525
Genetic Information Processing	-Cytoskeleton	361.1	365.4	367	182	183.8	185.8	295.6	301	304.2
-Transcription	-Cytoskeleton	10.27	10.41	12.86	10.93	11.86	12.48	10.34	10.82	11.72
-Translation	-Cytoskeleton	307.9	308.8	309.6	137.3	137.8	138.3	247.3	247.8	248.9
-Folding, Sorting and Degradation	-Cytoskeleton	29.2	32.26	36.12	21.74	24.24	27.01	28.07	31.95	37.21
-DNA Maintenance	-Cytoskeleton	9.669	11.49	13.7	9.426	10.36	10.95	7.481	8.921	9.934
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	6.29	6.689	7.167	4.473	4.838	5.237	5.619	5.913	6.176
-Signal Transduction	-Cytoskeleton	1.99	2.389	2.867	2.395	2.759	3.159	2.161	2.455	2.718
-Signaling Molecules and Interaction	-Cytoskeleton	4.3	4.3	4.301	2.078	2.078	2.111	3.458	3.458	3.459
Cellular Processes	-Cytoskeleton	45.32	45.42	46.02	61.05	61.17	61.71	40.15	40.27	40.44
-Cell structure	-Cytoskeleton	43.04	43.04	43.04	57.52	57.52	57.52	38.08	38.08	38.08
-Crystallins	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Stress Response	-Cytoskeleton	0.02447	0.02447	0.02447	1.715	1.715	1.715	0.03529	0.03529	0.03529
-Vesicular Transport	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0.06048	0.1127	0.5598	0.08864	0.1502	0.5279	0.01728	0.06646	0.09032
-Cell Growth and Death	-Cytoskeleton	1.172	1.24	1.42	0.7036	0.785	0.991	0.999	1.084	1.282
-Cell Communication	-Cytoskeleton	0	0	0	0	0	0	0	0	0
Metabolism	-Cytoskeleton	139.5	144.1	147	178.5	185	186.5	168.4	173.5	175.1
-Membrane Transport	-Cytoskeleton	25.51	26.28	27.92	36.16	37.66	38.61	34.8	35.16	36.08
-Central Carbon Metabolism	-Cytoskeleton	17.17	19.26	20.99	22.01	24.58	29.58	15.95	18.99	21.6
-Energy Metabolism	-Cytoskeleton	8.109	9.586	13.34	6.153	9.788	11.61	7.091	8.759	11.73
-Biosynthesis	-Cytoskeleton	34.76	38.83	42.2	48.34	52.89	58.94	41.53	59.65	61.29
-Other Enzymes	-Cytoskeleton	42.2	47.32	50.56	48.99	56.36	61.34	43.12	49.83	67.03
Organismal Systems	-Cytoskeleton	0	0.01292	0.02948	0	0.0351	0.08437	0	0.009499	0.02027
-Immune System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0.01292	0	0	0.01164	0	0	0.009499
-Circulatory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0.0009597	0	0	0.03763	0	0	5.522e-06
-Excretory System	-Cytoskeleton	0	0	0.0156	0	0	0.0351	0	0	0.01077
-Nervous System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Development	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0.01292	0	0	0.01164	0	0	0.009499
Human Diseases	-Cytoskeleton	1.134	2.679	7.672	1.988	2.707	8.138	1.161	3.862	10.42
-Cancers	-Cytoskeleton	0	0.01707	0.01707	0	0.03871	0.03871	0	0.018	0.018
-Immune System Diseases	-Cytoskeleton	0	0	0.02482	0	0	0.02391	0	0	0.03026
-Neurodegenerative Diseases	-Cytoskeleton	0	0.0009597	3.629	0	0.04358	5.374	0	0.0006627	4.386
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cytoskeleton	0	0	1.788	0	0	1.011	0	0	3.197
-Infectious Diseases	-Cytoskeleton	0.132	1.092	3.775	1.156	1.723	3.016	0.2242	1.143	6.267
Not Mapped	-Cytoskeleton	50.93	50.93	50.93	62.11	62.11	62.11	49.56	49.56	49.56
-Not Mapped	-Cytoskeleton	50.93	50.93	50.93	62.11	62.11	62.11	49.56	49.56	49.56
TOTAL	-Cell Motility	1006	4918	9028	854.3	3081	5328	3989	7354	24900
MAPPED	-Cell Motility	922.8	4512	8282	748.4	2700	4668	3645	6720	22750
Genetic Information Processing	-Cell Motility	590.2	2917	5385	311.4	1126	1989	2062	3869	13180
-Transcription	-Cell Motility	17	97.76	183.9	18.64	74.29	135.2	71.79	155	497.9
-Translation	-Cell Motility	505.4	2468	4526	236	848.8	1466	1728	3181	10740
-Folding, Sorting and Degradation	-Cell Motility	50.09	259	529.2	40.27	145.2	273.4	207.7	426.5	1610
-DNA Maintenance	-Cell Motility	17.66	84.03	202.1	16.54	61.97	123.5	53.96	109.4	465.5
-RNA Family	-Cell Motility	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Motility	11.22	54.26	102.7	8.246	31.26	55.3	41.05	78.14	270.7
-Signal Transduction	-Cell Motility	3.554	19.94	39.15	4.622	18.48	31.59	17.04	33.87	120.8
-Signaling Molecules and Interaction	-Cell Motility	7.019	34.32	62.99	3.543	12.78	22.14	24.01	44.27	149.9
Cellular Processes	-Cell Motility	75.25	362.2	667.6	105.4	375.8	652.1	281.5	514.8	1749
-Cell structure	-Cell Motility	70.26	343.5	630.5	98.05	353.7	611.6	264.4	487.5	1651
-Crystallins	-Cell Motility	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Motility	0.03995	0.1953	0.3585	2.923	10.54	18.23	0.245	0.4517	1.529
-Vesicular Transport	-Cell Motility	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cell Motility	1.632	7.982	14.65	1.705	6.149	10.63	6.942	12.8	43.34
-Cell Motility	-Cell Motility	1	1	1	1	1	1	1	1	1
-Cell Growth and Death	-Cell Motility	2.247	9.543	20.21	1.515	4.466	9.725	8.897	13.67	55.7
-Cell Communication	-Cell Motility	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Motility	239.9	1144	2108	316.6	1124	1955	1215	2198	7487
-Membrane Transport	-Cell Motility	45.58	209.7	383.2	65.82	232.1	398.3	248.2	447.3	1523
-Central Carbon Metabolism	-Cell Motility	31.26	165.3	301	44.33	161.4	257.9	141.3	257	934.4
-Energy Metabolism	-Cell Motility	15.87	96.57	136.5	18.54	61.9	113	81.45	142.3	379.5
-Biosynthesis	-Cell Motility	70.82	302.7	589.8	103.1	301.2	537	425.3	715.1	2611
-Other Enzymes	-Cell Motility	68.89	399.3	725.1	83.52	338.9	635.8	319.3	648.7	2908
Organismal Systems	-Cell Motility	0	0.02314	0.4199	0	0.2158	0.8852	0	0.1094	0.8787
-Immune System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Motility	0	0	0.09525	0	0	0.06693	0	0	0.1191
-Circulatory System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Motility	0	0	0.01367	0	0	0.3948	0	0	0.0002393
-Excretory System	-Cell Motility	0	0	0.1383	0	0	0.2337	0	0	0.162
-Nervous System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Motility	0	0	0	0	0	0	0	0	0
-Development	-Cell Motility	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0.02308	0	0	0.0222	0	0	0.1052
Human Diseases	-Cell Motility	2.686	22.02	109.3	4.261	19.34	85.38	15.17	50.22	451.6
-Cancers	-Cell Motility	0	0.03057	0.2431	0	0.07333	0.4061	0	0.2073	0.7799
-Immune System Diseases	-Cell Motility	0	0	0.2894	0	0	0.2436	0	0	0.5075
-Neurodegenerative Diseases	-Cell Motility	0	0.001719	50.83	0	0.08256	54.13	0	0.007631	190
-Cardiovascular Diseases	-Cell Motility	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cell Motility	0	0	25.47	0	0	10.61	0	0	138.6
-Infectious Diseases	-Cell Motility	0.2363	8.046	32.64	2.19	14.95	20.73	2.581	36.69	122.2
Not Mapped	-Cell Motility	83.14	406.5	746.2	105.9	381.9	660.3	344	634.3	2148
-Not Mapped	-Cell Motility	83.14	406.5	746.2	105.9	381.9	660.3	344	634.3	2148
TOTAL	-Cell Growth and Death	429.3	491.2	520.6	498.7	626.6	699.1	446.2	523.6	569.7
MAPPED	-Cell Growth and Death	393.8	450.6	477.6	436.9	548.9	612.5	407.7	478.4	520.6
Genetic Information Processing	-Cell Growth and Death	254.6	292	305.7	184.3	230.4	253.9	231.8	274	296
-Transcription	-Cell Growth and Death	7.333	8.778	10.25	11.03	14.83	16.64	8.07	10.37	10.73
-Translation	-Cell Growth and Death	215.2	245.4	260.9	137.2	171.7	192.3	192.9	225.3	245.7
-Folding, Sorting and Degradation	-Cell Growth and Death	21.61	25.13	27.63	23.84	27.78	32.16	23.34	28.14	32.45
-DNA Maintenance	-Cell Growth and Death	6.736	9.16	10.34	9.379	13	14.45	5.81	8.368	8.942
