Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Transcription	-Biosynthesis	0.112	0.156	0.1891	0.0785	0.108	0.1207	0.06535	0.09184	0.1417
-Translation	-Biosynthesis	3.376	3.618	3.944	0.9561	1.028	1.256	1.461	1.487	2.611
-Folding, Sorting and Degradation	-Biosynthesis	0.4397	0.5692	0.6297	0.2082	0.2576	0.3239	0.2296	0.3257	0.6072
-DNA Maintenance	-Biosynthesis	0.1438	0.1961	0.2358	0.07808	0.1036	0.141	0.06315	0.08639	0.1757
-RNA Family	-Biosynthesis	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0.1366	0.1458	0.1512	0.05188	0.05893	0.07816	0.05634	0.05973	0.11
-Signal Transduction	-Biosynthesis	0.0277	0.03466	0.04324	0.02124	0.02444	0.03786	0.01318	0.0161	0.0332
-Signaling Molecules and Interaction	-Biosynthesis	0.1012	0.1089	0.1192	0.02973	0.03241	0.0402	0.04269	0.04369	0.07681
Cellular Processes	-Biosynthesis	1.077	1.158	1.253	0.8804	0.9525	1.166	0.499	0.5072	0.894
-Cell structure	-Biosynthesis	1.013	1.091	1.193	0.8238	0.8982	1.095	0.4703	0.4812	0.8461
-Crystallins	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Stress Response	-Biosynthesis	0.000576	0.0006203	0.0006786	0.02456	0.02678	0.03266	0.0004357	0.0004459	0.000784
-Vesicular Transport	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Biosynthesis	0.02058	0.02216	0.02424	0.01191	0.01299	0.01584	0.01064	0.01088	0.01914
-Cell Motility	-Biosynthesis	0.001054	0.002366	0.00767	0.001091	0.002001	0.00443	9.591e-05	0.0005543	0.001138
-Cell Growth and Death	-Biosynthesis	0.03106	0.03278	0.03654	0.01145	0.01255	0.01839	0.01289	0.01407	0.02794
-Cell Communication	-Biosynthesis	0	0	0	0	0	0	0	0	0
Metabolism	-Biosynthesis	3.298	3.579	3.941	2.781	3.041	3.685	2.382	2.439	4.219
-Membrane Transport	-Biosynthesis	0.5862	0.6353	0.7113	0.5201	0.5687	0.6656	0.4267	0.4324	0.7582
-Central Carbon Metabolism	-Biosynthesis	0.5742	0.6422	0.7976	0.4057	0.5098	0.6164	0.2885	0.3345	0.5763
-Energy Metabolism	-Biosynthesis	0.1821	0.2213	0.2417	0.1023	0.1393	0.1519	0.09657	0.1086	0.149
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	0.8866	1.072	1.238	0.6824	0.8236	1.223	0.4655	0.5954	1.773
Organismal Systems	-Biosynthesis	0	0.0004362	0.000938	0	0.0004849	0.001923	0	0.0001701	0.0005131
-Immune System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Endocrine System	-Biosynthesis	0	0	0.0005139	0	0	0.0002739	0	0	0.0001758
-Circulatory System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Digestive System	-Biosynthesis	0	0	4.179e-05	0	0	0.0008875	0	0	1.812e-08
-Excretory System	-Biosynthesis	0	0	0.0003806	0	0	0.0005862	0	0	0.0002105
-Nervous System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Sensory System	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Development	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Biosynthesis	0	0	0.0004422	0	0	0.0002465	0	0	0.0001701
Human Diseases	-Biosynthesis	0.02663	0.08737	0.2292	0.02563	0.04212	0.1714	0.01345	0.06794	0.1933
-Cancers	-Biosynthesis	0	0.0005434	0.0006315	0	0.0007563	0.0009836	0	0.0003025	0.0005335
-Immune System Diseases	-Biosynthesis	0	0	0.0006285	0	0	0.0003732	0	0	0.0003716
-Neurodegenerative Diseases	-Biosynthesis	0	1.178e-05	0.08873	0	0.0003155	0.09558	0	4.125e-06	0.09213
-Cardiovascular Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Biosynthesis	0	0	0.06953	0	0	0.02381	0	0	0.06316
-Infectious Diseases	-Biosynthesis	0.003556	0.02533	0.1606	0.01241	0.02662	0.06951	0.003021	0.01276	0.1251
Not Mapped	-Biosynthesis	1.199	1.291	1.412	0.8892	0.9695	1.182	0.6119	0.6261	1.101
-Not Mapped	-Biosynthesis	1.199	1.291	1.412	0.8892	0.9695	1.182	0.6119	0.6261	1.101
TOTAL	-Other Enzymes	9.328	10.05	11.32	6.11	7.409	8.828	5.532	9.414	10.81
MAPPED	-Other Enzymes	8.215	8.849	9.972	5.208	6.316	7.525	4.92	8.373	9.618
Genetic Information Processing	-Other Enzymes	3.762	4.214	4.642	1.392	1.723	1.975	1.893	3.254	3.627
-Transcription	-Other Enzymes	0.1032	0.1521	0.1763	0.08706	0.1078	0.1368	0.06543	0.1127	0.1715
-Translation	-Other Enzymes	3.123	3.366	3.808	0.9608	1.16	1.401	1.449	2.462	2.856
-Folding, Sorting and Degradation	-Other Enzymes	0.38	0.5038	0.5864	0.2316	0.3023	0.3437	0.2566	0.4761	0.6302
-DNA Maintenance	-Other Enzymes	0.1461	0.1676	0.2462	0.08739	0.1126	0.13	0.06435	0.1234	0.1701
-RNA Family	-Other Enzymes	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.1182	0.1321	0.1554	0.05542	0.06359	0.07938	0.05676	0.09715	0.1147
-Signal Transduction	-Other Enzymes	0.0242	0.03229	0.04594	0.0231	0.02833	0.03651	0.01408	0.02272	0.03125
-Signaling Molecules and Interaction	-Other Enzymes	0.09399	0.1013	0.1141	0.03015	0.0375	0.04356	0.04269	0.07264	0.08345
Cellular Processes	-Other Enzymes	0.9877	1.065	1.215	0.885	1.073	1.29	0.4981	0.8435	0.9755
-Cell structure	-Other Enzymes	0.9412	1.014	1.143	0.8355	1.013	1.207	0.4702	0.8002	0.9193
-Crystallins	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Stress Response	-Other Enzymes	0.0005352	0.0005765	0.0006497	0.02491	0.03021	0.03599	0.0004357	0.0007415	0.0008518
-Vesicular Transport	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Other Enzymes	0.01912	0.0206	0.02321	0.01208	0.01465	0.01746	0.01064	0.0181	0.02079
-Cell Motility	-Other Enzymes	0.000966	0.002208	0.007207	0.001118	0.001891	0.005911	0.0001308	0.0007269	0.001422
-Cell Growth and Death	-Other Enzymes	0.02583	0.0294	0.03588	0.01063	0.01514	0.0181	0.013	0.02165	0.02998
-Cell Communication	-Other Enzymes	0	0	0	0	0	0	0	0	0
Metabolism	-Other Enzymes	3.122	3.363	3.803	2.779	3.414	4.076	2.353	4.06	4.656
-Membrane Transport	-Other Enzymes	0.5595	0.5928	0.704	0.5103	0.6106	0.7621	0.4164	0.7236	0.8367
-Central Carbon Metabolism	-Other Enzymes	0.574	0.61	0.7244	0.4443	0.5125	0.6403	0.2779	0.4987	0.6384
-Energy Metabolism	-Other Enzymes	0.1699	0.2072	0.2427	0.07654	0.1495	0.2026	0.0803	0.1702	0.2234
-Biosynthesis	-Other Enzymes	0.792	0.9323	1.062	0.7482	1.074	1.374	0.5414	1.668	1.955
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0	0.0004288	0.0008576	0	0.000451	0.001794	0	0.0002863	0.0005007
-Immune System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Endocrine System	-Other Enzymes	0	0	0.000492	0	0	0.0003504	0	0	0.0003289
-Circulatory System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Digestive System	-Other Enzymes	0	0	3.699e-05	0	0	0.0009529	0	0	3.044e-08
-Excretory System	-Other Enzymes	0	0	0.000348	0	0	0.0005469	0	0	0.0002054
-Nervous System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Sensory System	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Development	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Other Enzymes	0	0	0.0004414	0	0	0.0002595	0	0	0.0001706
Human Diseases	-Other Enzymes	0.02152	0.07733	0.2251	0.02095	0.05616	0.1411	0.01068	0.1107	0.2688
-Cancers	-Other Enzymes	0	0.0005102	0.0006046	0	0.0008043	0.001084	0	0.0003009	0.0005798
-Immune System Diseases	-Other Enzymes	0	0	0.0005622	0	0	0.0004117	0	0	0.0006241
-Neurodegenerative Diseases	-Other Enzymes	0	1.063e-05	0.0828	0	0.0003794	0.07868	0	6.883e-06	0.05251
-Cardiovascular Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Other Enzymes	0	0	0.06595	0	0	0.02891	0	0	0.1052
-Infectious Diseases	-Other Enzymes	0.003313	0.02344	0.1552	0.01507	0.03262	0.08154	0.003004	0.01939	0.2434
Not Mapped	-Other Enzymes	1.114	1.2	1.352	0.9018	1.094	1.303	0.6118	1.041	1.196
-Not Mapped	-Other Enzymes	1.114	1.2	1.352	0.9018	1.094	1.303	0.6118	1.041	1.196
TOTAL	Organismal Systems	5902	23020	271700	1734	13550	25200	6069	32880	3.19e+08
MAPPED	Organismal Systems	5197	20270	239300	1478	11550	21480	5398	29250	2.837e+08
Genetic Information Processing	Organismal Systems	2510	9663	113600	406.8	3057	5786	2171	11370	1.104e+08
-Transcription	Organismal Systems	105	289.4	4465	31.75	193	390.4	102.7	404.2	5183000
-Translation	Organismal Systems	1969	7702	90990	271.9	2119	3999	1590	8632	83900000
-Folding, Sorting and Degradation	Organismal Systems	349.2	1222	13620	80.02	429.4	1075	408.1	1898	17050000
-DNA Maintenance	Organismal Systems	87.02	439	4531	23.13	233.8	430.2	70.61	503.5	4229000
-RNA Family	Organismal Systems	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Organismal Systems	78.7	310.8	3568	14.67	129.7	236.3	62.28	348.8	3371000
-Signal Transduction	Organismal Systems	19.23	78.92	829.3	6.115	62.8	111.9	15.45	95.03	908600
-Signaling Molecules and Interaction	Organismal Systems	59.47	231.9	2739	8.557	66.85	124.3	46.84	253.8	2462000
Cellular Processes	Organismal Systems	629.2	2465	28800	252.3	1962	3682	546.5	2959	28510000
-Cell structure	Organismal Systems	595.5	2322	27410	237.1	1852	3445	515.9	2795	27120000
-Crystallins	Organismal Systems	0	0	0	0	0	0	0	0	0
-Stress Response	Organismal Systems	0.3386	1.32	15.59	7.069	55.23	102.7	0.4781	2.59	25130
-Vesicular Transport	Organismal Systems	0	0	0	0	0	0	0	0	0
-Cytoskeleton	Organismal Systems	12.1	47.17	556.8	3.429	26.79	49.83	11.67	63.23	613400
-Cell Motility	Organismal Systems	0.597	6.667	26.12	0.296	4.127	21.15	0.1435	3.386	5413
-Cell Growth and Death	Organismal Systems	20.67	77.79	784.4	4.416	23.56	63.01	18.29	94.1	742600
-Cell Communication	Organismal Systems	0	0	0	0	0	0	0	0	0
Metabolism	Organismal Systems	1963	7677	91190	797.7	6162	11700	2605	14160	1.377e+08
-Membrane Transport	Organismal Systems	343.4	1405	16470	144.1	1131	2175	456.8	2542	24290000
-Central Carbon Metabolism	Organismal Systems	345.3	1349	17190	141.5	985	1828	346.1	1742	17150000
-Energy Metabolism	Organismal Systems	123.4	478.4	6562	31.03	178.1	621.2	111.4	633.1	7253000
-Biosynthesis	Organismal Systems	555.3	2173	23930	216.4	1659	4182	594	5828	56440000
-Other Enzymes	Organismal Systems	595.6	2266	27040	264.7	1501	3310	1097	3456	32530000
Organismal Systems	Organismal Systems	1	1	1	1	1	1	1	1	1
-Immune System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Endocrine System	Organismal Systems	0	0	1	0	0	1	0	0	1
-Circulatory System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Digestive System	Organismal Systems	0	0	1	0	0	1	0	0	1
-Excretory System	Organismal Systems	0	0	1	0	0	1	0	0	1
-Nervous System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Sensory System	Organismal Systems	0	0	0	0	0	0	0	0	0
-Development	Organismal Systems	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Organismal Systems	0	0	1	0	0	1	0	0	1
Human Diseases	Organismal Systems	15.07	279.8	2091	5.547	123.1	298.6	11.71	465.5	3834000
-Cancers	Organismal Systems	0	0.6732	2.04	0	0.5071	4.704	0	1.04	3.047
-Immune System Diseases	Organismal Systems	0	0	15.04	0	0	1.363	0	0	20500
-Neurodegenerative Diseases	Organismal Systems	0	0.01402	250	0	0.2115	163	0	0.01418	437.7
-Cardiovascular Diseases	Organismal Systems	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Organismal Systems	0	0	1783	0	0	94.81	0	0	3565000
-Infectious Diseases	Organismal Systems	7.726	53.11	420.5	5.334	41.77	295.5	11.39	66.11	249100
Not Mapped	Organismal Systems	704.7	2748	32440	255.9	1999	3719	671.3	3637	35290000
-Not Mapped	Organismal Systems	704.7	2748	32440	255.9	1999	3719	671.3	3637	35290000
TOTAL	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Immune System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Endocrine System	5902	Inf	Inf	1734	Inf	Inf	6069	Inf	Inf
MAPPED	-Endocrine System	5197	Inf	Inf	1478	Inf	Inf	5398	Inf	Inf
Genetic Information Processing	-Endocrine System	2510	Inf	Inf	406.8	Inf	Inf	2171	Inf	Inf
-Transcription	-Endocrine System	105	Inf	Inf	31.75	Inf	Inf	102.7	Inf	Inf
-Translation	-Endocrine System	1969	Inf	Inf	271.9	Inf	Inf	1590	Inf	Inf
-Folding, Sorting and Degradation	-Endocrine System	349.2	Inf	Inf	80.02	Inf	Inf	408.1	Inf	Inf
-DNA Maintenance	-Endocrine System	87.02	Inf	Inf	23.13	Inf	Inf	70.61	Inf	Inf
-RNA Family	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Endocrine System	78.7	Inf	Inf	14.67	Inf	Inf	62.28	Inf	Inf
-Signal Transduction	-Endocrine System	19.23	Inf	Inf	6.115	Inf	Inf	15.45	Inf	Inf
-Signaling Molecules and Interaction	-Endocrine System	59.47	Inf	Inf	8.557	Inf	Inf	46.84	Inf	Inf
Cellular Processes	-Endocrine System	629.2	Inf	Inf	252.3	Inf	Inf	546.5	Inf	Inf
-Cell structure	-Endocrine System	595.5	Inf	Inf	237.1	Inf	Inf	515.9	Inf	Inf
-Crystallins	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Endocrine System	0.3386	Inf	Inf	7.069	Inf	Inf	0.4781	Inf	Inf
-Vesicular Transport	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Endocrine System	12.1	Inf	Inf	3.429	Inf	Inf	11.67	Inf	Inf
-Cell Motility	-Endocrine System	0.597	Inf	Inf	0.296	Inf	Inf	0.1435	Inf	Inf
-Cell Growth and Death	-Endocrine System	20.67	Inf	Inf	4.416	Inf	Inf	18.29	Inf	Inf
-Cell Communication	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Endocrine System	1963	Inf	Inf	797.7	Inf	Inf	2605	Inf	Inf
-Membrane Transport	-Endocrine System	343.4	Inf	Inf	144.1	Inf	Inf	456.8	Inf	Inf
-Central Carbon Metabolism	-Endocrine System	345.3	Inf	Inf	141.5	Inf	Inf	346.1	Inf	Inf
-Energy Metabolism	-Endocrine System	123.4	Inf	Inf	31.03	Inf	Inf	111.4	Inf	Inf
-Biosynthesis	-Endocrine System	555.3	Inf	Inf	216.4	Inf	Inf	594	Inf	Inf
-Other Enzymes	-Endocrine System	595.6	Inf	Inf	264.7	Inf	Inf	1097	Inf	Inf
Organismal Systems	-Endocrine System	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Endocrine System	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Circulatory System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Excretory System	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Endocrine System	15.07	Inf	Inf	5.547	Inf	Inf	11.71	Inf	Inf
-Cancers	-Endocrine System	0.3151	Inf	NaN	0.2129	Inf	NaN	0.3254	Inf	NaN
-Immune System Diseases	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Endocrine System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Endocrine System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Endocrine System	7.726	Inf	Inf	5.334	Inf	Inf	11.39	Inf	Inf
Not Mapped	-Endocrine System	704.7	Inf	Inf	255.9	Inf	Inf	671.3	Inf	Inf
-Not Mapped	-Endocrine System	704.7	Inf	Inf	255.9	Inf	Inf	671.3	Inf	Inf
TOTAL	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Circulatory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Digestive System	271700	Inf	Inf	7775	Inf	Inf	3.19e+08	Inf	Inf
MAPPED	-Digestive System	239300	Inf	Inf	6627	Inf	Inf	2.837e+08	Inf	Inf
Genetic Information Processing	-Digestive System	112300	Inf	Inf	1770	Inf	Inf	1.076e+08	Inf	Inf
-Transcription	-Digestive System	2990	Inf	Inf	112.2	Inf	Inf	3720000	Inf	Inf
-Translation	-Digestive System	90280	Inf	Inf	1217	Inf	Inf	83350000	Inf	Inf
-Folding, Sorting and Degradation	-Digestive System	12590	Inf	Inf	295.2	Inf	Inf	14590000	Inf	Inf
-DNA Maintenance	-Digestive System	4381	Inf	Inf	106.4	Inf	Inf	3950000	Inf	Inf
-RNA Family	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Digestive System	3474	Inf	Inf	66.4	Inf	Inf	3284000	Inf	Inf
