Category	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
Organismal Systems	0.15102491	0.085066513	0.15549777	0.11442309	0.098692148	0.073710926	0.22348882	0.16098138	0.11860213	0.12033644	0.41193456	0.068919532	0.075946873	0.063989356	0.093856188	0.064922619	0.29623301	0.11781581	0.26689218	0.077189237	0.17976867	0.073538617	0.17389603	0.30649202	0.19193263	0.17305483	0.22722921	0.24294818
-Immune System	0.0075458513	0.0076535632	0.0046777841	0.0042544976	0.0062383909	0.0068158522	0.0027345257	0.0055334759	0.0054819976	0.0041387513	0.0054120927	0.007375913	0.0084991384	0.0068699028	0.0085959457	0.003839546	0.022583949	0.0044205538	0.0010777917	0.0034215872	0.0099116362	0.0018168062	0.0040331046	0.011575116	0.0063884014	0.012141737	0.020065504	0.0098345249
--Immunoglobulins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Hematopoietic cell lineage	0	6.7091331e-07	3.2358705e-07	0	6.4453707e-06	1.5655604e-06	2.9674898e-07	0	0	0	0	2.1433602e-06	8.5093453e-06	5.7467088e-07	0	1.9967604e-07	1.7773382e-06	0	1.7348956e-06	0	0	2.6103173e-06	1.7501593e-06	0.00040574912	2.1104746e-06	3.2840885e-05	4.5920012e-06	4.0920806e-07
--Complement and coagulation cascades	0.0039218153	0.00030572053	0.0015562758	0.0030539079	0.0011731172	0.0010887477	0.0020346283	0.001780764	0.0011745522	0.0018522582	0.0041699594	0.0012289004	0.00085342927	0.0016970867	0.003137805	0.0022899046	0.01133088	0.00086409865	0.00047969392	0.00016967333	0.0054699491	0.00086087047	0.0023687216	0.0046772918	0.0017681247	0.0018940673	0.014457865	0.006974253
--Toll-like receptor signaling pathway	2.0447257e-05	7.8902876e-05	0.0001117678	2.5864079e-05	6.0939605e-05	4.6312205e-05	2.1763261e-05	5.6636661e-05	8.3028729e-05	1.6485807e-05	1.2729076e-05	6.9933831e-05	5.7586657e-05	6.0034599e-05	5.5883577e-05	5.0124892e-05	9.8256722e-05	9.6651573e-05	2.1494883e-06	2.4230035e-05	7.3925092e-05	5.4159476e-05	7.3869432e-05	0.00012501809	3.7703387e-05	0.00013299098	5.7116821e-05	3.0034226e-05
--NOD-like receptor signaling pathway	4.2322726e-05	2.8120277e-05	1.6170532e-05	1.2351451e-05	2.9747931e-05	0.0013512611	1.7582021e-05	0.00021306551	3.027187e-05	3.7916234e-05	3.9155885e-05	0.0012071883	0.0013724232	5.985812e-05	4.7041206e-05	1.3354722e-05	8.049204e-05	2.7078814e-05	9.4482481e-06	2.9348183e-05	0.00011104898	6.6301594e-05	0.00025236254	0.00032944854	0.00012862101	0.0006484359	0.00011590576	0.0001157295
--RIG-I-like receptor signaling pathway	2.1617131e-05	1.4360822e-05	1.2435337e-05	2.0925723e-05	2.7073834e-05	3.9629611e-05	4.2568812e-06	9.0159504e-06	8.0132254e-06	7.4230621e-06	0.00011207638	0.00016966514	6.259889e-05	2.1387574e-05	1.7532329e-05	5.0344172e-05	4.4085161e-05	1.1690471e-05	9.7467474e-08	2.7765461e-05	7.093294e-05	2.9456694e-06	8.48446e-05	0.00031174442	1.4094327e-05	0.00019333401	7.0626426e-05	5.0441749e-05
--Cytosolic DNA-sensing pathway	4.4776836e-06	1.1436404e-06	9.5299652e-07	0	1.0505513e-06	2.2179508e-05	1.4250929e-05	0	2.4127094e-05	1.7304472e-06	0	1.1753725e-05	2.6105196e-05	1.6882928e-06	8.325649e-08	4.5936348e-06	3.2492425e-06	7.2080307e-07	0	4.9988304e-06	2.432437e-06	4.7175415e-07	9.1960545e-07	3.7396377e-05	2.1216961e-06	2.8814911e-05	1.5565744e-05	5.1607243e-06
--Natural killer cell mediated cytotoxicity	1.2546477e-06	1.6075399e-06	3.1657133e-07	0	4.7919103e-06	0	0	1.7127769e-07	2.2489682e-05	0	0	8.9045512e-06	2.3602138e-05	0	6.5082923e-06	2.2190164e-06	0	6.0080438e-07	9.4477973e-07	3.4197787e-06	0	2.2274183e-05	0	9.5428741e-05	1.9343611e-07	0.0010782476	4.6853787e-06	1.3890059e-06
--Antigen processing and presentation	0.0010099334	0.00016273426	0.0005938448	0.00041218665	0.00073649104	0.00075290815	0.000128232	0.00073946564	0.00085994637	0.00030853351	0.00022111667	0.0018235728	0.0017887307	0.00055115057	0.00054396274	0.00077801779	0.0010962778	0.00022379891	0.00010698074	0.00085414304	0.0011760343	0.00013654065	0.00039698882	0.0007205247	0.00028153015	0.0021231595	0.0011269327	0.00088775771
--T cell receptor signaling pathway	0	0	0	0	0	4.1847956e-07	0	0	0	0	0	2.0698493e-06	0	3.8972873e-07	0	0	6.9127574e-06	0	0	0	0	0	0	0	0	0.00023239608	0	0
--B cell receptor signaling pathway	2.112378e-05	8.5759336e-07	0.00011719098	1.4996165e-05	9.5633455e-05	6.9033856e-06	0	4.8218694e-06	0	4.1666058e-06	0	1.2048523e-05	7.4346541e-06	3.0806662e-05	1.2213245e-06	9.1737294e-06	7.4490776e-06	1.0606024e-06	0	2.2227886e-07	3.3730383e-05	0	6.0498275e-06	2.4017319e-05	0	8.4417905e-06	1.3878052e-05	1.8952407e-05
--Fc gamma R-mediated phagocytosis	0.00054199284	0.0052946921	0.0013839718	9.5779401e-05	0.0020642526	0.0012760586	3.069481e-05	0.00037613798	0.0010701023	0.00078429761	0.00022509448	0.00025673376	0.0006518289	0.00048250212	0.00026975915	6.8220268e-05	0.00057182048	0.0025854228	0.00015490615	0.0013742908	0.00076837622	0.00041745494	0.00020973825	0.0018552132	0.00049293318	0.0016020294	0.002028893	0.00032633944
--Leukocyte transendothelial migration	0.0017877949	0.0017265279	0.00074068499	0.00054351285	0.0018566083	0.0019598075	0.00043001882	0.0021497173	0.0010479079	0.0010568997	0.00059966573	0.0020701466	0.003145203	0.0037869439	0.0044272871	0.00039036814	0.0089514313	0.00055090485	7.6173765e-05	0.00067722278	0.0019620158	0.00016555233	0.00037445932	0.0021819809	0.0035924474	0.0038097883	0.0017993044	0.0010346578
--Intestinal immune network for IgA production	2.9486875e-07	2.8742809e-08	1.2705391e-07	1.458765e-07	2.1553015e-07	7.8263899e-05	0	9.4380472e-06	0	3.7647634e-06	3.9290629e-07	0.00024937934	0.00017031178	1.610714e-07	4.0070586e-07	7.4199742e-06	1.5347932e-06	2.4725491e-07	0	1.127301e-08	1.9002165e-06	0	4.9902512e-05	1.2018521e-07	4.332755e-07	3.0460119e-07	2.5106636e-05	2.7934249e-07
--Chemokine signaling pathway	0.00017277679	3.8196022e-05	0.00014372186	7.4827518e-05	0.00018202364	0.00019179652	5.2801953e-05	0.00019424159	0.0011615582	6.5275353e-05	3.1902175e-05	0.00026347279	0.00033137461	0.00017731878	8.8461028e-05	0.00017560539	0.00038978238	5.8278253e-05	0.0002456622	0.00025626144	0.00024129081	8.7624858e-05	0.00021349791	0.00081118237	6.8088388e-05	0.00035688586	0.00034503259	0.00038912081
-Endocrine System	0.051563217	0.014240465	0.0091208486	0.056694549	0.011923833	0.0053531369	0.024390995	0.0073711982	0.0087333589	0.036542927	0.039666998	0.023896914	0.034491963	0.011799004	0.017570411	0.038459064	0.013573062	0.017170397	0.011116351	0.0089945499	0.021261759	0.0077926125	0.0092032279	0.0054807211	0.031121151	0.028442262	0.031869297	0.091756668
--Insulin signaling pathway	0.00012623103	0.0002372016	0.00010663595	0.00020604638	0.00011674601	6.6237353e-05	2.1612508e-05	5.7946942e-05	4.6656144e-05	3.4673947e-05	1.0796826e-05	3.8344553e-05	4.2314708e-05	7.2370785e-05	3.8332242e-05	3.8539415e-05	0.00021135881	6.4404351e-05	4.0914512e-06	8.7038759e-05	5.4573472e-05	7.985995e-06	2.8802858e-05	3.0395002e-05	1.6323059e-05	7.1825129e-05	2.3206717e-05	0.00011206671
--PPAR signaling pathway	0.051271588	0.01397659	0.0088877318	0.056394954	0.011655532	0.0051477341	0.024325971	0.0071816048	0.0084999853	0.036455249	0.039636408	0.023415284	0.033389971	0.010614292	0.017204722	0.038322668	0.012830907	0.017030741	0.01109955	0.0087748681	0.020966197	0.0077388304	0.0090720915	0.005177358	0.031082569	0.028246077	0.031791908	0.091467068
--Renin-angiotensin system	0.00016539757	2.6672879e-05	0.00012648081	9.3548299e-05	0.00015155498	0.00013916545	4.3411824e-05	0.0001316465	0.00018671739	5.3004343e-05	1.9792946e-05	0.0004432862	0.0010596776	0.0011123408	0.00032735715	9.7856433e-05	0.00053079593	7.5251662e-05	1.2709769e-05	0.00013264299	0.00024098804	4.5796068e-05	0.00010233354	0.00027296815	2.2259363e-05	0.00012435964	5.4181912e-05	0.00017753277
-Circulatory System	0.088314303	0.039735932	0.11032695	0.05184127	0.064008179	0.055542545	0.19509391	0.13555771	0.10065399	0.074630849	0.36513563	0.024327407	0.023929937	0.038493559	0.063425372	0.021029283	0.25485252	0.062335331	0.25355376	0.040394832	0.14606731	0.029885876	0.11914158	0.2821032	0.15104135	0.12465183	0.17107237	0.13875794
--Blood proteins	0.022890541	0.0011829735	0.010471281	0.014640677	0.0065173587	0.0045418055	0.012526337	0.011427287	0.0022216296	0.0078868167	0.0053771347	0.0047641931	0.0042813329	0.0056805571	0.0096678797	0.0037631549	0.033008741	0.0018592813	0.12462821	0.0035636886	0.067514595	0.0077613791	0.032570283	0.017198557	0.0064679218	0.04184069	0.04230756	0.088510919
--Hemoglobin	0.045630932	0.018211057	0.083679122	0.028362484	0.039966268	0.0039800301	0.068806463	0.0053913766	0.085215972	0.019929422	0.14813783	0.0058482803	0.0046782981	0.01044079	0.026718497	0.012624872	0.17281394	0.043774489	0.0087692295	0.025066061	0.027038006	0.017976235	0.059028364	0.23589826	0.0096528622	0.064801333	0.016823061	0.032697538
--Cardiac muscle contraction	0.013109138	0.016809949	0.01232573	0.0053447081	0.013020775	0.02936794	0.091647926	0.062572204	0.0080039838	0.039731114	0.201198	0.0085570043	0.0075411048	0.015461024	0.018222843	0.0025242447	0.029026765	0.013770885	0.1054655	0.0095808748	0.027694814	0.0026625739	0.018003283	0.017275351	0.090968393	0.011005408	0.080728159	0.008047961
--Vascular smooth muscle contraction	0.006683692	0.0035319531	0.0038508149	0.0034934018	0.0045037767	0.01765277	0.022113186	0.056166847	0.0052124086	0.0070834966	0.010422668	0.0051579289	0.0074292012	0.0069111879	0.0088161521	0.0021170115	0.020003069	0.0029306761	0.014690819	0.002184208	0.02381989	0.001485688	0.0095396468	0.011731031	0.043952176	0.0070043993	0.031213585	0.0095015256
-Digestive System	0.00097154821	0.00093733361	0.00066534631	0.00019417936	0.00047774489	0.00045331128	0.00014009151	0.009044731	0.00036824343	0.00045649378	0.00019694379	0.0099090447	0.0056660856	0.0038291447	0.0021620027	0.00048390623	0.00032512555	0.00084193624	0.00026392506	0.0016831264	0.00050004648	0.02949346	0.00060637551	0.00065141269	0.00041015162	0.0006255962	0.00026364349	0.00040628816
--Salivary secretion	0.0001834988	0.00058427734	0.00019276505	5.1404024e-05	0.00015808377	6.8562524e-05	2.5298998e-05	0.00010196096	0.00011336534	8.3941386e-05	5.6518169e-05	7.5763251e-05	5.2034125e-05	0.0024393966	0.0011584089	7.0059652e-06	2.193573e-05	0.00063882282	1.3504905e-06	0.00023234941	0.00013898892	8.1555745e-05	0.0002128079	0.00013767804	0.00020531011	8.4364682e-05	6.7688346e-05	4.467276e-05
--Gastric acid secretion	0	8.8550222e-08	2.0139139e-05	0	5.6264596e-06	0	0	0	0	2.1075416e-06	0	0	0	2.0042976e-07	0	0	0	8.1114777e-06	0	8.5302614e-06	0	0	0	1.5526756e-06	0	0	0	0
--Pancreatic secretion	0.00065806379	0.00011739954	0.00034401113	7.26698e-05	8.591957e-05	0.00020348511	8.3748989e-05	0.0087105098	8.5486282e-05	8.3057096e-05	0.00012837183	0.0092370043	0.0040653333	4.4733119e-05	5.6427905e-05	0.00010370763	9.6522348e-05	0.00013268851	0.00018233407	0.0012904706	0.00014632114	0.029281518	0.00023942898	0.00022208845	0.00016581743	0.00035744242	0.00010836165	0.0001698194
--Bile secretion	3.8382296e-05	1.0406827e-06	3.4240358e-06	1.223729e-06	4.3300164e-05	2.6110901e-05	4.5236881e-06	9.0516654e-06	1.1859733e-06	4.8939684e-06	5.6278181e-07	2.7669008e-05	0.00015801157	9.1362979e-05	2.7614476e-05	0.00010341296	9.7417431e-06	7.8612823e-06	6.832417e-05	1.906699e-05	2.0904675e-05	6.6224491e-06	5.0222322e-06	1.2613236e-05	5.4538043e-06	0	2.6813601e-06	1.3362243e-06
--Carbohydrate digestion and absorption	0	0	0	0	0	0	0	0	0	0	0	6.022937e-06	0	1.0028527e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Protein digestion and absorption	9.0776356e-05	0.00011834444	9.9738115e-05	6.8816484e-05	0.00018433897	0.0001425307	2.6519837e-05	0.00022180926	0.00015033994	0.00028169225	1.1436617e-05	0.00047966659	0.0013180761	0.0011184231	0.00091820355	0.00026959281	0.00019660272	5.3454318e-05	1.1916335e-05	0.00010160981	0.00019006028	0.00012376332	0.0001491164	0.00027713653	3.3570278e-05	0.00018345636	8.469421e-05	0.00018857839
--Fat digestion and absorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Vitamin digestion and absorption	6.0989298e-07	1.8613023e-07	4.2736471e-06	0	3.2134209e-07	0	0	0	0	0	0	0	0	0.00013246816	1.3031083e-06	0	2.2814567e-07	5.4123799e-07	0	4.1231641e-07	0	0	0	1.4271054e-07	0	0	0	5.1332005e-07
--Mineral absorption	2.1707198e-07	0.00011599692	9.9519772e-07	6.5320863e-08	1.5462005e-07	1.2622044e-05	0	1.399372e-06	1.7865908e-05	8.0154121e-07	5.4384828e-08	8.2918545e-05	7.2630516e-05	1.557425e-06	4.4745428e-08	1.8686629e-07	9.4865735e-08	4.5659812e-07	0	3.068706e-05	3.7714625e-06	0	0	2.0105008e-07	0	3.3273162e-07	2.1791923e-07	1.3680648e-06
-Excretory System	0.00054892611	0.0027914119	0.00085843917	0.00032649869	0.0011940556	0.0012350072	0.00015246911	0.00092853659	0.00030162462	0.00037929436	0.00035237134	0.0011438224	0.00083735506	0.0010365698	0.00079326948	0.00045378079	0.00084232318	0.0027299648	0.00018618679	0.00047689573	0.00023140135	0.003540363	0.039038799	0.00032634455	0.00034584579	0.00085514871	0.00073232988	0.00041716538
--Vasopressin-regulated water reabsorption	0.00037406332	0.0027119177	0.00079168437	0.00020555707	0.0011156285	0.00054648667	0.00011091166	0.00040317062	0.00027110089	0.00030353963	0.00024212315	0.00039125467	0.00031171714	0.00033826094	0.00038606214	9.7106055e-05	0.00059717938	0.0026223603	5.8315802e-05	0.00038046386	0.00017047991	0.00029698322	0.00025954757	0.00023923217	0.00023387004	0.00040844147	0.00062975656	0.00018091762
--Aldosterone-regulated sodium reabsorption	3.5502995e-05	9.7639136e-06	1.1828862e-05	1.762577e-05	9.5377075e-06	1.080659e-07	1.3977289e-05	2.183621e-05	6.5756559e-06	1.6779353e-06	2.2552861e-05	3.4537668e-06	8.8069018e-07	5.8303078e-05	2.2581428e-05	5.9197201e-06	0.00018504868	5.8205986e-06	0	2.8554439e-06	3.4170841e-06	3.7753903e-06	8.8070944e-06	0	2.2274491e-05	0	1.604053e-05	7.8331228e-06
--Endocrine and other factor-regulated calcium reabsorption	7.2817447e-05	5.4560525e-05	3.8596542e-05	1.7046104e-05	2.0386477e-05	0.00059299962	9.5320627e-06	0.0004374513	1.3331121e-05	5.7596478e-05	6.4385258e-05	0.0003749054	0.00036209063	0.00021809886	0.00027798941	9.1710467e-05	2.4947106e-05	8.8143525e-05	0.00012442901	7.8736959e-05	3.9978796e-05	0.0032341506	0.038767262	6.8613529e-05	8.6590751e-05	0.00042153044	7.2687979e-05	4.0788282e-05
--Proximal tubule bicarbonate reclamation	6.5818983e-05	1.5169775e-05	1.6329395e-05	8.4186716e-05	4.6713579e-05	9.2917414e-05	1.7615928e-05	6.4856527e-05	2.8592997e-06	1.5810146e-05	2.2194142e-05	0.00036651953	0.00014398308	0.00041728066	0.00010409663	0.00025782181	3.2613494e-05	1.3574814e-05	3.308029e-06	1.4373937e-05	1.0995498e-05	5.1219145e-06	2.5740742e-06	3.2608437e-06	9.2085834e-07	2.2959639e-05	1.3390862e-05	0.00018708252
--Collecting duct acid secretion	7.2337422e-07	0	0	2.0830233e-06	1.7893477e-06	2.4953881e-06	4.3217934e-07	1.221933e-06	7.7576535e-06	6.7017097e-07	1.1159215e-06	7.6890586e-06	1.8683518e-05	4.6262927e-06	2.5398695e-06	1.2227318e-06	2.5345256e-06	6.5615632e-08	1.3394637e-07	4.6553092e-07	6.5300619e-06	3.3184677e-07	6.0747104e-07	1.5238007e-05	2.1896509e-06	2.2171537e-06	4.5395817e-07	5.4382796e-07
-Nervous System	0.0018118455	0.017751931	0.026207617	0.00084277584	0.010702553	0.001678992	0.00041160161	0.0020057303	0.0020036849	0.0013699408	0.00097984376	0.0016262403	0.0017106018	0.0016557921	0.001106956	0.00051460399	0.0023155961	0.028185214	0.00064457141	0.017943431	0.0014807595	0.00091358164	0.0016004242	0.0058663924	0.002486075	0.0059650598	0.0029974016	0.0013628739
--Myelin	8.243944e-05	0.0087229361	0.020748322	7.6281242e-05	0.0040691799	3.6135222e-05	5.4037999e-05	6.7999559e-05	2.5182526e-05	0.00017334892	4.0540846e-05	1.5900116e-05	2.0537461e-05	3.8678761e-05	2.7005251e-05	3.0008006e-05	3.6966284e-05	0.018102453	0.00031510981	0.012659713	1.3365555e-05	0.00010272091	7.0473711e-05	2.2628005e-05	6.1227596e-05	6.683982e-05	3.7168234e-05	2.641568e-05
--Synaptic vesicle cycle	0.00010919989	0.0063721595	0.0033380388	5.2265284e-05	0.0049926829	0.00010153505	5.0240555e-05	0.00010402409	0.00018503493	0.00044240012	0.00010609998	0.00017512636	0.00013830076	6.7024188e-05	2.1084312e-05	4.6644619e-05	4.9870854e-05	0.0083510008	0.0001686591	0.0042650941	9.0377632e-05	0.00029895355	0.00035341985	0.00011859825	0.00019879368	8.8324007e-05	0.00028066848	0.00011572256
--GABAergic synapse	0	1.6466705e-06	1.4290128e-05	0	2.9623193e-05	0	0	0	0	6.8615142e-06	0	0	0	0	0	0	0	5.9453067e-06	0	4.3370978e-05	0	0	0	0	0	0	0	0
--Serotonergic synapse	5.140203e-06	0.00010380137	4.775726e-05	2.076097e-06	0.00010208325	1.0488317e-05	5.7120014e-07	1.0231909e-05	1.2115995e-05	1.0065421e-05	6.588584e-07	6.5766902e-06	1.0492923e-05	1.9010211e-05	1.5044883e-05	9.9880636e-07	3.5234798e-05	6.7424485e-05	6.7321682e-07	4.2923813e-05	3.8404003e-06	7.3823537e-07	9.4733834e-06	0	8.3730726e-06	2.0860553e-06	1.3059025e-06	1.8124683e-06
--Dopaminergic synapse	0.00012747025	4.078148e-05	0.00025621329	3.1807645e-05	0.00028771684	0.00020977595	3.2952656e-05	0.00020189154	0.00025518373	5.3049542e-05	1.4893591e-05	0.00015888345	0.00016162833	0.00014351674	3.6710205e-05	3.4330899e-05	0.00013733041	5.3254618e-05	7.8563656e-05	0.00014164042	0.00012057178	2.7871304e-05	0.00010581638	5.5607739e-05	2.1763943e-05	7.5484131e-05	5.5819218e-05	3.8463622e-05
--Glutamatergic synapse	0	6.1846305e-06	2.2095836e-05	0	3.2518142e-05	0	0	0	1.8044619e-06	0	0	0	0	0	0	3.8632466e-05	0	0	1.9963436e-06	7.6899774e-05	0	0	0	0	0	0	0	0
--Long-term potentiation	7.7022986e-06	0.0002154976	6.9841583e-06	2.2996068e-05	3.9231508e-05	0	7.4817569e-06	0	0	1.5041788e-05	0	0	0	0.00020797151	0.00015420002	0	1.3962046e-06	3.5047828e-05	0	0	0	0	0	0	0	0	0	7.2042808e-06
--Long-term depression	4.7066408e-07	0	2.5608649e-05	0	0.00013359462	0	0	1.0110215e-06	6.8918746e-06	0	0	0	9.2721404e-08	0	1.074229e-06	2.2028909e-07	0	2.3170663e-05	0	6.2465591e-05	0	0	0	1.1503255e-07	0	4.799143e-07	0	0
--Neurotrophin signaling pathway	0.0014794227	0.002288924	0.0017483064	0.0006573495	0.0010159225	0.0013210575	0.00026631745	0.0016205722	0.0015174714	0.00066917353	0.00081765048	0.0012697537	0.0013795496	0.0011795907	0.0008518371	0.0003637689	0.0020547976	0.0015469172	7.9569277e-05	0.00065132342	0.0012526042	0.00048329764	0.0010612409	0.0056694434	0.0021959167	0.0057318458	0.0026224398	0.0011732553
-Sensory System	1.0243834e-05	5.8531874e-06	3.6554104e-05	4.5441426e-06	4.5774895e-05	0.0023065503	8.4673837e-06	0.00022292411	9.3726168e-07	0.0020033326	6.784096e-06	0.00044065767	0.00056356239	2.762007e-06	6.0886415e-06	6.9728628e-06	7.2621897e-06	4.957509e-06	9.4853181e-06	2.8612864e-05	3.6685371e-06	4.7531198e-06	2.2217963e-05	4.0261308e-06	2.115032e-05	7.3129429e-05	4.1916199e-05	8.2423697e-06
--Phototransduction	0	0	0	4.3309724e-08	0	3.7411289e-08	0	0	0	0.0012052247	7.4208388e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.965861e-07	0
--Olfactory transduction	1.0243834e-05	5.8531874e-06	3.6554104e-05	4.5008329e-06	4.5774895e-05	0.0023065129	8.4673837e-06	0.00022292411	9.3726168e-07	0.0007981079	6.0420121e-06	0.00044065767	0.00056356239	2.762007e-06	6.0886415e-06	6.9728628e-06	7.2621897e-06	4.957509e-06	9.4853181e-06	2.8612864e-05	3.6685371e-06	4.7531198e-06	2.2217963e-05	4.0261308e-06	2.115032e-05	7.3129429e-05	4.1719612e-05	8.2423697e-06
-Development	0.00025897932	0.0019500231	0.0036042331	0.00026477641	0.0041016171	0.00032553135	0.00055676221	0.00031707122	0.0010582898	0.00081484598	0.00018389314	0.00019953291	0.00024823002	0.00030262171	0.00019614238	0.0001354629	0.001733176	0.0021274537	4.010504e-05	0.0042462016	0.00031209713	9.1164622e-05	0.00025030049	0.00048480821	0.00011849762	0.00030007093	0.0001867508	0.00040447705
--Dorso-ventral axis formation	1.325403e-06	0	2.6221892e-07	5.1758222e-07	6.3176936e-07	4.2162995e-06	0	3.3604626e-06	0	6.8815544e-07	6.396573e-08	1.4383369e-06	3.705212e-06	1.57732e-06	2.9469346e-06	1.4258901e-06	6.0337374e-07	8.6609184e-06	0	0	0	4.515397e-07	0	1.0213624e-06	0	0	0	0
--Axon guidance	0.00023068766	0.0019312083	0.0035727496	0.00026020545	0.0040033202	0.00031136674	0.0005547302	0.00031179691	0.0010480385	0.00078309666	0.00012473319	0.00019444615	0.00024291494	0.00027361308	0.00016051414	0.00012633448	0.0017246203	0.0020966345	3.6757185e-05	0.0042143415	0.00029065983	8.8221475e-05	0.00024677659	0.0004728216	0.00011485933	0.00028129149	0.00017346007	0.00039903324
--Osteoclast differentiation	2.6966262e-05	1.8814807e-05	3.1221215e-05	4.0533852e-06	9.7665152e-05	9.948315e-06	2.0320051e-06	1.913843e-06	1.0251263e-05	3.1061161e-05	5.9095979e-05	3.6484297e-06	1.6098706e-06	2.7431319e-05	3.2681304e-05	7.7025308e-06	7.9522385e-06	2.2158255e-05	3.3478542e-06	3.1860087e-05	2.1437295e-05	2.4916076e-06	3.523901e-06	1.0965243e-05	3.6382904e-06	1.8779448e-05	1.3290731e-05	5.4438061e-06
-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
--Plant-pathogen interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	0.0066714096	0.010369926	0.0071027485	0.004117365	0.0077483517	0.0064051432	0.0040363447	0.0073310807	0.0061535648	0.0075314842	0.0050203636	0.0063992945	0.0065214568	0.0059699346	0.0085708273	0.0055981354	0.0070967988	0.012728646	0.0059843522	0.007858324	0.0095562757	0.0091325305	0.0066406527	0.0055781157	0.011079092	0.006752799	0.011113654	0.0076775226
-Cancers	0.0012609309	0.0012386163	0.00060157136	0.0013233583	0.001093438	0.001400293	0.0010842616	0.0026331709	0.0020140129	0.0016434959	0.00064116507	0.0018723285	0.0016434164	0.0010536388	0.00082433572	0.00058750171	0.0021024655	0.0011857293	0.00071109254	0.00055418803	0.0032676949	0.00096275511	0.0014074123	0.0011237265	0.0044182233	0.001930965	0.0051335677	0.003784848
--Proteoglycans in cancer	0.00073572176	0.00011678417	0.00012743335	0.00079852488	0.00015945068	0.00024234791	0.00093479923	0.0017935993	0.00032457758	0.0013573792	0.00037561762	3.6182933e-05	8.38912e-05	0.00040445393	0.00031411247	7.6509618e-05	0.0011433474	5.8881149e-05	0.00057724365	6.2402075e-05	0.0025119315	0.00048601794	0.00081792109	0.00044076704	0.0037316053	0.00084932896	0.0034969085	0.0033941669
--MicroRNAs in cancer	1.178743e-06	3.9679751e-06	2.5475831e-06	0	6.597582e-07	1.8033423e-05	0	4.7211927e-06	2.0021631e-05	1.0842534e-07	1.0848132e-07	1.3654795e-05	2.7004886e-05	2.9675385e-06	1.4113632e-06	3.712205e-06	1.6421173e-06	4.7662169e-06	3.9857381e-07	1.5172006e-06	0	4.820308e-07	2.3502375e-05	6.8195256e-06	2.2231154e-06	9.0446605e-07	2.7419822e-06	2.7757595e-06
--Transcriptional misregulation in cancer	0.00021503298	0.00056105592	0.00014942378	7.983701e-05	0.00027258919	0.00041426402	3.923034e-05	0.00024853128	0.0012763377	0.00014483947	9.4334037e-05	0.00052413241	0.00061608096	0.00027960123	0.00023789036	0.00026771592	0.00067017697	0.00059795629	0.00010310236	0.0002636891	0.00054181465	0.00011377004	0.00016018646	0.00044513438	0.00038240131	0.00086313894	0.0013468347	0.00014846079
--Viral carcinogenesis	7.5540321e-05	8.051423e-05	3.6525362e-05	0.00024088842	6.1769862e-05	7.657656e-05	4.3261196e-05	2.5745447e-05	3.0313862e-05	1.9443195e-05	9.0418574e-05	8.5504465e-05	5.1908863e-05	0.00011469173	4.6496481e-05	5.6157557e-05	2.0726295e-05	4.8865725e-05	4.4930105e-06	2.8489375e-05	1.1366593e-05	1.7221477e-05	3.0601043e-06	8.894507e-06	1.9999513e-05	5.4705778e-06	1.276025e-05	2.7581051e-05
--Pathways in cancer	0.00023345715	0.00047629405	0.00028564128	0.00020410803	0.00059896854	0.00064907112	6.6970855e-05	0.00056057367	0.00036276214	0.00012172553	8.0686359e-05	0.0012128539	0.00086453045	0.00025192434	0.00022442505	0.00018340641	0.0002665727	0.00047525994	2.5854948e-05	0.00019809027	0.00020258223	0.00034526363	0.00040274224	0.00022211104	0.00028199401	0.00021212204	0.00027432223	0.00021186346
