Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Signaling Molecules and Interaction	-Translation	0.2793	1.411	1.62	0.5453	1.64	2.159	0.6036	1.132	1.695	0.7383	1.385	2.162
Cellular Processes	-Translation	8.093	8.424	9.762	5.144	5.432	6.902	9.853	10.65	11.62	3.921	4.346	5.734
-Crystallins	-Translation	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Translation	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0.1984	0.2637	0.328	0.1456	0.1783	0.2285	0.2506	0.3561	0.4228	0.1319	0.1674	0.2153
-Cytoskeleton	-Translation	6.728	7.195	8.631	3.83	4.115	5.815	8.495	9.341	10.47	2.808	3.205	4.827
-Cell Motility	-Translation	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Translation	0.01751	0.2099	0.2158	0.01568	0.1865	0.1932	0.02124	0.2583	0.2678	0.01259	0.1779	0.186
-Cell Communication	-Translation	0.3715	0.7135	0.9157	0.4139	0.7509	1.006	0.3154	0.6087	0.7643	0.3762	0.6429	0.829
Metabolism	-Translation	1.784	2.148	2.593	1.579	1.954	2.287	1.862	2.302	2.819	1.449	1.79	2.037
-Membrane Transport	-Translation	0.001053	0.001942	0.008228	0.0007515	0.001948	0.006696	0.000419	0.002129	0.008765	0.0005201	0.00195	0.004226
-Central Carbon Metabolism	-Translation	0.2057	0.5447	0.8554	0.1873	0.5291	0.8101	0.2048	0.5805	0.9103	0.1833	0.4891	0.6912
-Energy Metabolism	-Translation	0.09883	0.1103	0.3781	0.08221	0.1195	0.2942	0.08493	0.1369	0.4281	0.07812	0.1125	0.262
-Biosynthesis	-Translation	0.2688	0.3278	0.4159	0.22	0.2754	0.3379	0.2655	0.3458	0.4368	0.188	0.2482	0.3202
-Other Enzymes	-Translation	0.641	0.9441	1.514	0.579	0.8982	1.375	0.6186	1.064	1.71	0.5337	0.766	1.189
Organismal Systems	-Translation	0.5305	0.8247	1.34	0.4326	0.7538	1.135	0.6358	0.9595	1.417	0.4353	0.7283	1.104
-Immune System	-Translation	0.04777	0.2808	0.4547	0.04989	0.2323	0.408	0.04749	0.3243	0.5173	0.04933	0.2328	0.3614
-Endocrine System	-Translation	0.01463	0.05389	0.334	0.0116	0.03923	0.3601	0.01539	0.06353	0.2945	0.009372	0.03925	0.3089
-Circulatory System	-Translation	0.1657	0.2527	0.4476	0.1134	0.186	0.3759	0.236	0.3363	0.4339	0.1124	0.1853	0.3924
-Digestive System	-Translation	0.002235	0.006592	0.102	0.002329	0.005645	0.1037	0.002295	0.006491	0.06177	0.0007897	0.005096	0.078
-Excretory System	-Translation	0.01102	0.03062	0.06801	0.00855	0.02113	0.05162	0.01135	0.0301	0.07289	0.007126	0.01768	0.04457
-Nervous System	-Translation	0.008106	0.01739	0.2133	0.007472	0.01713	0.1891	0.007177	0.01368	0.2571	0.005111	0.01646	0.1864
-Sensory System	-Translation	0	0	0.003667	0	0	0.003049	0	0	0.00434	0	0	0.002913
-Development	-Translation	0.0177	0.01883	0.09972	0.01917	0.02017	0.0969	0.0166	0.01828	0.1007	0.01809	0.01978	0.1008
-Environmental Adaptation	-Translation	0	0.001584	0.1958	0	0.001114	0.1598	0	0.001597	0.2202	0	0.0009349	0.1446
Human Diseases	-Translation	1.509	2.014	3.018	1.299	1.726	3.07	1.713	2.128	2.916	1.2	1.614	3.04
-Cancers	-Translation	0.04833	0.06131	0.5239	0.0407	0.05509	0.5263	0.06101	0.07538	0.4987	0.04183	0.05857	0.4797
-Immune System Diseases	-Translation	0.02899	0.05875	0.1279	0.02597	0.05668	0.1324	0.0224	0.05353	0.09656	0.02399	0.0573	0.1282
-Neurodegenerative Diseases	-Translation	0.1543	0.3607	0.7561	0.1218	0.2076	0.6001	0.1976	0.4431	0.8978	0.1229	0.1764	0.5081
-Cardiovascular Diseases	-Translation	0.3762	0.5971	0.7113	0.3741	0.5862	0.7058	0.3988	0.5311	0.6903	0.352	0.5101	0.6175
-Metabolic Diseases	-Translation	0	0	0.1611	0	0	0.1741	0	0	0.1462	0	0	0.1628
-Infectious Diseases	-Translation	0.2536	0.3966	1.964	0.22	0.3588	2.065	0.2847	0.5051	1.831	0.2164	0.3354	2.21
Not Mapped	-Translation	3.011	3.105	3.151	2.504	2.57	2.622	3.453	3.664	3.716	2.357	2.466	2.623
-Not Mapped	-Translation	3.011	3.105	3.151	2.504	2.57	2.622	3.453	3.664	3.716	2.357	2.466	2.623
TOTAL	-Folding, Sorting and Degradation	7.991	8.874	10.7	7.308	8.097	10.1	8.13	9.216	10.53	6.866	7.811	9.328
MAPPED	-Folding, Sorting and Degradation	6.95	7.719	9.31	6.375	7.063	8.812	7.029	7.969	9.101	5.943	6.761	8.075
Genetic Information Processing	-Folding, Sorting and Degradation	1.531	1.771	2.189	1.576	1.836	2.356	1.479	1.712	2.003	1.573	1.873	2.484
-Transcription	-Folding, Sorting and Degradation	0.09474	0.1064	0.1272	0.1088	0.1182	0.1451	0.07651	0.08865	0.1013	0.1037	0.1152	0.1371
-Translation	-Folding, Sorting and Degradation	0.3316	0.3666	0.4527	0.356	0.399	0.4983	0.2922	0.3356	0.4005	0.3517	0.4157	0.4932
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.07785	0.1594	0.7156	0.07725	0.1583	0.8392	0.0772	0.1599	0.5715	0.0743	0.1622	0.9406
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.1462	0.5591	0.7741	0.279	0.6957	1.092	0.2544	0.4274	0.7157	0.3867	0.6306	1.152
-Signal Transduction	-Folding, Sorting and Degradation	0.005863	0.03124	0.06159	0.005393	0.029	0.04623	0.006697	0.03275	0.07605	0.006817	0.02748	0.04138
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.115	0.5153	0.7682	0.25	0.6542	1.087	0.2208	0.3798	0.6844	0.3599	0.5892	1.142
Cellular Processes	-Folding, Sorting and Degradation	2.801	3.15	4.42	1.988	2.167	3.478	3.078	3.576	4.576	1.58	1.9	3.033
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.06597	0.1029	0.1251	0.05419	0.07508	0.1062	0.07323	0.1292	0.1516	0.04831	0.07295	0.09668
-Cytoskeleton	-Folding, Sorting and Degradation	2.393	2.685	4.017	1.532	1.646	3	2.73	3.086	4.195	1.174	1.377	2.66
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.00642	0.07342	0.09747	0.006257	0.07079	0.09628	0.007129	0.07965	0.1034	0.005269	0.07099	0.09127
-Cell Communication	-Folding, Sorting and Degradation	0.1682	0.2666	0.3686	0.2062	0.3358	0.4611	0.1263	0.1952	0.2874	0.1846	0.2842	0.4041
Metabolism	-Folding, Sorting and Degradation	0.6241	0.7484	1.091	0.5981	0.7303	1.106	0.5821	0.7284	1.031	0.5389	0.6666	0.9996
-Membrane Transport	-Folding, Sorting and Degradation	0.0003695	0.0009207	0.003239	0.0002956	0.0009368	0.002771	0.0001331	0.0007508	0.003144	0.0002131	0.0009218	0.001705
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.07298	0.1847	0.3541	0.07238	0.1969	0.3755	0.06601	0.1696	0.3492	0.07163	0.1805	0.3409
-Energy Metabolism	-Folding, Sorting and Degradation	0.03277	0.04878	0.1557	0.0306	0.04526	0.1349	0.02524	0.05484	0.1566	0.02862	0.04631	0.1277
-Biosynthesis	-Folding, Sorting and Degradation	0.09401	0.1175	0.1667	0.08333	0.1181	0.1518	0.08073	0.1019	0.1582	0.07354	0.1186	0.137
-Other Enzymes	-Folding, Sorting and Degradation	0.235	0.3674	0.6868	0.231	0.3716	0.6468	0.2076	0.3621	0.72	0.1988	0.3184	0.5603
Organismal Systems	-Folding, Sorting and Degradation	0.2402	0.2946	0.4914	0.2156	0.2913	0.4528	0.2495	0.3266	0.4755	0.2136	0.2822	0.4697
-Immune System	-Folding, Sorting and Degradation	0.01695	0.103	0.177	0.01928	0.09271	0.1775	0.01531	0.1088	0.1983	0.01928	0.09909	0.1721
-Endocrine System	-Folding, Sorting and Degradation	0.00557	0.01888	0.1284	0.004893	0.01553	0.1491	0.00537	0.01956	0.1037	0.004622	0.01484	0.1348
-Circulatory System	-Folding, Sorting and Degradation	0.06782	0.09195	0.1502	0.05147	0.076	0.138	0.08596	0.1103	0.1463	0.05482	0.07868	0.1526
-Digestive System	-Folding, Sorting and Degradation	0.0007932	0.002984	0.03739	0.0008293	0.002813	0.04139	0.0007397	0.002512	0.02073	0.0003086	0.002501	0.0332
-Excretory System	-Folding, Sorting and Degradation	0.004289	0.01234	0.02816	0.003483	0.01029	0.02102	0.00411	0.01202	0.02796	0.002962	0.008618	0.02024
-Nervous System	-Folding, Sorting and Degradation	0.002696	0.007198	0.08251	0.002781	0.007939	0.07762	0.002097	0.004665	0.09218	0.001872	0.008077	0.07746
-Sensory System	-Folding, Sorting and Degradation	0	0	0.00122	0	0	0.001135	0	0	0.001268	0	0	0.001067
-Development	-Folding, Sorting and Degradation	0.006698	0.008167	0.03553	0.007724	0.008923	0.03776	0.006077	0.006851	0.03396	0.007653	0.009142	0.04018
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0.000717	0.06849	0	0.000555	0.06055	0	0.0006396	0.07053	0	0.0004588	0.05979
Human Diseases	-Folding, Sorting and Degradation	0.5397	0.7383	1.245	0.5013	0.6889	1.423	0.5775	0.8136	1.067	0.4777	0.611	1.482
-Cancers	-Folding, Sorting and Degradation	0.01794	0.0207	0.2372	0.01624	0.02129	0.2623	0.02015	0.02391	0.1997	0.0178	0.02282	0.2354
-Immune System Diseases	-Folding, Sorting and Degradation	0.01128	0.02055	0.04527	0.01099	0.02147	0.05145	0.00976	0.01706	0.03112	0.01076	0.02037	0.04926
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.05477	0.1633	0.2654	0.04709	0.1035	0.2428	0.06369	0.1774	0.2894	0.04877	0.08658	0.2112
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.1247	0.2119	0.2929	0.1332	0.2302	0.3345	0.1185	0.1984	0.2523	0.1308	0.2262	0.2915
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0.05415	0	0	0.06482	0	0	0.04324	0	0	0.0605
-Infectious Diseases	-Folding, Sorting and Degradation	0.09871	0.1468	0.8084	0.09102	0.1529	0.947	0.1031	0.168	0.67	0.08996	0.143	1.077
Not Mapped	-Folding, Sorting and Degradation	1.04	1.155	1.394	0.9335	1.034	1.29	1.1	1.247	1.424	0.9223	1.049	1.253
-Not Mapped	-Folding, Sorting and Degradation	1.04	1.155	1.394	0.9335	1.034	1.29	1.1	1.247	1.424	0.9223	1.049	1.253
TOTAL	-DNA Maintenance	12.4	13.08	105.4	9.648	10.14	99.69	15.92	17.18	106.6	8.304	8.671	98.14
MAPPED	-DNA Maintenance	10.79	11.38	91.67	8.416	8.848	86.95	13.77	14.86	92.14	7.188	7.506	84.96
Genetic Information Processing	-DNA Maintenance	3.058	3.298	18.78	2.755	2.975	20.4	3.461	3.875	17.72	2.611	2.802	21.17
-Transcription	-DNA Maintenance	0.1486	0.1584	1.269	0.1409	0.1467	1.45	0.1532	0.1684	1.031	0.1249	0.1285	1.454
-Translation	-DNA Maintenance	0.5124	0.5655	4.558	0.4755	0.5107	5.003	0.5798	0.6713	4.175	0.4356	0.4907	5.259
-Folding, Sorting and Degradation	-DNA Maintenance	1.366	1.61	11.25	1.102	1.349	11.98	1.728	2.087	11.13	0.995	1.238	13.18
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.2537	0.9404	5.364	0.355	1.105	7.781	0.4935	1.117	5.281	0.4093	1.011	8.416
-Signal Transduction	-DNA Maintenance	0.02596	0.09312	0.2752	0.02019	0.06047	0.2526	0.03791	0.1559	0.314	0.01641	0.04952	0.2499
-Signaling Molecules and Interaction	-DNA Maintenance	0.2278	0.8473	5.089	0.3348	1.045	7.55	0.4556	0.961	4.984	0.3929	0.9613	8.167
Cellular Processes	-DNA Maintenance	4.237	5.187	36.88	2.582	3.314	27.1	6.178	7.174	41.35	1.905	2.473	23.27
-Crystallins	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.1062	0.1744	1.055	0.07128	0.1295	0.7818	0.15	0.2692	1.262	0.05827	0.126	0.7771
-Cytoskeleton	-DNA Maintenance	3.596	4.587	31.74	1.868	2.792	21.72	5.297	6.439	36.84	1.311	2.035	18.28
-Cell Motility	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.008971	0.12	0.9253	0.007456	0.09567	0.9164	0.01232	0.1632	1.015	0.005695	0.08576	0.9361
-Cell Communication	-DNA Maintenance	0.3483	0.5035	3.164	0.3461	0.5779	3.749	0.3435	0.6237	2.51	0.28	0.5765	3.307
Metabolism	-DNA Maintenance	0.9437	1.354	9.612	0.772	1.133	9.453	1.126	1.729	9.663	0.6674	0.9098	8.81
-Membrane Transport	-DNA Maintenance	0.0005951	0.004377	0.02686	0.0003838	0.00328	0.02341	0.0002727	0.004572	0.02879	0.0002552	0.002111	0.01596
-Central Carbon Metabolism	-DNA Maintenance	0.1884	0.4837	2.162	0.1726	0.4137	2.322	0.2009	0.6111	2.137	0.1462	0.3392	2.355
-Energy Metabolism	-DNA Maintenance	0.05257	0.2375	0.7502	0.04026	0.2066	0.8436	0.05267	0.3145	0.8851	0.03451	0.1749	0.8151
-Biosynthesis	-DNA Maintenance	0.1422	0.2365	1.343	0.1076	0.1809	1.222	0.1685	0.2889	1.435	0.0872	0.1457	1.254
-Other Enzymes	-DNA Maintenance	0.3284	0.6199	6.899	0.2753	0.5219	6.878	0.3587	0.8256	6.956	0.2415	0.4142	6.251
Organismal Systems	-DNA Maintenance	0.4024	0.6867	3.649	0.2932	0.5396	3.771	0.5206	0.8215	3.719	0.2807	0.4994	3.742
-Immune System	-DNA Maintenance	0.09456	0.2317	1.468	0.0812	0.2336	1.277	0.1313	0.2812	1.594	0.0882	0.1948	1.316
-Endocrine System	-DNA Maintenance	0.008272	0.03123	1.188	0.005996	0.02069	1.424	0.01033	0.04008	1.009	0.004599	0.01821	1.329
-Circulatory System	-DNA Maintenance	0.09684	0.2381	1.246	0.06145	0.1818	1.114	0.1584	0.269	1.324	0.05956	0.1814	1.248
-Digestive System	-DNA Maintenance	0.001752	0.01019	0.05226	0.001118	0.01306	0.04932	0.002172	0.01108	0.04996	0.0006316	0.006377	0.03892
-Excretory System	-DNA Maintenance	0.006378	0.03846	0.119	0.00415	0.02765	0.1111	0.009287	0.04893	0.1338	0.003232	0.02441	0.1048
-Nervous System	-DNA Maintenance	0.004341	0.07902	0.1153	0.003658	0.07212	0.0977	0.004297	0.04801	0.1593	0.002258	0.06622	0.1064
-Sensory System	-DNA Maintenance	0	0	0.001964	0	0	0.001493	0	0	0.002598	0	0	0.001287
-Development	-DNA Maintenance	0.00965	0.05373	0.318	0.009591	0.04738	0.3385	0.0106	0.04804	0.3303	0.008697	0.04525	0.3813
-Environmental Adaptation	-DNA Maintenance	0	0.002388	0.1004	0	0.002239	0.07617	0	0.003361	0.1277	0	0.002372	0.06544
Human Diseases	-DNA Maintenance	0.8657	1.7	12.12	0.6761	1.568	13.29	1.183	1.844	10.44	0.5916	1.32	13.08
-Cancers	-DNA Maintenance	0.02713	0.1717	1.126	0.01935	0.1767	1.333	0.03537	0.2141	0.969	0.01892	0.1994	1.21
-Immune System Diseases	-DNA Maintenance	0.01781	0.0729	0.5093	0.0131	0.06768	0.562	0.01794	0.06103	0.3698	0.01144	0.05942	0.5472
-Neurodegenerative Diseases	-DNA Maintenance	0.129	0.4022	1.838	0.07736	0.2921	1.534	0.1773	0.5845	1.975	0.0749	0.2327	1.588
-Cardiovascular Diseases	-DNA Maintenance	0.2001	0.376	2.721	0.1796	0.345	2.98	0.2473	0.4133	2.216	0.162	0.2816	3.225
-Metabolic Diseases	-DNA Maintenance	0	0	0.6955	0	0	0.8379	0	0	0.5601	0	0	0.8142
-Infectious Diseases	-DNA Maintenance	0.1916	0.3697	6.985	0.1501	0.2864	8.166	0.2614	0.5175	6.276	0.1423	0.2449	9.509
Not Mapped	-DNA Maintenance	1.615	1.703	13.72	1.232	1.296	12.73	2.154	2.325	14.42	1.116	1.165	13.18
-Not Mapped	-DNA Maintenance	1.615	1.703	13.72	1.232	1.296	12.73	2.154	2.325	14.42	1.116	1.165	13.18
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Development	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	13.16	14.65	51.57	8.591	9.622	28.21	14.71	16.2	34.82	7.945	8.923	21.04
MAPPED	Environmental Information Processing	11.45	12.74	44.85	7.493	8.393	24.6	12.72	14.01	30.11	6.877	7.724	18.21
Genetic Information Processing	Environmental Information Processing	2.052	3.628	11.24	1.469	2.77	6.674	2.224	3.586	6.157	1.451	2.854	5.504
-Transcription	Environmental Information Processing	0.1563	0.1773	0.6097	0.1234	0.1415	0.4018	0.1416	0.1561	0.3326	0.1168	0.1338	0.3052
-Translation	Environmental Information Processing	0.5566	0.6125	2.229	0.4237	0.4789	1.439	0.5416	0.622	1.36	0.418	0.4833	1.199
-Folding, Sorting and Degradation	Environmental Information Processing	1.229	1.771	5.384	0.8504	1.235	3.104	1.341	1.931	3.758	0.8517	1.241	2.486
-DNA Maintenance	Environmental Information Processing	0.1092	0.7918	2.83	0.07101	0.4156	2.243	0.1255	0.4197	1.491	0.06463	0.293	1.964
-RNA Family	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.007574	0.08713	0.2132	0.004938	0.05472	0.1039	0.008983	0.07971	0.1396	0.005918	0.04197	0.06922
-Signaling Molecules and Interaction	Environmental Information Processing	0.7148	0.901	0.9616	0.8601	0.9431	0.972	0.7634	0.8885	0.9562	0.9026	0.9538	0.9726
Cellular Processes	Environmental Information Processing	4.871	5.434	18.07	2.316	3.115	7.433	5.894	6.886	13.4	1.827	2.771	4.856
-Crystallins	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.1169	0.1845	0.6121	0.06695	0.1011	0.2691	0.1414	0.241	0.4843	0.05997	0.09877	0.1887
-Cytoskeleton	Environmental Information Processing	4.152	4.938	15	1.788	2.61	6.262	5.203	6.158	11.55	1.374	2.266	3.996
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.01148	0.1289	0.4729	0.007677	0.08958	0.2695	0.01668	0.1538	0.3447	0.00569	0.08596	0.2095
-Cell Communication	Environmental Information Processing	0.2068	0.5512	1.985	0.1754	0.44	1.356	0.1765	0.4754	1.019	0.1572	0.3721	0.9148
Metabolism	Environmental Information Processing	1.004	1.367	5.336	0.6986	1.008	3.192	1.009	1.576	3.504	0.6645	0.9411	2.223
-Membrane Transport	Environmental Information Processing	0.0006546	0.002346	0.01238	0.0003652	0.001094	0.007357	0.000257	0.001276	0.008246	0.0002645	0.0009423	0.003235
-Central Carbon Metabolism	Environmental Information Processing	0.1601	0.3602	1.907	0.1243	0.2433	1.165	0.1467	0.3277	1.238	0.1189	0.2224	0.8286
-Energy Metabolism	Environmental Information Processing	0.05998	0.1399	0.3513	0.03605	0.1084	0.2492	0.05444	0.1252	0.4259	0.03484	0.09294	0.2609
-Biosynthesis	Environmental Information Processing	0.1512	0.2504	0.6328	0.09733	0.1519	0.3609	0.1571	0.2511	0.3912	0.08626	0.1437	0.2884
-Other Enzymes	Environmental Information Processing	0.4204	0.8872	2.443	0.329	0.5923	1.47	0.4857	0.873	1.673	0.3246	0.4835	0.9599
Organismal Systems	Environmental Information Processing	0.2953	0.8789	1.663	0.1833	0.6509	1.265	0.3558	0.7761	1.561	0.182	0.623	1.062
-Immune System	Environmental Information Processing	0.08711	0.2216	0.9132	0.0582	0.1431	0.4905	0.05753	0.2557	0.6691	0.04792	0.1563	0.4183
-Endocrine System	Environmental Information Processing	0.008652	0.03321	0.6598	0.004914	0.01872	0.4502	0.011	0.03441	0.3898	0.005151	0.01801	0.3352
-Circulatory System	Environmental Information Processing	0.109	0.2323	0.4667	0.06012	0.1499	0.2156	0.146	0.215	0.384	0.06227	0.1418	0.2648
-Digestive System	Environmental Information Processing	0.003284	0.008786	0.06688	0.002392	0.005474	0.0595	0.00278	0.007891	0.0485	0.0007673	0.004624	0.05264
-Excretory System	Environmental Information Processing	0.006633	0.03415	0.09258	0.003842	0.01935	0.05223	0.007059	0.03293	0.08359	0.003199	0.01642	0.03629
-Nervous System	Environmental Information Processing	0.004775	0.01853	0.1284	0.003436	0.01195	0.08498	0.004051	0.01519	0.1599	0.002324	0.009325	0.08365
-Sensory System	Environmental Information Processing	0	0	0.00216	0	0	0.001402	0	0	0.00245	0	0	0.001324
