Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Neurodegenerative Diseases	-Membrane Transport	67.17	112.2	293	46.34	98.65	213	75.01	125.8	703.4	53.98	111.2	241.7
-Cardiovascular Diseases	-Membrane Transport	24.58	120.6	441.6	25.13	109.6	514.6	23.8	83.05	601.8	27.25	103.2	649.9
-Metabolic Diseases	-Membrane Transport	0	0	67.93	0	0	84	0	0	79.18	0	0	91.31
-Infectious Diseases	-Membrane Transport	25.53	130.5	536.4	24.57	94.32	756.9	26.16	142.3	976.9	31.02	88.05	1518
Not Mapped	-Membrane Transport	398.2	872.9	3537	341.2	648.2	3485	430.3	927.9	7257	372.4	803.4	4136
-Not Mapped	-Membrane Transport	398.2	872.9	3537	341.2	648.2	3485	430.3	927.9	7257	372.4	803.4	4136
TOTAL	-Central Carbon Metabolism	17.93	35.66	74.35	15.48	31.04	65.25	18.5	37.99	86.05	16.91	32.16	63.09
MAPPED	-Central Carbon Metabolism	14.88	29.59	61.7	12.79	25.64	53.91	15.3	31.41	71.16	13.88	26.4	51.79
Genetic Information Processing	-Central Carbon Metabolism	3.384	9.332	17.55	3.41	9.752	17.77	3.274	9.052	18.18	3.968	11.2	19.44
-Transcription	-Central Carbon Metabolism	0.21	0.4149	0.9161	0.2293	0.4652	1.012	0.1771	0.3699	0.8808	0.2622	0.507	1.029
-Translation	-Central Carbon Metabolism	1.086	2.11	4.482	1.16	2.201	4.696	1.004	2.009	4.681	1.43	2.329	4.652
-Folding, Sorting and Degradation	-Central Carbon Metabolism	1.72	3.756	6.499	1.651	3.624	6.176	1.759	4.097	7.704	1.853	4.159	6.64
-DNA Maintenance	-Central Carbon Metabolism	0.3678	1.231	3.859	0.3692	1.318	4.624	0.3345	1.329	3.263	0.4226	1.354	5.426
-RNA Family	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	0.3156	1.143	1.76	0.2978	1.186	1.884	0.3983	1.313	2.28	0.3775	1.25	2.006
-Signal Transduction	-Central Carbon Metabolism	0.02092	0.1292	0.415	0.02226	0.1306	0.3135	0.02193	0.1388	0.6053	0.03083	0.1408	0.2864
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.2277	0.8052	1.428	0.2183	0.8859	1.558	0.2945	0.8424	1.855	0.2964	0.9759	1.707
Cellular Processes	-Central Carbon Metabolism	5.691	10.71	26.38	3.633	6.644	17.72	6.627	12.96	32.93	3.32	5.672	14.03
-Crystallins	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Central Carbon Metabolism	0.1401	0.3317	0.9273	0.09808	0.2359	0.7324	0.1856	0.402	1.139	0.1054	0.2439	0.6915
-Cytoskeleton	-Central Carbon Metabolism	5.006	9.33	23.4	2.991	5.327	14.7	5.902	11.51	29.68	2.635	4.344	11.22
-Cell Motility	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Central Carbon Metabolism	0.03858	0.4844	1.161	0.03409	0.4502	1.105	0.05747	0.5889	1.449	0.02929	0.4875	1.093
-Cell Communication	-Central Carbon Metabolism	0.2665	0.4518	0.9417	0.2815	0.4993	1.04	0.233	0.4268	1.023	0.2842	0.4747	1.062
Metabolism	-Central Carbon Metabolism	2.212	3.364	9.201	2.044	3.233	8.857	2.192	3.637	10.37	2.141	3.273	8.269
-Membrane Transport	-Central Carbon Metabolism	0.001095	0.007154	0.01364	0.0009804	0.007325	0.0139	0.0005653	0.005207	0.01429	0.0009143	0.006243	0.01386
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.1079	0.2702	0.5244	0.1117	0.2081	0.5518	0.0996	0.3174	0.4997	0.1189	0.2204	0.5088
-Biosynthesis	-Central Carbon Metabolism	0.2784	0.558	1.29	0.2506	0.5181	1.115	0.2556	0.5429	1.379	0.2698	0.5011	0.9981
-Other Enzymes	-Central Carbon Metabolism	0.676	1.531	6.761	0.5826	1.386	6.584	0.6758	1.685	7.625	0.6493	1.46	6.068
Organismal Systems	-Central Carbon Metabolism	0.4843	1.169	3.728	0.4778	1.086	3.285	0.4696	1.34	3.742	0.5132	1.146	3.684
-Immune System	-Central Carbon Metabolism	0.1797	0.3558	0.8996	0.1763	0.3238	0.8069	0.1714	0.4085	1.053	0.1899	0.3831	0.9215
-Endocrine System	-Central Carbon Metabolism	0.02512	0.06516	0.1549	0.02209	0.05725	0.1818	0.03028	0.07907	0.1351	0.02615	0.06323	0.1868
-Circulatory System	-Central Carbon Metabolism	0.07391	0.4121	0.8348	0.05462	0.3383	0.7217	0.09539	0.4512	1.038	0.06412	0.3758	0.7415
-Digestive System	-Central Carbon Metabolism	0.004882	0.008722	0.05853	0.003591	0.007675	0.05691	0.004744	0.008247	0.04553	0.004224	0.007687	0.04777
-Excretory System	-Central Carbon Metabolism	0.01696	0.0817	0.1833	0.01301	0.06137	0.1141	0.01435	0.1026	0.2559	0.0111	0.05729	0.1235
-Nervous System	-Central Carbon Metabolism	0.01331	0.03825	0.5068	0.01432	0.03234	0.4764	0.008995	0.03918	0.6025	0.01283	0.03565	0.5011
-Sensory System	-Central Carbon Metabolism	0	0	0.004105	0	0	0.003694	0	0	0.00428	0	0	0.003662
-Development	-Central Carbon Metabolism	0.0131	0.03255	0.3114	0.01449	0.03275	0.3268	0.0116	0.03589	0.3201	0.01685	0.03712	0.371
-Environmental Adaptation	-Central Carbon Metabolism	0	0.00565	0.1719	0	0.004247	0.1575	0	0.005788	0.188	0	0.003604	0.1603
Human Diseases	-Central Carbon Metabolism	2.091	2.703	6.5	1.983	2.668	6.287	1.913	2.782	6.179	1.944	2.884	6.01
-Cancers	-Central Carbon Metabolism	0.02584	0.05641	0.5148	0.02226	0.04564	0.5929	0.029	0.07498	0.4122	0.02963	0.06401	0.5986
-Immune System Diseases	-Central Carbon Metabolism	0.09951	0.2309	1.369	0.1145	0.2373	1.517	0.08918	0.1575	1.015	0.1412	0.2451	1.462
-Neurodegenerative Diseases	-Central Carbon Metabolism	0.2902	0.8026	1.403	0.1961	0.7226	1.161	0.3036	0.9808	1.669	0.2033	0.7505	1.093
-Cardiovascular Diseases	-Central Carbon Metabolism	0.3352	0.5325	1.177	0.3492	0.5475	1.237	0.3084	0.4152	0.9264	0.3777	0.6433	1.29
-Metabolic Diseases	-Central Carbon Metabolism	0	0	0.486	0	0	0.6154	0	0	0.4123	0	0	0.5701
-Infectious Diseases	-Central Carbon Metabolism	0.2984	0.719	1.868	0.2791	0.662	2.081	0.3182	0.8309	2.094	0.2881	0.7713	2.613
Not Mapped	-Central Carbon Metabolism	3.051	6.068	12.65	2.691	5.396	11.34	3.201	6.572	14.89	3.027	5.759	11.3
-Not Mapped	-Central Carbon Metabolism	3.051	6.068	12.65	2.691	5.396	11.34	3.201	6.572	14.89	3.027	5.759	11.3
TOTAL	-Energy Metabolism	44.07	128.4	261.2	38.32	150.8	244.3	43.86	117.3	305.2	39.78	155.2	238.6
MAPPED	-Energy Metabolism	36.57	106.6	216.8	31.66	124.6	201.8	36.27	97.04	252.4	32.66	127.4	195.9
Genetic Information Processing	-Energy Metabolism	12.23	33.98	76	13.08	34.83	76.87	10.43	28.02	76.86	14.77	38.22	80.49
-Transcription	-Energy Metabolism	0.5156	1.535	3.139	0.5709	2.3	3.869	0.415	1.142	2.99	0.6223	2.451	3.892
-Translation	-Energy Metabolism	2.642	7.811	15.72	2.845	10.98	17.32	2.359	6.33	16.43	3.343	11.49	17.54
-Folding, Sorting and Degradation	-Energy Metabolism	4.378	13.21	30.2	4.198	16.88	27.84	4.122	11.71	33.89	4.404	17.61	26.94
-DNA Maintenance	-Energy Metabolism	1.45	2.802	26.94	1.774	2.943	29.65	1.299	2.659	23.55	1.917	2.856	32.6
-RNA Family	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	1.155	3.175	8.922	1.147	2.921	8.445	1.089	3.27	11.62	1.156	3.424	8.537
-Signal Transduction	-Energy Metabolism	0.05811	0.3463	3.01	0.05402	0.3958	1.931	0.05621	0.3758	4.755	0.07731	0.369	1.623
-Signaling Molecules and Interaction	-Energy Metabolism	0.8976	2.723	6.015	0.9515	2.823	6.435	0.8503	2.654	6.867	0.9575	3.346	6.914
Cellular Processes	-Energy Metabolism	12.88	39.6	90.47	7.91	32.11	54.06	14.76	40.85	109.8	6.898	27.58	44.04
-Crystallins	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Energy Metabolism	0.5522	1.015	2.96	0.4273	0.8084	2.362	0.6756	1.114	2.843	0.4397	0.8224	2.34
-Cytoskeleton	-Energy Metabolism	11.44	34.53	81.06	6.465	26.35	45.46	13.25	36.27	97.62	5.268	21.43	35.56
-Cell Motility	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	0.03799	2.035	3.976	0.03118	2.45	4.031	0.05092	1.972	5.043	0.02968	2.613	4.1
-Cell Communication	-Energy Metabolism	0.6561	1.66	2.84	0.7651	2.022	3.026	0.6676	1.345	2.802	0.8493	1.866	2.682
Metabolism	-Energy Metabolism	4.299	14.7	26.62	4.094	17.88	23.49	4.057	13.18	25.56	4.159	18.03	22.39
-Membrane Transport	-Energy Metabolism	0.002953	0.01373	0.0667	0.002501	0.01327	0.07326	0.00176	0.01245	0.0569	0.002135	0.01227	0.06245
-Central Carbon Metabolism	-Energy Metabolism	0.6967	3.285	6.982	0.7358	3.844	7.748	0.5735	2.774	7.217	0.7362	3.782	7.348
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	0.9898	2.065	3.531	0.8205	2.044	3.35	0.9621	1.711	3.256	0.7843	1.962	3.205
-Other Enzymes	-Energy Metabolism	1.61	7.927	13.41	1.535	8.378	13.01	1.519	7.002	15.26	1.636	8.225	13.09
Organismal Systems	-Energy Metabolism	1.909	4.402	9.894	2.296	5.438	8.679	1.824	4.223	10.17	2.328	5.652	9.471
-Immune System	-Energy Metabolism	0.389	1.33	2.227	0.4249	1.051	2.629	0.4007	1.337	2.573	0.4734	1.14	2.948
-Endocrine System	-Energy Metabolism	0.06908	0.198	0.6104	0.05894	0.2254	0.8737	0.0775	0.2051	0.5707	0.06998	0.2512	0.8475
-Circulatory System	-Energy Metabolism	0.2913	1.176	2.257	0.2625	0.8414	2.189	0.3705	1.157	2.307	0.2909	0.9566	2.253
-Digestive System	-Energy Metabolism	0.01673	0.04078	0.06887	0.01615	0.04187	0.07955	0.01843	0.02864	0.07982	0.01511	0.03517	0.09887
-Excretory System	-Energy Metabolism	0.03984	0.2608	0.795	0.02997	0.2359	0.5818	0.03981	0.3846	0.9525	0.02803	0.2167	0.6094
-Nervous System	-Energy Metabolism	0.05679	0.1638	0.7186	0.07593	0.1527	0.6703	0.04451	0.1768	0.7642	0.06328	0.1383	0.7255
-Sensory System	-Energy Metabolism	0	0	0.01519	0	0	0.01849	0	0	0.01349	0	0	0.01806
-Development	-Energy Metabolism	0.03289	0.1048	1.395	0.03667	0.1497	1.477	0.0278	0.08793	1.449	0.03987	0.1629	1.678
-Environmental Adaptation	-Energy Metabolism	0	0.01804	0.1989	0	0.01632	0.1761	0	0.01427	0.1916	0	0.01363	0.1788
Human Diseases	-Energy Metabolism	3.413	11.01	23.04	3.017	14.07	24.16	3.543	9.091	23.05	2.965	14.38	22.73
-Cancers	-Energy Metabolism	0.0393	0.3061	2.904	0.0323	0.2703	3.978	0.043	0.3955	2.04	0.04712	0.3166	3.644
-Immune System Diseases	-Energy Metabolism	0.2073	1.302	2.741	0.1763	1.839	3.689	0.151	0.7333	2.132	0.1716	1.759	3.739
-Neurodegenerative Diseases	-Energy Metabolism	1.144	1.811	9.23	0.9425	1.51	7.447	1.179	1.968	11.72	0.9224	1.624	6.566
-Cardiovascular Diseases	-Energy Metabolism	0.5678	2.775	3.757	0.5873	2.793	4.242	0.5313	1.717	3.147	0.6186	2.755	4.775
-Metabolic Diseases	-Energy Metabolism	0	0	0.9268	0	0	1.15	0	0	0.9436	0	0	1.135
-Infectious Diseases	-Energy Metabolism	0.9801	2.68	7.363	0.8342	2.962	10	0.8827	2.841	8.342	0.8687	3.176	11.85
Not Mapped	-Energy Metabolism	7.498	21.85	44.44	6.662	26.21	42.46	7.588	20.3	52.8	7.123	27.79	42.72
-Not Mapped	-Energy Metabolism	7.498	21.85	44.44	6.662	26.21	42.46	7.588	20.3	52.8	7.123	27.79	42.72
TOTAL	-Biosynthesis	44.52	64.41	79.66	46.71	61.78	73.76	45.59	69.97	93.71	50.72	64.58	79.83
MAPPED	-Biosynthesis	36.94	53.45	66.11	38.59	51.04	60.94	37.7	57.87	77.5	41.64	53.02	65.53
Genetic Information Processing	-Biosynthesis	9.259	12.35	23.29	11.48	15.94	26.07	8.648	12.81	23.6	12.66	18.83	29.39
-Transcription	-Biosynthesis	0.5209	0.7544	1.006	0.6958	0.9293	1.155	0.4313	0.6931	0.9182	0.7935	1.02	1.285
-Translation	-Biosynthesis	2.669	3.901	4.724	3.468	4.63	5.373	2.452	3.812	5.045	3.854	5.301	5.97
-Folding, Sorting and Degradation	-Biosynthesis	4.423	6.179	9.374	5.116	6.587	9.687	4.285	6.883	10.41	5.616	7.197	10.91
-DNA Maintenance	-Biosynthesis	0.7674	1.609	8.188	0.7711	1.877	10.05	0.827	1.493	7.232	0.8185	2.114	11.76
-RNA Family	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	1.134	1.364	2.403	1.188	1.671	2.579	1.122	1.654	3.519	1.392	2.01	2.962
-Signal Transduction	-Biosynthesis	0.03337	0.2066	0.8109	0.03989	0.2388	0.5783	0.03498	0.2485	1.312	0.05875	0.2533	0.5478
-Signaling Molecules and Interaction	-Biosynthesis	0.818	1.107	1.967	0.8712	1.506	2.447	0.8838	1.391	2.109	1.099	1.711	2.81
Cellular Processes	-Biosynthesis	13.01	20.45	25.98	9.64	14.5	19.56	15.34	25.93	32.98	8.55	12.31	19.11
-Crystallins	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Biosynthesis	0.2934	0.5372	0.8385	0.2628	0.4265	0.7905	0.3325	0.726	0.9274	0.2646	0.4545	0.9574
-Cytoskeleton	-Biosynthesis	11.56	17.98	23.68	7.879	11.94	16.4	13.77	23.02	29.89	6.717	9.768	16.59
-Cell Motility	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.03838	1.002	1.209	0.038	1.047	1.203	0.05293	1.153	1.549	0.03784	1.121	1.332
-Cell Communication	-Biosynthesis	0.4065	0.7991	1.031	0.5298	0.9525	1.163	0.3472	0.7479	0.9619	0.5349	0.9473	1.097
Metabolism	-Biosynthesis	4.343	7.172	7.952	4.989	7.289	8.748	4.217	7.622	8.492	5.302	7.745	8.962
-Membrane Transport	-Biosynthesis	0.002983	0.01179	0.01892	0.002988	0.01097	0.02298	0.001668	0.01254	0.01813	0.002722	0.006379	0.02659
-Central Carbon Metabolism	-Biosynthesis	0.7038	1.595	2.985	0.8866	1.838	3.292	0.5961	1.595	3.189	0.9387	1.906	3.059
-Energy Metabolism	-Biosynthesis	0.2694	0.4564	0.9113	0.262	0.4249	0.8303	0.2669	0.4921	1.007	0.2866	0.4257	0.8171
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	1.626	3.435	5.45	1.871	3.414	6.366	1.579	3.735	5.531	2.086	3.424	6.576
Organismal Systems	-Biosynthesis	1.721	2.131	2.669	1.719	2.096	2.946	1.837	2.227	2.974	1.902	2.287	3.458
-Immune System	-Biosynthesis	0.1581	0.6416	0.9804	0.2079	0.7036	1.016	0.1452	0.6774	0.9786	0.2413	0.73	1.113
-Endocrine System	-Biosynthesis	0.06978	0.09588	0.5563	0.07184	0.08689	0.7254	0.08055	0.1151	0.4886	0.07999	0.1016	0.6925
-Circulatory System	-Biosynthesis	0.2655	0.6392	0.879	0.2179	0.5737	0.9867	0.3732	0.6888	0.9158	0.2377	0.6458	1.22
-Digestive System	-Biosynthesis	0.006802	0.01718	0.0412	0.007901	0.01481	0.05103	0.007359	0.01828	0.02714	0.007702	0.01645	0.04485
-Excretory System	-Biosynthesis	0.02543	0.07829	0.2599	0.02391	0.06181	0.2203	0.01959	0.1271	0.3419	0.02103	0.06209	0.2454
-Nervous System	-Biosynthesis	0.02749	0.06086	0.726	0.02927	0.0621	0.8169	0.02656	0.06753	0.7944	0.0256	0.05774	0.925
-Sensory System	-Biosynthesis	0	0	0.007357	0	0	0.007128	0	0	0.007883	0	0	0.007307
-Development	-Biosynthesis	0.03323	0.05016	0.5671	0.04469	0.06118	0.7224	0.02889	0.04718	0.5251	0.05084	0.06592	0.8553
-Environmental Adaptation	-Biosynthesis	0	0.005108	0.201	0	0.004277	0.2146	0	0.004714	0.1992	0	0.003906	0.228
Human Diseases	-Biosynthesis	3.301	5.769	10.03	3.645	5.95	11.68	3.293	5.025	8.353	3.683	6.123	13.19
-Cancers	-Biosynthesis	0.0397	0.1191	0.8554	0.03936	0.1097	1.042	0.0447	0.1459	0.7459	0.06008	0.1374	1.044
-Immune System Diseases	-Biosynthesis	0.1492	0.6447	1.211	0.2104	0.7612	1.482	0.1218	0.4666	0.8268	0.2187	0.7233	1.529
-Neurodegenerative Diseases	-Biosynthesis	0.6143	1.109	2.936	0.4551	0.8895	2.737	0.7114	1.268	3.598	0.5077	0.8226	2.553
-Cardiovascular Diseases	-Biosynthesis	0.5736	1.064	1.576	0.7158	1.246	1.802	0.5522	0.9115	1.207	0.7887	1.399	2.011
-Metabolic Diseases	-Biosynthesis	0	0	0.3767	0	0	0.5456	0	0	0.3029	0	0	0.5711
-Infectious Diseases	-Biosynthesis	0.4474	1.136	6.711	0.513	1.142	8.305	0.4344	1.248	5.284	0.5458	1.285	9.685
Not Mapped	-Biosynthesis	7.575	10.96	13.55	8.119	10.74	12.82	7.887	12.11	16.21	9.082	11.56	14.29
-Not Mapped	-Biosynthesis	7.575	10.96	13.55	8.119	10.74	12.82	7.887	12.11	16.21	9.082	11.56	14.29
TOTAL	-Other Enzymes	11	19.78	26.52	9.91	18.18	24.97	11.16	20.68	27.38	10.4	18.87	25.1
MAPPED	-Other Enzymes	9.126	16.42	22.01	8.187	15.02	20.63	9.226	17.1	22.64	8.536	15.49	20.61
Genetic Information Processing	-Other Enzymes	1.885	4.576	7.11	1.921	4.999	8.65	1.851	4.152	6.319	2.155	5.757	9.177
-Transcription	-Other Enzymes	0.1355	0.2387	0.3107	0.1537	0.2745	0.3846	0.1142	0.205	0.2621	0.1696	0.2979	0.4038
-Translation	-Other Enzymes	0.6629	1.212	1.606	0.7131	1.371	1.854	0.6069	1.148	1.485	0.7667	1.434	2.043
-Folding, Sorting and Degradation	-Other Enzymes	0.9612	2.035	2.78	0.938	2.015	3.133	0.9988	2.064	2.787	1.094	2.141	3.072
-DNA Maintenance	-Other Enzymes	0.1255	0.615	2.521	0.1163	0.6407	3.348	0.1316	0.495	1.936	0.1245	0.6508	3.904
-RNA Family	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Other Enzymes	0.2504	0.4668	0.7176	0.2624	0.5112	0.7607	0.2991	0.5366	0.9118	0.3012	0.5815	0.8841
-Signal Transduction	-Other Enzymes	0.007166	0.05005	0.2405	0.008454	0.04724	0.192	0.00671	0.06622	0.3399	0.01178	0.0449	0.1681
-Signaling Molecules and Interaction	-Other Enzymes	0.2031	0.376	0.5627	0.217	0.4306	0.6199	0.2432	0.3836	0.5646	0.2563	0.4798	0.7161
Cellular Processes	-Other Enzymes	3.752	5.984	8.001	2.468	3.968	5.73	4.318	7.116	9.712	2.107	3.367	4.824
-Crystallins	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Other Enzymes	0.08102	0.1564	0.2886	0.06213	0.1198	0.2657	0.09249	0.1809	0.3311	0.06281	0.1275	0.2668
-Cytoskeleton	-Other Enzymes	3.329	5.204	7.107	2.048	3.476	4.724	3.893	6.296	8.721	1.685	2.877	3.849
-Cell Motility	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Other Enzymes	0.0236	0.2002	0.372	0.02031	0.2106	0.4008	0.03352	0.2138	0.4146	0.01814	0.2247	0.4246
-Cell Communication	-Other Enzymes	0.06649	0.2268	0.3942	0.0799	0.3122	0.4832	0.05527	0.1938	0.3448	0.08133	0.3033	0.4378
Metabolism	-Other Enzymes	1.361	2.038	2.671	1.345	2.134	2.667	1.344	1.948	2.67	1.363	2.074	2.542
-Membrane Transport	-Other Enzymes	0.0008011	0.002532	0.008468	0.0007525	0.002895	0.008458	0.0004075	0.00241	0.00794	0.0006845	0.002317	0.00712
-Central Carbon Metabolism	-Other Enzymes	0.1422	0.4669	0.8689	0.1393	0.4861	0.9247	0.1297	0.45	0.8721	0.1501	0.4917	0.8934
-Energy Metabolism	-Other Enzymes	0.04633	0.1233	0.3753	0.03951	0.1125	0.3572	0.0526	0.1194	0.3809	0.04358	0.114	0.3395
-Biosynthesis	-Other Enzymes	0.1636	0.2861	0.4832	0.1508	0.2809	0.4302	0.1592	0.2591	0.4782	0.1498	0.2678	0.4155
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0.3243	0.5553	1.613	0.2916	0.5279	1.575	0.3488	0.609	1.578	0.3246	0.5659	1.658
-Immune System	-Other Enzymes	0.02901	0.1981	0.3092	0.03266	0.2275	0.3027	0.02626	0.2078	0.3562	0.03616	0.2555	0.3584
-Endocrine System	-Other Enzymes	0.01466	0.02935	0.1117	0.01243	0.03071	0.1392	0.01702	0.03224	0.08898	0.01441	0.03455	0.1356
-Circulatory System	-Other Enzymes	0.08263	0.1187	0.4674	0.06526	0.1005	0.5136	0.1056	0.1381	0.3748	0.07425	0.1113	0.5847
-Digestive System	-Other Enzymes	0.001248	0.00515	0.02305	0.001241	0.004706	0.02728	0.001331	0.005042	0.01605	0.001154	0.004746	0.0215
-Excretory System	-Other Enzymes	0.01208	0.02894	0.07438	0.009321	0.02509	0.06547	0.009368	0.02926	0.09351	0.007829	0.02366	0.06572
-Nervous System	-Other Enzymes	0.007164	0.01741	0.3672	0.007371	0.01636	0.3547	0.005138	0.01808	0.3934	0.006307	0.0153	0.3534
-Sensory System	-Other Enzymes	0	0	0.001917	0	0	0.001795	0	0	0.001926	0	0	0.0018
-Development	-Other Enzymes	0.008093	0.01937	0.1859	0.009316	0.02389	0.1959	0.006996	0.01717	0.1694	0.01039	0.02437	0.2073
-Environmental Adaptation	-Other Enzymes	0	0.001703	0.1123	0	0.001313	0.1136	0	0.001509	0.1115	0	0.00111	0.1093
Human Diseases	-Other Enzymes	0.9614	1.651	2.12	0.9548	1.743	2.365	0.7999	1.575	2.332	0.9905	1.64	2.662
-Cancers	-Other Enzymes	0.02186	0.03661	0.1399	0.01946	0.03652	0.1572	0.02638	0.0408	0.1187	0.02412	0.04556	0.1588
-Immune System Diseases	-Other Enzymes	0.05535	0.1845	0.2785	0.0556	0.2195	0.3343	0.03017	0.1292	0.1765	0.05392	0.2135	0.3005
-Neurodegenerative Diseases	-Other Enzymes	0.1142	0.2789	0.9554	0.1006	0.2364	0.8774	0.1286	0.3468	0.9987	0.1127	0.2609	0.7695
-Cardiovascular Diseases	-Other Enzymes	0.1741	0.2891	0.4627	0.1879	0.3224	0.5063	0.09847	0.2436	0.3497	0.2127	0.3647	0.5747
-Metabolic Diseases	-Other Enzymes	0	0	0.09265	0	0	0.1082	0	0	0.07758	0	0	0.1131
-Infectious Diseases	-Other Enzymes	0.1398	0.3304	1.264	0.137	0.3171	1.604	0.1518	0.3428	0.9553	0.1394	0.3438	1.846
Not Mapped	-Other Enzymes	1.871	3.366	4.513	1.723	3.16	4.341	1.93	3.578	4.737	1.862	3.378	4.495
-Not Mapped	-Other Enzymes	1.871	3.366	4.513	1.723	3.16	4.341	1.93	3.578	4.737	1.862	3.378	4.495
TOTAL	Organismal Systems	7.438	30.43	37.02	5.902	28.58	34.41	9.183	31.82	35.11	5.227	27.24	33.33
MAPPED	Organismal Systems	6.172	25.25	30.73	4.876	23.61	28.43	7.594	26.31	29.03	4.291	22.37	27.36
Genetic Information Processing	Organismal Systems	1.485	6.484	9.311	1.361	7.136	10.8	1.693	6.192	8.109	1.268	7.548	10.51
-Transcription	Organismal Systems	0.08744	0.3776	0.4354	0.08933	0.4457	0.5407	0.08711	0.3197	0.3653	0.08286	0.4425	0.5265
-Translation	Organismal Systems	0.4488	1.861	2.242	0.4247	2.027	2.575	0.5008	1.74	1.885	0.3858	2.033	2.818
-Folding, Sorting and Degradation	Organismal Systems	0.7444	3.354	3.699	0.6594	3.441	3.912	0.9034	3.103	3.746	0.6362	3.516	3.758
-DNA Maintenance	Organismal Systems	0.2041	0.9351	3.301	0.1874	1.092	4.166	0.2014	0.7477	2.498	0.1629	1.091	4.255
-RNA Family	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Organismal Systems	0.1836	0.6711	1.062	0.1878	0.7154	1.255	0.2196	0.8482	1.2	0.1773	0.7357	1.343
-Signal Transduction	Organismal Systems	0.01125	0.09572	0.3489	0.009363	0.09744	0.2759	0.01315	0.1087	0.4835	0.009878	0.07927	0.2246
-Signaling Molecules and Interaction	Organismal Systems	0.1723	0.5753	1.003	0.1784	0.618	1.231	0.2065	0.6272	0.9444	0.1674	0.6392	1.313
Cellular Processes	Organismal Systems	2.166	9.19	13.1	1.191	6.228	10.89	3.065	11.34	13.3	0.856	4.95	9.864
-Crystallins	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Organismal Systems	0.04704	0.2893	0.3779	0.03115	0.2459	0.3318	0.06508	0.308	0.4158	0.02649	0.2254	0.3054
-Cytoskeleton	Organismal Systems	1.988	8.193	11.9	1.04	5.237	9.541	2.854	10.08	11.99	0.7327	3.791	8.564
-Cell Motility	Organismal Systems	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Organismal Systems	0.009276	0.47	0.5749	0.007427	0.4887	0.5781	0.01536	0.5207	0.5816	0.005557	0.4616	0.5785
-Cell Communication	Organismal Systems	0.1215	0.3847	0.5503	0.1129	0.3965	0.5891	0.131	0.3184	0.4614	0.09127	0.35	0.5539
Metabolism	Organismal Systems	0.8086	3.339	4.555	0.7043	3.218	4.798	0.9718	3.047	4.229	0.6208	3.041	4.199
