Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Crystallins	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Energy Metabolism	0.001118	0.01804	0.01968	0.0007189	0.01222	0.01353	0.0006874	0.01516	0.01678	0.0006376	0.01182	0.01332	0.0006228	0.01902	0.02129
-Cytoskeleton	-Energy Metabolism	0.1174	0.174	0.1843	0.09739	0.1485	0.1581	0.08574	0.126	0.1369	0.08693	0.1287	0.1386	0.1041	0.1423	0.1527
-Cell Motility	-Energy Metabolism	0.2983	0.4254	0.4429	0.000137	0.000198	0.0002136	9.967e-05	0.0001372	0.0001521	9.23e-05	0.000129	0.000141	9.833e-05	0.0001265	0.00014
-Cell Growth and Death	-Energy Metabolism	0.1001	0.1543	0.1691	0.09331	0.1494	0.1646	0.08828	0.1375	0.1579	0.09507	0.1482	0.1723	0.1205	0.1736	0.2029
-Cellular Community	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Energy Metabolism	20.08	29.79	30.56	16.85	25.92	26.24	15.64	23.1	23.96	16.16	24.2	24.77	18.11	24.88	25.77
-Membrane Transport	-Energy Metabolism	3.245	4.839	5.12	2.62	3.859	4.041	2.317	3.269	3.502	2.124	3.04	3.252	2.006	2.838	3.029
-Central Carbon Metabolism	-Energy Metabolism	8.02	11.61	12.11	6.252	9.568	10.01	5.408	8.042	8.569	5.085	7.525	8.022	5.451	7.407	7.732
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	5.001	7.506	8.076	4.847	7.555	7.947	4.985	7.447	7.946	5.98	9.138	9.485	7.283	10.31	10.63
-Other Enzymes	-Energy Metabolism	2.811	4.638	5.036	2.131	3.568	3.985	1.932	3.081	3.499	1.967	3.04	3.519	2.371	3.246	3.498
Organismal Systems	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Energy Metabolism	0.008665	0.0592	0.2911	0.008047	0.05262	0.2752	0.007012	0.03957	0.2894	0.007225	0.03748	0.2902	0.006404	0.03866	0.3299
-Cancers	-Energy Metabolism	0	0	0.00608	0	0	0.003678	0	0	0.002943	0	0	0.002727	0	0	0.003065
-Immune Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Energy Metabolism	2.281e-05	0.01311	0.06439	1.65e-05	0.01021	0.05677	1.144e-05	0.01077	0.04309	1.075e-05	0.009617	0.04052	1.054e-05	0.01095	0.04156
-Drug resistance	-Energy Metabolism	0.001676	0.02685	0.2911	0.001568	0.02276	0.2752	0.001591	0.02054	0.2894	0.001693	0.01923	0.2902	0.002257	0.01863	0.3299
Not Mapped	-Energy Metabolism	3.301	4.894	4.964	2.247	3.402	3.452	1.962	2.87	2.937	1.909	2.824	2.886	2.211	2.995	3.086
-Not Mapped	-Energy Metabolism	3.301	4.894	4.964	2.247	3.402	3.452	1.962	2.87	2.937	1.909	2.824	2.886	2.211	2.995	3.086
TOTAL	-Biosynthesis	6.072	6.404	6.562	5.204	5.542	5.635	4.804	5.096	5.174	4.212	4.422	4.482	4.105	4.232	4.302
MAPPED	-Biosynthesis	5.464	5.763	5.905	4.776	5.086	5.172	4.442	4.712	4.784	3.916	4.112	4.167	3.82	3.939	4.004
Genetic Information Processing	-Biosynthesis	1.534	1.641	1.694	1.405	1.511	1.543	1.404	1.509	1.551	1.293	1.374	1.418	1.371	1.431	1.48
-Transcription	-Biosynthesis	0.2574	0.2669	0.2816	0.2349	0.2416	0.2553	0.2299	0.2376	0.2511	0.201	0.206	0.2182	0.2	0.2048	0.2173
-Translation	-Biosynthesis	0.8448	0.8971	0.9187	0.806	0.8579	0.8763	0.8445	0.8967	0.9142	0.8081	0.8499	0.8623	0.8879	0.9187	0.9324
-Folding, Sorting and Degradation	-Biosynthesis	0.3399	0.3841	0.3981	0.2842	0.3195	0.3333	0.2599	0.295	0.3076	0.2276	0.2544	0.2662	0.2279	0.2518	0.2617
-DNA Maintenance	-Biosynthesis	0.08951	0.09479	0.09681	0.076	0.08274	0.08497	0.06565	0.07327	0.07476	0.05239	0.05848	0.05953	0.04862	0.05485	0.05588
-RNA Family	-Biosynthesis	6.776e-06	9.635e-06	1.161e-05	4.946e-06	7.001e-06	8.314e-06	3.485e-06	4.896e-06	5.846e-06	2.679e-06	3.78e-06	4.533e-06	2.337e-06	3.292e-06	4.015e-06
Environmental Information Processing	-Biosynthesis	0.04747	0.0558	0.06449	0.03263	0.03701	0.04586	0.02425	0.0278	0.03458	0.01912	0.02199	0.02677	0.01689	0.01946	0.02332
-Signal Transduction	-Biosynthesis	0.047	0.05532	0.06399	0.03263	0.03701	0.04586	0.02425	0.0278	0.03458	0.01912	0.02199	0.02677	0.01689	0.01946	0.02332
-Signaling Molecules and Interaction	-Biosynthesis	0.0004646	0.00049	0.0005021	1.535e-06	1.635e-06	1.662e-06	1.082e-06	1.148e-06	1.166e-06	8.401e-07	8.82e-07	8.939e-07	7.44e-07	7.67e-07	7.798e-07
Cellular Processes	-Biosynthesis	0.1053	0.1126	0.1151	0.05432	0.05907	0.06177	0.04979	0.05447	0.05767	0.04318	0.04681	0.04929	0.04074	0.04472	0.0476
-Cell Structure	-Biosynthesis	0.008543	0.00901	0.009233	0.01628	0.01734	0.01763	0.01588	0.01684	0.0171	0.0137	0.01438	0.01457	0.01094	0.01128	0.01146
-Crystallins	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Biosynthesis	0.0001418	0.002569	0.002633	9.095e-05	0.001788	0.001818	8.74e-05	0.002239	0.002274	6.777e-05	0.001457	0.001477	6.002e-05	0.002065	0.0021
-Cytoskeleton	-Biosynthesis	0.02262	0.02319	0.02396	0.01944	0.0198	0.02088	0.01652	0.01702	0.01791	0.01391	0.01429	0.0149	0.01363	0.01403	0.01469
-Cell Motility	-Biosynthesis	0.0512	0.05516	0.05965	2.405e-05	2.787e-05	2.861e-05	1.696e-05	1.958e-05	2.017e-05	1.316e-05	1.506e-05	1.547e-05	1.166e-05	1.313e-05	1.352e-05
-Cell Growth and Death	-Biosynthesis	0.01888	0.02092	0.02252	0.01796	0.02025	0.02211	0.01651	0.01865	0.02098	0.01488	0.01643	0.01875	0.01569	0.01712	0.01977
-Cellular Community	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Biosynthesis	3.771	3.953	4.014	3.278	3.45	3.498	2.957	3.084	3.147	2.556	2.651	2.702	2.384	2.428	2.487
-Membrane Transport	-Biosynthesis	0.6034	0.6487	0.666	0.468	0.5231	0.5406	0.3956	0.4463	0.4648	0.3057	0.3444	0.3563	0.248	0.2774	0.2874
-Central Carbon Metabolism	-Biosynthesis	1.437	1.509	1.608	1.192	1.283	1.372	1.012	1.068	1.164	0.789	0.832	0.9077	0.6843	0.7274	0.7756
-Energy Metabolism	-Biosynthesis	0.1226	0.13	0.146	0.122	0.1321	0.1489	0.1223	0.1308	0.15	0.1017	0.1082	0.1247	0.09265	0.09659	0.1099
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	0.5621	0.6154	0.6629	0.4396	0.4656	0.5088	0.3775	0.4005	0.4354	0.3129	0.3296	0.3577	0.2956	0.323	0.3365
Organismal Systems	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Biosynthesis	0.001178	0.007694	0.03878	0.001091	0.006949	0.03642	0.0009613	0.005177	0.03886	0.0008036	0.004029	0.03176	0.0006372	0.003682	0.032
-Cancers	-Biosynthesis	0	0	0.0007529	0	0	0.0004628	0	0	0.0003704	0	0	0.0002875	0	0	0.000291
-Immune Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Biosynthesis	3.04e-06	0.001623	0.00831	2.184e-06	0.001308	0.007439	1.536e-06	0.001461	0.005632	1.176e-06	0.001111	0.004384	1.023e-06	0.001171	0.004014
-Drug resistance	-Biosynthesis	0.0002171	0.003856	0.03878	0.0002062	0.00336	0.03642	0.0002049	0.00307	0.03886	0.0001816	0.002398	0.03176	0.0002145	0.002046	0.032
Not Mapped	-Biosynthesis	0.6076	0.6408	0.6567	0.4281	0.4559	0.4636	0.3622	0.3842	0.3901	0.2954	0.3102	0.3143	0.2844	0.2932	0.2981
-Not Mapped	-Biosynthesis	0.6076	0.6408	0.6567	0.4281	0.4559	0.4636	0.3622	0.3842	0.3901	0.2954	0.3102	0.3143	0.2844	0.2932	0.2981
TOTAL	-Other Enzymes	8.852	10.24	11.17	10.52	11.62	12.6	10.96	12.47	13.46	11.67	13.06	13.84	11.72	13.19	13.83
MAPPED	-Other Enzymes	7.966	9.22	10.05	9.651	10.67	11.57	10.13	11.53	12.45	10.86	12.15	12.87	10.9	12.28	12.88
Genetic Information Processing	-Other Enzymes	2.323	2.594	2.849	2.833	3.14	3.429	3.245	3.666	4.001	3.626	4.027	4.384	3.908	4.467	4.693
-Transcription	-Other Enzymes	0.3884	0.435	0.4735	0.4565	0.5196	0.551	0.5071	0.59	0.6375	0.5392	0.6262	0.6632	0.5777	0.642	0.6789
-Translation	-Other Enzymes	1.235	1.418	1.552	1.617	1.783	1.955	1.929	2.176	2.378	2.243	2.485	2.665	2.52	2.881	3.01
-Folding, Sorting and Degradation	-Other Enzymes	0.567	0.6058	0.6734	0.5883	0.6707	0.7482	0.6361	0.723	0.8146	0.6655	0.7548	0.8509	0.6705	0.7701	0.8401
-DNA Maintenance	-Other Enzymes	0.1306	0.1472	0.1666	0.1521	0.1706	0.1916	0.1535	0.1704	0.1957	0.1471	0.1663	0.1875	0.1399	0.1704	0.1812
-RNA Family	-Other Enzymes	1.022e-05	1.548e-05	1.917e-05	1.115e-05	1.486e-05	1.734e-05	9.233e-06	1.22e-05	1.405e-05	8.562e-06	1.129e-05	1.321e-05	7.501e-06	1.01e-05	1.295e-05
Environmental Information Processing	-Other Enzymes	0.07727	0.0881	0.1051	0.06818	0.07406	0.1034	0.05946	0.06498	0.0892	0.05714	0.06149	0.08137	0.05135	0.05694	0.07162
-Signal Transduction	-Other Enzymes	0.0765	0.08736	0.1043	0.06817	0.07405	0.1034	0.05946	0.06498	0.08919	0.05714	0.06148	0.08137	0.05134	0.05693	0.07161
-Signaling Molecules and Interaction	-Other Enzymes	0.0006773	0.0007839	0.0008545	3.102e-06	3.428e-06	3.717e-06	2.47e-06	2.81e-06	3.034e-06	2.329e-06	2.606e-06	2.76e-06	2.124e-06	2.391e-06	2.507e-06
Cellular Processes	-Other Enzymes	0.1523	0.1797	0.1896	0.1087	0.1269	0.1338	0.1164	0.1359	0.1434	0.1207	0.1418	0.151	0.1163	0.1385	0.1548
-Cell Structure	-Other Enzymes	0.01245	0.01441	0.01571	0.0329	0.03636	0.03943	0.03623	0.04121	0.0445	0.03797	0.04248	0.045	0.03122	0.03515	0.03686
-Crystallins	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Other Enzymes	0.0002295	0.003909	0.00448	0.000182	0.00352	0.004066	0.0002043	0.005159	0.005918	0.0001895	0.004111	0.004561	0.0001693	0.006154	0.006733
-Cytoskeleton	-Other Enzymes	0.0315	0.0376	0.04175	0.03891	0.04176	0.04571	0.03852	0.04117	0.04437	0.03931	0.04229	0.04418	0.04057	0.04344	0.04722
-Cell Motility	-Other Enzymes	0.07441	0.09062	0.09768	4.969e-05	5.942e-05	6.3e-05	3.952e-05	4.87e-05	5.104e-05	3.726e-05	4.516e-05	4.701e-05	3.543e-05	4e-05	4.346e-05
-Cell Growth and Death	-Other Enzymes	0.03038	0.034	0.03659	0.03593	0.04379	0.04829	0.03858	0.04568	0.05329	0.04162	0.04889	0.05777	0.04426	0.053	0.06643
-Cellular Community	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Other Enzymes	5.384	6.357	6.894	6.566	7.251	7.886	6.689	7.603	8.094	7.026	7.918	8.225	6.736	7.466	7.954
-Membrane Transport	-Other Enzymes	0.8617	1.069	1.145	0.9364	1.098	1.214	0.9246	1.105	1.213	0.8547	1.042	1.134	0.6996	0.846	0.9383
-Central Carbon Metabolism	-Other Enzymes	1.976	2.459	2.779	2.384	2.684	3.085	2.297	2.583	3.002	2.195	2.458	2.803	1.954	2.239	2.49
-Energy Metabolism	-Other Enzymes	0.1969	0.2119	0.2267	0.2442	0.279	0.3246	0.2814	0.3208	0.381	0.2837	0.3203	0.3839	0.2614	0.3023	0.3716
-Biosynthesis	-Other Enzymes	1.349	1.62	1.744	1.9	2.122	2.254	2.151	2.492	2.58	2.639	3.023	3.078	2.821	3.071	3.31
-Other Enzymes	-Other Enzymes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Organismal Systems	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Other Enzymes	0.001914	0.01342	0.06521	0.002402	0.01457	0.07159	0.002432	0.01269	0.08924	0.002438	0.0119	0.08958	0.001973	0.01116	0.09973
-Cancers	-Other Enzymes	0	0	0.00125	0	0	0.0009352	0	0	0.0008768	0	0	0.0008133	0	0	0.0008306
-Immune Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Other Enzymes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Other Enzymes	5.111e-06	0.002778	0.01397	4.291e-06	0.00284	0.01645	3.527e-06	0.003647	0.01412	3.317e-06	0.003419	0.01333	3.188e-06	0.003962	0.01329
-Drug resistance	-Other Enzymes	0.0003499	0.005287	0.06521	0.0003963	0.007066	0.07158	0.0004478	0.007693	0.08924	0.0004847	0.00738	0.08958	0.0006453	0.006593	0.09972
Not Mapped	-Other Enzymes	0.8858	1.025	1.117	0.8651	0.9561	1.037	0.8264	0.9401	1.015	0.8188	0.9162	0.9704	0.8118	0.9138	0.9585
-Not Mapped	-Other Enzymes	0.8858	1.025	1.117	0.8651	0.9561	1.037	0.8264	0.9401	1.015	0.8188	0.9162	0.9704	0.8118	0.9138	0.9585
TOTAL	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	Organismal Systems	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Immune Diseases	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	Organismal Systems	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	Organismal Systems	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
