Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Membrane Transport	-Vesicular transport	242.2	287.1	194.6	228.2	125.5
-Central Carbon Metabolism	-Vesicular transport	556.3	707	472	565.1	341.5
-Energy Metabolism	-Vesicular transport	50.59	73.88	58.42	73.74	46.45
-Biosynthesis	-Vesicular transport	377.8	549.7	435.9	666.5	467.5
-Other Enzymes	-Vesicular transport	212.4	241.8	166.6	212	141.5
Organismal Systems	-Vesicular transport	0	0	0	0	0
-Immune System	-Vesicular transport	0	0	0	0	0
-Endocrine System	-Vesicular transport	0	0	0	0	0
-Circulatory System	-Vesicular transport	0	0	0	0	0
-Digestive System	-Vesicular transport	0	0	0	0	0
-Excretory System	-Vesicular transport	0	0	0	0	0
-Nervous System	-Vesicular transport	0	0	0	0	0
-Sensory System	-Vesicular transport	0	0	0	0	0
-Development	-Vesicular transport	0	0	0	0	0
-Environmental Adaptation	-Vesicular transport	0	0	0	0	0
Human Diseases	-Vesicular transport	0.4514	0.6042	0.4235	0.5441	0.3035
-Cancers	-Vesicular transport	0	0	0	0	0
-Immune Diseases	-Vesicular transport	0	0	0	0	0
-Neurodegenerative Diseases	-Vesicular transport	0	0	0	0	0
-Substance Dependence	-Vesicular transport	0	0	0	0	0
-Cardiovascular Diseases	-Vesicular transport	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Vesicular transport	0	0	0	0	0
-Infectious Diseases	-Vesicular transport	0.001163	0.001219	0.0006836	0.000807	0.0004952
-Drug resistance	-Vesicular transport	0.08514	0.1167	0.09296	0.126	0.1049
Not Mapped	-Vesicular transport	249.4	254.9	171.5	212.8	141.9
-Not Mapped	-Vesicular transport	249.4	254.9	171.5	212.8	141.9
TOTAL	-Cytoskeleton	267.3	265.4	284.6	297	288.8
MAPPED	-Cytoskeleton	240.5	243.6	263.1	276.2	268.8
Genetic Information Processing	-Cytoskeleton	67.52	71.49	83.14	91.1	96.33
-Transcription	-Cytoskeleton	10.66	11.22	12.82	13.37	13.44
-Translation	-Cytoskeleton	36.9	40.8	49.74	56.64	62.11
-Folding, Sorting and Degradation	-Cytoskeleton	14.96	14.5	15.4	16.05	16.04
-DNA Maintenance	-Cytoskeleton	3.877	3.838	3.84	3.666	3.449
-RNA Family	-Cytoskeleton	0.0002805	0.0002349	0.0001924	0.0001777	0.000157
Environmental Information Processing	-Cytoskeleton	2.09	1.664	1.436	1.348	1.189
-Signal Transduction	-Cytoskeleton	2.069	1.664	1.436	1.348	1.189
-Signaling Molecules and Interaction	-Cytoskeleton	0.02045	7.829e-05	6.412e-05	5.924e-05	5.235e-05
Cellular Processes	-Cytoskeleton	4.526	2.743	2.912	3.009	2.866
-Cell Structure	-Cytoskeleton	0.3761	0.8304	0.9405	0.9658	0.7696
-Crystallins	-Cytoskeleton	0	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0	0
-       Stress response	-Cytoskeleton	0	0	0	0	0
-Vesicular transport	-Cytoskeleton	0.006092	0.004593	0.005112	0.004723	0.004174
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1
-Cell Motility	-Cytoskeleton	2.137	0.001227	0.001005	0.0009281	0.0008201
-Cell Growth and Death	-Cytoskeleton	0.811	0.9068	0.9655	1.037	1.091
-Cellular Community	-Cytoskeleton	0	0	0	0	0
Metabolism	-Cytoskeleton	164.5	165.7	173.2	178.4	166
-Membrane Transport	-Cytoskeleton	25.93	23.63	23.14	21.31	17.25
-Central Carbon Metabolism	-Cytoskeleton	62.47	60.18	59.41	55.36	48.15
-Energy Metabolism	-Cytoskeleton	5.266	6.162	7.152	7.084	6.443
-Biosynthesis	-Cytoskeleton	41.4	47.48	55.19	66.34	67.2
-Other Enzymes	-Cytoskeleton	23.94	21.06	20.83	20.76	20.94
Organismal Systems	-Cytoskeleton	0	0	0	0	0
-Immune System	-Cytoskeleton	0	0	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0	0	0
-Excretory System	-Cytoskeleton	0	0	0	0	0
-Nervous System	-Cytoskeleton	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0
-Development	-Cytoskeleton	0	0	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0	0	0
Human Diseases	-Cytoskeleton	0.05089	0.05466	0.05649	0.05615	0.04542
-Cancers	-Cytoskeleton	0	0	0	0	0
-Immune Diseases	-Cytoskeleton	0	0	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0	0	0
-Substance Dependence	-Cytoskeleton	0	0	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cytoskeleton	0	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.0001311	0.0001103	9.118e-05	8.328e-05	7.411e-05
-Drug resistance	-Cytoskeleton	0.00913	0.009992	0.01163	0.01233	0.01478
Not Mapped	-Cytoskeleton	26.75	21.83	21.45	20.83	20.01
-Not Mapped	-Cytoskeleton	26.75	21.83	21.45	20.83	20.01
TOTAL	-Cell Motility	108.2	188300	246600	278500	306500
MAPPED	-Cell Motility	97.36	172900	228000	259000	285300
Genetic Information Processing	-Cell Motility	27.44	50730	72040	85440	102200
-Transcription	-Cell Motility	4.462	8520	11830	13320	15110
-Translation	-Cell Motility	15.02	28960	43090	53120	65910
-Folding, Sorting and Degradation	-Cell Motility	6.253	10540	13790	15560	17540
-DNA Maintenance	-Cell Motility	1.589	2724	3327	3438	3661
-RNA Family	-Cell Motility	0.0001238	0.1875	0.1875	0.1875	0.1875
Environmental Information Processing	-Cell Motility	0.8344	1227	1292	1313	1310
-Signal Transduction	-Cell Motility	0.826	1226	1292	1313	1310
-Signaling Molecules and Interaction	-Cell Motility	0.008278	0.05556	0.05556	0.05556	0.05556
Cellular Processes	-Cell Motility	1.907	1947	2523	2822	3041
-Cell Structure	-Cell Motility	0.1522	589.3	814.9	905.8	816.8
-Crystallins	-Cell Motility	0	0	0	0	0
-Stress Response	-Cell Motility	0	0	0	0	0
-       Stress response	-Cell Motility	0	0	0	0	0
-Vesicular transport	-Cell Motility	0.002478	3.259	4.43	4.43	4.43
-Cytoskeleton	-Cell Motility	0.3849	697.4	843.7	923.7	1038
-Cell Motility	-Cell Motility	1	1	1	1	1
-Cell Growth and Death	-Cell Motility	0.3355	643.5	836.5	972.8	1158
-Cellular Community	-Cell Motility	0	0	0	0	0
Metabolism	-Cell Motility	66.95	117600	150100	167300	176200
-Membrane Transport	-Cell Motility	10.88	16770	20050	19980	18300
-Central Carbon Metabolism	-Cell Motility	25.46	42700	51480	51910	51110
-Energy Metabolism	-Cell Motility	2.203	4373	6197	6644	6838
-Biosynthesis	-Cell Motility	16.63	34700	49490	64540	73800
-Other Enzymes	-Cell Motility	9.424	15560	19390	21000	21980
Organismal Systems	-Cell Motility	0	0	0	0	0
-Immune System	-Cell Motility	0	0	0	0	0
-Endocrine System	-Cell Motility	0	0	0	0	0
-Circulatory System	-Cell Motility	0	0	0	0	0
-Digestive System	-Cell Motility	0	0	0	0	0
-Excretory System	-Cell Motility	0	0	0	0	0
-Nervous System	-Cell Motility	0	0	0	0	0
-Sensory System	-Cell Motility	0	0	0	0	0
-Development	-Cell Motility	0	0	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0	0	0
Human Diseases	-Cell Motility	0.01959	38.12	47.66	51.86	47.15
-Cancers	-Cell Motility	0	0	0	0	0
-Immune Diseases	-Cell Motility	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Motility	0	0	0	0	0
-Substance Dependence	-Cell Motility	0	0	0	0	0
-Cardiovascular Diseases	-Cell Motility	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Motility	0	0	0	0	0
-Infectious Diseases	-Cell Motility	5.363e-05	0.08333	0.08333	0.08333	0.08333
-Drug resistance	-Cell Motility	0.003862	7.363	10.46	12.01	16.29
Not Mapped	-Cell Motility	10.83	15490	18590	19540	21240
-Not Mapped	-Cell Motility	10.83	15490	18590	19540	21240
TOTAL	-Cell Growth and Death	276.6	242.5	234	229.3	208.2
MAPPED	-Cell Growth and Death	248.9	222.6	216.3	213.2	193.8
Genetic Information Processing	-Cell Growth and Death	70.91	66.33	69.48	71.43	70.65
-Transcription	-Cell Growth and Death	11.53	10.75	11.07	10.75	10.12
-Translation	-Cell Growth and Death	38.76	37.84	41.47	44.32	45.32
-Folding, Sorting and Degradation	-Cell Growth and Death	16.31	13.93	13.34	12.9	12.07
-DNA Maintenance	-Cell Growth and Death	4.024	3.533	3.197	2.879	2.565
-RNA Family	-Cell Growth and Death	0.0003058	0.0002256	0.0001667	0.0001429	0.0001182
Environmental Information Processing	-Cell Growth and Death	2.112	1.521	1.181	1.041	0.8571
-Signal Transduction	-Cell Growth and Death	2.091	1.521	1.181	1.041	0.857
-Signaling Molecules and Interaction	-Cell Growth and Death	0.02116	7.153e-05	5.272e-05	4.573e-05	3.775e-05
Cellular Processes	-Cell Growth and Death	4.911	2.629	2.549	2.482	2.238
-Cell Structure	-Cell Growth and Death	0.3892	0.7587	0.7733	0.7456	0.5549
-Crystallins	-Cell Growth and Death	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0	0
-       Stress response	-Cell Growth and Death	0	0	0	0	0
-Vesicular transport	-Cell Growth and Death	0.006272	0.004172	0.004186	0.003631	0.002997
-Cytoskeleton	-Cell Growth and Death	0.9842	0.8647	0.771	0.7321	0.6791
-Cell Motility	-Cell Growth and Death	2.329	0.001178	0.0008706	0.0007461	0.0006172
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1
-Cellular Community	-Cell Growth and Death	0	0	0	0	0
Metabolism	-Cell Growth and Death	170.4	151.5	142.7	137.8	119.7
-Membrane Transport	-Cell Growth and Death	28.36	23.62	21.09	18.14	14.08
-Central Carbon Metabolism	-Cell Growth and Death	64.45	55.58	48.46	42.56	35.32
-Energy Metabolism	-Cell Growth and Death	5.576	5.804	6.09	5.694	4.812
-Biosynthesis	-Cell Growth and Death	43.21	44.48	46.59	52.63	49.82
-Other Enzymes	-Cell Growth and Death	26.09	20.23	18.06	16.69	15.01
Organismal Systems	-Cell Growth and Death	0	0	0	0	0
-Immune System	-Cell Growth and Death	0	0	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0	0	0
-Circulatory System	-Cell Growth and Death	0	0	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0	0	0
-Development	-Cell Growth and Death	0	0	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0	0	0
Human Diseases	-Cell Growth and Death	0.05629	0.05387	0.05153	0.0489	0.03723
-Cancers	-Cell Growth and Death	0	0	0	0	0
-Immune Diseases	-Cell Growth and Death	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Growth and Death	0	0	0	0	0
-Substance Dependence	-Cell Growth and Death	0	0	0	0	0
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Growth and Death	0	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	0.000145	0.0001087	8.318e-05	7.253e-05	6.074e-05
-Drug resistance	-Cell Growth and Death	0.009951	0.009599	0.01007	0.009913	0.01112
Not Mapped	-Cell Growth and Death	27.68	19.95	17.64	16.08	14.43
-Not Mapped	-Cell Growth and Death	27.68	19.95	17.64	16.08	14.43
TOTAL	-Cellular Community	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Translation	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Cellular Community	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Immune System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Development	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cellular Community	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Immune Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cellular Community	Inf	Inf	Inf	Inf	Inf
TOTAL	Metabolism	1.61	1.587	1.625	1.648	1.721
MAPPED	Metabolism	1.449	1.457	1.502	1.532	1.602
Genetic Information Processing	Metabolism	0.4067	0.4285	0.4747	0.5057	0.575
-Transcription	Metabolism	0.06467	0.06758	0.07381	0.07478	0.08079
-Translation	Metabolism	0.2217	0.2432	0.2831	0.3138	0.3694
-Folding, Sorting and Degradation	Metabolism	0.09012	0.0867	0.08789	0.08905	0.09558
-DNA Maintenance	Metabolism	0.0227	0.02231	0.02133	0.01976	0.01999
-RNA Family	Metabolism	1.702e-06	1.414e-06	1.107e-06	9.94e-07	9.439e-07
Environmental Information Processing	Metabolism	0.01239	0.009954	0.0082	0.007481	0.007084
-Signal Transduction	Metabolism	0.01227	0.009954	0.008199	0.007481	0.007084
-Signaling Molecules and Interaction	Metabolism	0.0001232	4.682e-07	3.661e-07	3.287e-07	3.12e-07
Cellular Processes	Metabolism	0.02718	0.01609	0.01628	0.01643	0.01675
-Cell Structure	Metabolism	0.002265	0.004967	0.005369	0.005359	0.004587
-Crystallins	Metabolism	0	0	0	0	0
-Stress Response	Metabolism	0	0	0	0	0
-       Stress response	Metabolism	0	0	0	0	0
-Vesicular transport	Metabolism	3.673e-05	2.747e-05	2.921e-05	2.624e-05	2.49e-05
-Cytoskeleton	Metabolism	0.005735	0.005661	0.005357	0.005268	0.005619
-Cell Motility	Metabolism	0.01295	7.336e-06	5.735e-06	5.149e-06	4.888e-06
-Cell Growth and Death	Metabolism	0.00489	0.005424	0.005516	0.005762	0.006508
-Cellular Community	Metabolism	0	0	0	0	0
Metabolism	Metabolism	1	1	1	1	1
-Membrane Transport	Metabolism	0.1576	0.1426	0.1336	0.1195	0.1039
-Central Carbon Metabolism	Metabolism	0.3671	0.3632	0.3397	0.3087	0.287
-Energy Metabolism	Metabolism	0.03202	0.03719	0.04129	0.03972	0.03868
-Biosynthesis	Metabolism	0.2485	0.2846	0.3158	0.3689	0.401
-Other Enzymes	Metabolism	0.14	0.1265	0.1199	0.1161	0.1218
Organismal Systems	Metabolism	0	0	0	0	0
-Immune System	Metabolism	0	0	0	0	0
-Endocrine System	Metabolism	0	0	0	0	0
-Circulatory System	Metabolism	0	0	0	0	0
-Digestive System	Metabolism	0	0	0	0	0
-Excretory System	Metabolism	0	0	0	0	0
-Nervous System	Metabolism	0	0	0	0	0
-Sensory System	Metabolism	0	0	0	0	0
-Development	Metabolism	0	0	0	0	0
-Environmental Adaptation	Metabolism	0	0	0	0	0
Human Diseases	Metabolism	0.0002926	0.0003104	0.0003035	0.0002964	0.0002555
-Cancers	Metabolism	0	0	0	0	0
-Immune Diseases	Metabolism	0	0	0	0	0
-Neurodegenerative Diseases	Metabolism	0	0	0	0	0
-Substance Dependence	Metabolism	0	0	0	0	0
-Cardiovascular Diseases	Metabolism	0	0	0	0	0
-Endocrine and Metabolic Diseases	Metabolism	0	0	0	0	0
-Infectious Diseases	Metabolism	7.659e-07	6.377e-07	5.003e-07	4.489e-07	4.269e-07
-Drug resistance	Metabolism	5.505e-05	5.977e-05	6.642e-05	6.849e-05	8.817e-05
Not Mapped	Metabolism	0.1611	0.1306	0.1225	0.1156	0.1193
-Not Mapped	Metabolism	0.1611	0.1306	0.1225	0.1156	0.1193
TOTAL	-Membrane Transport	9.269	9.711	10.28	11.68	14.13
MAPPED	-Membrane Transport	8.342	8.912	9.507	10.86	13.15
Genetic Information Processing	-Membrane Transport	2.376	2.656	3.053	3.639	4.795
-Transcription	-Membrane Transport	0.3864	0.4304	0.4865	0.5522	0.6937
-Translation	-Membrane Transport	1.299	1.515	1.822	2.258	3.076
-Folding, Sorting and Degradation	-Membrane Transport	0.543	0.5692	0.6039	0.6821	0.8251
-DNA Maintenance	-Membrane Transport	0.1349	0.1415	0.1405	0.1467	0.1706
-RNA Family	-Membrane Transport	1.017e-05	9.186e-06	7.537e-06	7.519e-06	8.132e-06
Environmental Information Processing	-Membrane Transport	0.07077	0.0609	0.0519	0.05303	0.05817
-Signal Transduction	-Membrane Transport	0.07006	0.0609	0.0519	0.05303	0.05817
-Signaling Molecules and Interaction	-Membrane Transport	0.0007093	2.864e-06	2.317e-06	2.329e-06	2.562e-06
Cellular Processes	-Membrane Transport	0.1616	0.1045	0.1114	0.1249	0.1429
-Cell Structure	-Membrane Transport	0.01304	0.03038	0.03398	0.03798	0.03766
-Crystallins	-Membrane Transport	0	0	0	0	0
-Stress Response	-Membrane Transport	0	0	0	0	0
-       Stress response	-Membrane Transport	0	0	0	0	0
-Vesicular transport	-Membrane Transport	0.0002102	0.0001671	0.000184	0.000185	0.0002034
-Cytoskeleton	-Membrane Transport	0.03298	0.03463	0.03388	0.0373	0.04609
-Cell Motility	-Membrane Transport	0.078	4.843e-05	3.987e-05	3.98e-05	4.22e-05
-Cell Growth and Death	-Membrane Transport	0.02907	0.03522	0.03773	0.0438	0.05554
-Cellular Community	-Membrane Transport	0	0	0	0	0
Metabolism	-Membrane Transport	5.71	6.069	6.269	7.021	8.127
-Membrane Transport	-Membrane Transport	1	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	2.16	2.226	2.13	2.168	2.397
-Energy Metabolism	-Membrane Transport	0.1869	0.2324	0.2676	0.2901	0.3266
-Biosynthesis	-Membrane Transport	1.448	1.781	2.047	2.681	3.381
-Other Enzymes	-Membrane Transport	0.8665	0.8132	0.8164	0.8781	1.022
Organismal Systems	-Membrane Transport	0	0	0	0	0
-Immune System	-Membrane Transport	0	0	0	0	0
-Endocrine System	-Membrane Transport	0	0	0	0	0
-Circulatory System	-Membrane Transport	0	0	0	0	0
-Digestive System	-Membrane Transport	0	0	0	0	0
-Excretory System	-Membrane Transport	0	0	0	0	0
-Nervous System	-Membrane Transport	0	0	0	0	0
-Sensory System	-Membrane Transport	0	0	0	0	0
-Development	-Membrane Transport	0	0	0	0	0
-Environmental Adaptation	-Membrane Transport	0	0	0	0	0
Human Diseases	-Membrane Transport	0.001791	0.002085	0.002145	0.002321	0.002225
-Cancers	-Membrane Transport	0	0	0	0	0
-Immune Diseases	-Membrane Transport	0	0	0	0	0
-Neurodegenerative Diseases	-Membrane Transport	0	0	0	0	0
-Substance Dependence	-Membrane Transport	0	0	0	0	0
-Cardiovascular Diseases	-Membrane Transport	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Membrane Transport	0	0	0	0	0
-Infectious Diseases	-Membrane Transport	4.801e-06	4.228e-06	3.491e-06	3.536e-06	3.945e-06
-Drug resistance	-Membrane Transport	0.0003273	0.0003881	0.0004543	0.0005206	0.0007525
Not Mapped	-Membrane Transport	0.9275	0.7989	0.7752	0.8191	0.9792
-Not Mapped	-Membrane Transport	0.9275	0.7989	0.7752	0.8191	0.9792
TOTAL	-Central Carbon Metabolism	4.019	3.995	4.354	4.851	5.481
MAPPED	-Central Carbon Metabolism	3.617	3.666	4.025	4.511	5.102
Genetic Information Processing	-Central Carbon Metabolism	1.021	1.082	1.28	1.497	1.838
-Transcription	-Central Carbon Metabolism	0.164	0.1723	0.1996	0.222	0.2579
-Translation	-Central Carbon Metabolism	0.5584	0.6184	0.7663	0.9319	1.186
-Folding, Sorting and Degradation	-Central Carbon Metabolism	0.2338	0.2259	0.2465	0.2745	0.3169
-DNA Maintenance	-Central Carbon Metabolism	0.05849	0.05848	0.05964	0.06089	0.06684
-RNA Family	-Central Carbon Metabolism	4.491e-06	3.606e-06	2.995e-06	2.951e-06	3.013e-06
Environmental Information Processing	-Central Carbon Metabolism	0.03125	0.02612	0.02314	0.02342	0.02413
-Signal Transduction	-Central Carbon Metabolism	0.03094	0.02612	0.02314	0.02342	0.02413
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.0003075	1.178e-06	9.81e-07	9.676e-07	9.935e-07
Cellular Processes	-Central Carbon Metabolism	0.06823	0.04217	0.04552	0.05063	0.056
-Cell Structure	-Central Carbon Metabolism	0.005654	0.0125	0.01439	0.01578	0.01461
-Crystallins	-Central Carbon Metabolism	0	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0	0	0	0	0
-       Stress response	-Central Carbon Metabolism	0	0	0	0	0
-Vesicular transport	-Central Carbon Metabolism	9.466e-05	7.202e-05	8.166e-05	8.086e-05	8.326e-05
-Cytoskeleton	-Central Carbon Metabolism	0.01432	0.01424	0.01435	0.01549	0.01788
-Cell Motility	-Central Carbon Metabolism	0.03213	1.923e-05	1.597e-05	1.574e-05	1.607e-05
-Cell Growth and Death	-Central Carbon Metabolism	0.01248	0.01422	0.01542	0.01776	0.02176
-Cellular Community	-Central Carbon Metabolism	0	0	0	0	0
Metabolism	-Central Carbon Metabolism	2.469	2.508	2.67	2.934	3.177
-Membrane Transport	-Central Carbon Metabolism	0.3938	0.3734	0.3779	0.3747	0.3581
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.08157	0.09675	0.1156	0.1204	0.1268
-Biosynthesis	-Central Carbon Metabolism	0.6189	0.7138	0.843	1.082	1.274
-Other Enzymes	-Central Carbon Metabolism	0.3505	0.3233	0.3243	0.3447	0.3969
Organismal Systems	-Central Carbon Metabolism	0	0	0	0	0
-Immune System	-Central Carbon Metabolism	0	0	0	0	0
-Endocrine System	-Central Carbon Metabolism	0	0	0	0	0
-Circulatory System	-Central Carbon Metabolism	0	0	0	0	0
-Digestive System	-Central Carbon Metabolism	0	0	0	0	0
-Excretory System	-Central Carbon Metabolism	0	0	0	0	0
-Nervous System	-Central Carbon Metabolism	0	0	0	0	0
-Sensory System	-Central Carbon Metabolism	0	0	0	0	0
-Development	-Central Carbon Metabolism	0	0	0	0	0
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0	0	0
Human Diseases	-Central Carbon Metabolism	0.0007289	0.0007786	0.0008104	0.0008698	0.0008119
-Cancers	-Central Carbon Metabolism	0	0	0	0	0
-Immune Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Substance Dependence	-Central Carbon Metabolism	0	0	0	0	0
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Infectious Diseases	-Central Carbon Metabolism	1.891e-06	1.724e-06	1.448e-06	1.428e-06	1.423e-06
-Drug resistance	-Central Carbon Metabolism	0.0001373	0.0001567	0.0001857	0.0002111	0.0002948
Not Mapped	-Central Carbon Metabolism	0.4021	0.3286	0.3283	0.3403	0.3798
-Not Mapped	-Central Carbon Metabolism	0.4021	0.3286	0.3283	0.3403	0.3798
TOTAL	-Energy Metabolism	32.99	27.31	26.02	27.22	31.91
MAPPED	-Energy Metabolism	29.69	25.07	24.06	25.31	29.7
Genetic Information Processing	-Energy Metabolism	8.456	7.48	7.731	8.481	10.81
-Transcription	-Energy Metabolism	1.408	1.238	1.252	1.305	1.583
-Translation	-Energy Metabolism	4.613	4.247	4.595	5.243	6.927
-Folding, Sorting and Degradation	-Energy Metabolism	1.961	1.594	1.518	1.581	1.894
-DNA Maintenance	-Energy Metabolism	0.4741	0.401	0.3665	0.3529	0.4063
-RNA Family	-Energy Metabolism	4.232e-05	2.954e-05	2.15e-05	1.991e-05	2.121e-05
Environmental Information Processing	-Energy Metabolism	0.3226	0.2202	0.1724	0.1601	0.1698
-Signal Transduction	-Energy Metabolism	0.32	0.2202	0.1724	0.1601	0.1698
-Signaling Molecules and Interaction	-Energy Metabolism	0.002524	8.056e-06	5.863e-06	5.429e-06	5.784e-06
Cellular Processes	-Energy Metabolism	0.5755	0.2851	0.2715	0.2796	0.3253
-Cell Structure	-Energy Metabolism	0.04641	0.08545	0.08599	0.08852	0.08504
-Crystallins	-Energy Metabolism	0	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0	0
-       Stress response	-Energy Metabolism	0	0	0	0	0
-Vesicular transport	-Energy Metabolism	0.001118	0.0007189	0.0006874	0.0006376	0.0006228
-Cytoskeleton	-Energy Metabolism	0.1174	0.09739	0.08574	0.08693	0.1041
-Cell Motility	-Energy Metabolism	0.2983	0.000137	9.967e-05	9.23e-05	9.833e-05
-Cell Growth and Death	-Energy Metabolism	0.1001	0.09331	0.08828	0.09507	0.1205
-Cellular Community	-Energy Metabolism	0	0	0	0	0
Metabolism	-Energy Metabolism	20.08	16.85	15.64	16.16	18.11
-Membrane Transport	-Energy Metabolism	3.245	2.62	2.317	2.124	2.006
-Central Carbon Metabolism	-Energy Metabolism	8.02	6.252	5.408	5.085	5.451
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1
