Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Central Carbon Metabolism	-Vesicular transport	8550	10380	9276	9571	9419
-Energy Metabolism	-Vesicular transport	945.1	1477	1529	1655	1648
-Biosynthesis	-Vesicular transport	6816	10390	10520	13420	15150
-Other Enzymes	-Vesicular transport	4736	5654	5103	5462	5788
Organismal Systems	-Vesicular transport	0	0	0	0	0
-Immune System	-Vesicular transport	0	0	0	0	0
-Endocrine System	-Vesicular transport	0	0	0	0	0
-Circulatory System	-Vesicular transport	0	0	0	0	0
-Digestive System	-Vesicular transport	0	0	0	0	0
-Excretory System	-Vesicular transport	0	0	0	0	0
-Nervous System	-Vesicular transport	0	0	0	0	0
-Sensory System	-Vesicular transport	0	0	0	0	0
-Development	-Vesicular transport	0	0	0	0	0
-Environmental Adaptation	-Vesicular transport	0	0	0	0	0
Human Diseases	-Vesicular transport	121.2	166.8	137	140.2	142.3
-Cancers	-Vesicular transport	0.137	0.122	0.0772	0.09144	0.06357
-Immune Diseases	-Vesicular transport	0	0	0	0	0
-Neurodegenerative Diseases	-Vesicular transport	0	0	0	0	0
-Substance Dependence	-Vesicular transport	0	0	0	0	0
-Cardiovascular Diseases	-Vesicular transport	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Vesicular transport	0	0	0	0	0
-Infectious Diseases	-Vesicular transport	85.36	117.1	90.46	91.09	94.18
-Drug resistance	-Vesicular transport	31.11	42.48	40.04	42.17	40.23
Not Mapped	-Vesicular transport	4399	4790	4238	4456	4853
-Not Mapped	-Vesicular transport	4399	4790	4238	4456	4853
TOTAL	-Cytoskeleton	261.3	269.3	296.8	313.7	318.2
MAPPED	-Cytoskeleton	238.4	250	277.6	295.2	300.1
Genetic Information Processing	-Cytoskeleton	97.96	107.7	128.3	143.3	156.8
-Transcription	-Cytoskeleton	12.23	13.04	14.04	13.89	14.07
-Translation	-Cytoskeleton	61.69	69.75	87.74	102.5	115.5
-Folding, Sorting and Degradation	-Cytoskeleton	17.34	18.18	19.82	20.68	21.18
-DNA Maintenance	-Cytoskeleton	6.884	6.904	6.865	6.437	6.202
-RNA Family	-Cytoskeleton	0.0004002	0.0003432	0.000282	0.0002592	0.0002325
Environmental Information Processing	-Cytoskeleton	3.038	2.614	2.345	2.121	1.922
-Signal Transduction	-Cytoskeleton	3.018	2.614	2.345	2.121	1.922
-Signaling Molecules and Interaction	-Cytoskeleton	0.02037	6.687e-05	5.532e-05	5.043e-05	4.549e-05
Cellular Processes	-Cytoskeleton	3.619	2.713	2.951	2.994	2.992
-Cell Structure	-Cytoskeleton	0.3212	0.7296	0.8346	0.8458	0.6878
-Crystallins	-Cytoskeleton	0	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0	0
-       Stress response	-Cytoskeleton	0	0	0	0	0
-Vesicular transport	-Cytoskeleton	0.1644	0.1352	0.2006	0.1544	0.229
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1
-Cell Motility	-Cytoskeleton	1.48	0.001159	0.0009589	0.0008742	0.0007884
-Cell Growth and Death	-Cytoskeleton	0.7781	0.9046	1.005	1.068	1.161
-Cellular Community	-Cytoskeleton	0	0	0	0	0
Metabolism	-Cytoskeleton	135.6	138.8	146	148.7	140.3
-Membrane Transport	-Cytoskeleton	26.33	24.77	25.07	23.03	19.07
-Central Carbon Metabolism	-Cytoskeleton	46.56	46.37	46.25	43.42	37.66
-Energy Metabolism	-Cytoskeleton	5.255	6.387	7.458	7.409	6.669
-Biosynthesis	-Cytoskeleton	35.29	41.81	47.43	55.21	56.28
-Other Enzymes	-Cytoskeleton	25.36	25.69	26.26	25.49	23.48
Organismal Systems	-Cytoskeleton	0	0	0	0	0
-Immune System	-Cytoskeleton	0	0	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0	0	0
-Excretory System	-Cytoskeleton	0	0	0	0	0
-Nervous System	-Cytoskeleton	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0
-Development	-Cytoskeleton	0	0	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0	0	0
Human Diseases	-Cytoskeleton	0.8931	0.9994	1.252	1.219	1.271
-Cancers	-Cytoskeleton	0.02176	0.01587	0.01481	0.01361	0.01395
-Immune Diseases	-Cytoskeleton	0	0	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0	0	0
-Substance Dependence	-Cytoskeleton	0	0	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cytoskeleton	0	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.4663	0.4986	0.4382	0.4036	0.3793
-Drug resistance	-Cytoskeleton	0.8866	0.9993	1.252	1.219	1.271
Not Mapped	-Cytoskeleton	22.88	19.32	19.23	18.43	18.1
-Not Mapped	-Cytoskeleton	22.88	19.32	19.23	18.43	18.1
TOTAL	-Cell Motility	216.9	251700	335400	388700	437200
MAPPED	-Cell Motility	197.9	233600	313600	365900	412400
Genetic Information Processing	-Cell Motility	81.3	100600	144900	177600	215500
-Transcription	-Cell Motility	10.15	12180	15760	17030	19160
-Translation	-Cell Motility	51.38	65400	99370	127300	159200
-Folding, Sorting and Degradation	-Cell Motility	14.49	16970	22400	25620	29100
-DNA Maintenance	-Cell Motility	5.372	6502	7825	8044	8599
-RNA Family	-Cell Motility	0.0003222	0.3125	0.3125	0.3125	0.3125
Environmental Information Processing	-Cell Motility	2.365	2274	2521	2658	2694
-Signal Transduction	-Cell Motility	2.347	2274	2521	2658	2694
-Signaling Molecules and Interaction	-Cell Motility	0.0169	0.0625	0.0625	0.0625	0.0625
Cellular Processes	-Cell Motility	2.845	2626	3488	3850	4290
-Cell Structure	-Cell Motility	0.2665	681.9	942.9	1048	945.1
-Crystallins	-Cell Motility	0	0	0	0	0
-Stress Response	-Cell Motility	0	0	0	0	0
-       Stress response	-Cell Motility	0	0	0	0	0
-Vesicular transport	-Cell Motility	0.1364	126.4	226.7	191.4	314.6
-Cytoskeleton	-Cell Motility	0.8299	971.3	1182	1286	1434
-Cell Motility	-Cell Motility	1	1	1	1	1
-Cell Growth and Death	-Cell Motility	0.6124	845.5	1136	1324	1595
-Cellular Community	-Cell Motility	0	0	0	0	0
Metabolism	-Cell Motility	111	129100	164000	183400	192100
-Membrane Transport	-Cell Motility	19.73	22350	27320	27900	25680
-Central Carbon Metabolism	-Cell Motility	39.29	41790	50070	51300	49940
-Energy Metabolism	-Cell Motility	4.348	5857	8157	8871	8907
-Biosynthesis	-Cell Motility	28.44	38300	52730	67230	76180
-Other Enzymes	-Cell Motility	21.42	24250	29660	31590	32750
Organismal Systems	-Cell Motility	0	0	0	0	0
-Immune System	-Cell Motility	0	0	0	0	0
-Endocrine System	-Cell Motility	0	0	0	0	0
-Circulatory System	-Cell Motility	0	0	0	0	0
-Digestive System	-Cell Motility	0	0	0	0	0
-Excretory System	-Cell Motility	0	0	0	0	0
-Nervous System	-Cell Motility	0	0	0	0	0
-Sensory System	-Cell Motility	0	0	0	0	0
-Development	-Cell Motility	0	0	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0	0	0
Human Diseases	-Cell Motility	0.7359	934	1414	1510	1747
-Cancers	-Cell Motility	0.01668	13.7	15.56	15.56	17.78
-Immune Diseases	-Cell Motility	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Motility	0	0	0	0	0
-Substance Dependence	-Cell Motility	0	0	0	0	0
-Cardiovascular Diseases	-Cell Motility	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Motility	0	0	0	0	0
-Infectious Diseases	-Cell Motility	0.358	441.8	463.6	466.9	482.7
-Drug resistance	-Cell Motility	0.7341	933.9	1414	1510	1747
Not Mapped	-Cell Motility	18.99	18060	21720	22840	24870
-Not Mapped	-Cell Motility	18.99	18060	21720	22840	24870
TOTAL	-Cell Growth and Death	371.7	333.6	342.3	341.4	322.8
MAPPED	-Cell Growth and Death	339.1	309.7	320.1	321.3	304.5
Genetic Information Processing	-Cell Growth and Death	137.1	131.2	145.9	153.9	157
-Transcription	-Cell Growth and Death	17.06	15.94	16.03	14.99	14.12
-Translation	-Cell Growth and Death	86.91	85.44	100.2	110.5	116.4
-Folding, Sorting and Degradation	-Cell Growth and Death	23.81	21.72	22	21.63	20.59
-DNA Maintenance	-Cell Growth and Death	9.788	8.536	7.896	6.977	6.253
-RNA Family	-Cell Growth and Death	0.0005654	0.0004189	0.0003118	0.0002676	0.000222
Environmental Information Processing	-Cell Growth and Death	4.083	3.129	2.661	2.395	2.035
-Signal Transduction	-Cell Growth and Death	4.054	3.129	2.661	2.395	2.035
-Signaling Molecules and Interaction	-Cell Growth and Death	0.02897	8.283e-05	6.379e-05	5.489e-05	4.615e-05
Cellular Processes	-Cell Growth and Death	5.063	3.204	3.229	3.092	2.864
-Cell Structure	-Cell Growth and Death	0.4568	0.9037	0.9623	0.9205	0.6978
-Crystallins	-Cell Growth and Death	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0	0
-       Stress response	-Cell Growth and Death	0	0	0	0	0
-Vesicular transport	-Cell Growth and Death	0.2227	0.1597	0.2197	0.1614	0.2225
-Cytoskeleton	-Cell Growth and Death	1.422	1.239	1.153	1.088	1.015
-Cell Motility	-Cell Growth and Death	1.95	0.001436	0.001106	0.0009514	0.0007999
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1
-Cellular Community	-Cell Growth and Death	0	0	0	0	0
Metabolism	-Cell Growth and Death	192.5	171.6	167.8	161.5	142.1
-Membrane Transport	-Cell Growth and Death	35.91	29.38	27.68	24.33	18.92
-Central Carbon Metabolism	-Cell Growth and Death	64.16	56.14	52.02	46.69	37.52
-Energy Metabolism	-Cell Growth and Death	7.259	7.568	7.995	7.518	6.237
-Biosynthesis	-Cell Growth and Death	50.43	51.67	55.03	60.08	57.24
-Other Enzymes	-Cell Growth and Death	35.04	30.65	28.75	26.65	23.16
Organismal Systems	-Cell Growth and Death	0	0	0	0	0
-Immune System	-Cell Growth and Death	0	0	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0	0	0
-Circulatory System	-Cell Growth and Death	0	0	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0	0	0
-Development	-Cell Growth and Death	0	0	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0	0	0
Human Diseases	-Cell Growth and Death	1.314	1.26	1.475	1.345	1.316
-Cancers	-Cell Growth and Death	0.02893	0.01823	0.01541	0.01322	0.01254
-Immune Diseases	-Cell Growth and Death	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Growth and Death	0	0	0	0	0
-Substance Dependence	-Cell Growth and Death	0	0	0	0	0
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Growth and Death	0	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	0.6397	0.5854	0.4731	0.41	0.3564
-Drug resistance	-Cell Growth and Death	1.22	1.194	1.398	1.282	1.253
Not Mapped	-Cell Growth and Death	32.54	23.94	22.17	20.06	18.36
-Not Mapped	-Cell Growth and Death	32.54	23.94	22.17	20.06	18.36
TOTAL	-Cellular Community	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Translation	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Cellular Community	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Immune System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Development	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cellular Community	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Cellular Community	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Cellular Community	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cellular Community	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cellular Community	Inf	Inf	Inf	Inf	Inf
TOTAL	Metabolism	1.953	1.97	2.07	2.146	2.312
MAPPED	Metabolism	1.782	1.829	1.936	2.02	2.18
Genetic Information Processing	Metabolism	0.7322	0.7879	0.8942	0.9804	1.139
-Transcription	Metabolism	0.09142	0.09538	0.09764	0.09467	0.1016
-Translation	Metabolism	0.4628	0.5119	0.6132	0.7029	0.8415
-Folding, Sorting and Degradation	Metabolism	0.1296	0.133	0.1382	0.1415	0.1539
-DNA Maintenance	Metabolism	0.05131	0.05045	0.04783	0.044	0.04499
-RNA Family	Metabolism	3.06e-06	2.574e-06	2.027e-06	1.813e-06	1.732e-06
Environmental Information Processing	Metabolism	0.02291	0.01931	0.01649	0.01483	0.01432
-Signal Transduction	Metabolism	0.02276	0.01931	0.01649	0.01483	0.01432
-Signaling Molecules and Interaction	Metabolism	0.0001522	4.893e-07	3.857e-07	3.45e-07	3.304e-07
Cellular Processes	Metabolism	0.02737	0.02037	0.02132	0.02106	0.02244
-Cell Structure	Metabolism	0.002401	0.005338	0.005819	0.005786	0.004997
-Crystallins	Metabolism	0	0	0	0	0
-Stress Response	Metabolism	0	0	0	0	0
-       Stress response	Metabolism	0	0	0	0	0
-Vesicular transport	Metabolism	0.001228	0.0009891	0.001399	0.001056	0.001663
-Cytoskeleton	Metabolism	0.007653	0.007522	0.007205	0.007013	0.007464
-Cell Motility	Metabolism	0.01098	8.562e-06	6.743e-06	6.029e-06	5.771e-06
-Cell Growth and Death	Metabolism	0.005867	0.006682	0.007069	0.007367	0.008498
-Cellular Community	Metabolism	0	0	0	0	0
Metabolism	Metabolism	1	1	1	1	1
-Membrane Transport	Metabolism	0.1942	0.1808	0.1743	0.1569	0.1359
-Central Carbon Metabolism	Metabolism	0.3433	0.3368	0.3215	0.2971	0.2741
-Energy Metabolism	Metabolism	0.03962	0.04718	0.05244	0.0511	0.04882
-Biosynthesis	Metabolism	0.2679	0.3127	0.3384	0.3833	0.4062
-Other Enzymes	Metabolism	0.1885	0.1898	0.1831	0.1744	0.1749
Organismal Systems	Metabolism	0	0	0	0	0
-Immune System	Metabolism	0	0	0	0	0
-Endocrine System	Metabolism	0	0	0	0	0
-Circulatory System	Metabolism	0	0	0	0	0
-Digestive System	Metabolism	0	0	0	0	0
-Excretory System	Metabolism	0	0	0	0	0
-Nervous System	Metabolism	0	0	0	0	0
-Sensory System	Metabolism	0	0	0	0	0
-Development	Metabolism	0	0	0	0	0
-Environmental Adaptation	Metabolism	0	0	0	0	0
Human Diseases	Metabolism	0.006829	0.007343	0.008785	0.008339	0.009261
-Cancers	Metabolism	0.0001658	0.0001187	0.0001059	9.481e-05	0.0001036
-Immune Diseases	Metabolism	0	0	0	0	0
-Neurodegenerative Diseases	Metabolism	0	0	0	0	0
-Substance Dependence	Metabolism	0	0	0	0	0
-Cardiovascular Diseases	Metabolism	0	0	0	0	0
-Endocrine and Metabolic Diseases	Metabolism	0	0	0	0	0
-Infectious Diseases	Metabolism	0.00346	0.003617	0.003026	0.002736	0.002728
-Drug resistance	Metabolism	0.006627	0.007311	0.008728	0.008338	0.009235
Not Mapped	Metabolism	0.171	0.1414	0.134	0.1261	0.1315
-Not Mapped	Metabolism	0.171	0.1414	0.134	0.1261	0.1315
TOTAL	-Membrane Transport	11.29	11.96	13.13	14.92	18.04
MAPPED	-Membrane Transport	10.3	11.1	12.28	14.05	17.02
Genetic Information Processing	-Membrane Transport	4.232	4.676	5.559	6.691	8.906
-Transcription	-Membrane Transport	0.5284	0.5713	0.6151	0.6552	0.7921
-Translation	-Membrane Transport	2.675	3.052	3.832	4.82	6.533
-Folding, Sorting and Degradation	-Membrane Transport	0.7493	0.7882	0.8474	0.9623	1.203
-DNA Maintenance	-Membrane Transport	0.2796	0.3081	0.3036	0.3048	0.3423
-RNA Family	-Membrane Transport	1.704e-05	1.583e-05	1.305e-05	1.28e-05	1.372e-05
Environmental Information Processing	-Membrane Transport	0.1297	0.1138	0.1031	0.1047	0.1134
-Signal Transduction	-Membrane Transport	0.1289	0.1138	0.1031	0.1047	0.1134
-Signaling Molecules and Interaction	-Membrane Transport	0.00088	2.969e-06	2.447e-06	2.399e-06	2.579e-06
Cellular Processes	-Membrane Transport	0.1481	0.1223	0.133	0.1434	0.1707
-Cell Structure	-Membrane Transport	0.01388	0.03239	0.03691	0.04024	0.039
-Crystallins	-Membrane Transport	0	0	0	0	0
-Stress Response	-Membrane Transport	0	0	0	0	0
-       Stress response	-Membrane Transport	0	0	0	0	0
-Vesicular transport	-Membrane Transport	0.0071	0.005907	0.008658	0.007186	0.01298
-Cytoskeleton	-Membrane Transport	0.0432	0.04524	0.04506	0.04835	0.05706
-Cell Motility	-Membrane Transport	0.05691	5.244e-05	4.321e-05	4.226e-05	4.47e-05
-Cell Growth and Death	-Membrane Transport	0.03188	0.03936	0.0433	0.04931	0.0635
-Cellular Community	-Membrane Transport	0	0	0	0	0
Metabolism	-Membrane Transport	5.78	6.125	6.408	7.009	7.817
-Membrane Transport	-Membrane Transport	1	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	1.835	1.998	1.983	2.01	2.067
-Energy Metabolism	-Membrane Transport	0.2338	0.289	0.3361	0.3582	0.3781
-Biosynthesis	-Membrane Transport	1.481	1.855	2.09	2.59	3.148
-Other Enzymes	-Membrane Transport	1.05	1.125	1.122	1.186	1.353
Organismal Systems	-Membrane Transport	0	0	0	0	0
-Immune System	-Membrane Transport	0	0	0	0	0
-Endocrine System	-Membrane Transport	0	0	0	0	0
-Circulatory System	-Membrane Transport	0	0	0	0	0
-Digestive System	-Membrane Transport	0	0	0	0	0
-Excretory System	-Membrane Transport	0	0	0	0	0
-Nervous System	-Membrane Transport	0	0	0	0	0
-Sensory System	-Membrane Transport	0	0	0	0	0
-Development	-Membrane Transport	0	0	0	0	0
-Environmental Adaptation	-Membrane Transport	0	0	0	0	0
Human Diseases	-Membrane Transport	0.03831	0.04517	0.05656	0.0588	0.07336
-Cancers	-Membrane Transport	0.0008628	0.0007044	0.0006541	0.0006405	0.0007704
-Immune Diseases	-Membrane Transport	0	0	0	0	0
-Neurodegenerative Diseases	-Membrane Transport	0	0	0	0	0
-Substance Dependence	-Membrane Transport	0	0	0	0	0
-Cardiovascular Diseases	-Membrane Transport	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Membrane Transport	0	0	0	0	0
-Infectious Diseases	-Membrane Transport	0.01869	0.02057	0.01767	0.01739	0.01972
-Drug resistance	-Membrane Transport	0.03831	0.04332	0.05364	0.05672	0.07219
Not Mapped	-Membrane Transport	0.9886	0.858	0.8503	0.8768	1.026
-Not Mapped	-Membrane Transport	0.9886	0.858	0.8503	0.8768	1.026
TOTAL	-Central Carbon Metabolism	6.292	6.534	7.303	8.152	9.145
MAPPED	-Central Carbon Metabolism	5.741	6.065	6.83	7.673	8.625
Genetic Information Processing	-Central Carbon Metabolism	2.342	2.589	3.142	3.72	4.491
-Transcription	-Central Carbon Metabolism	0.275	0.3158	0.3422	0.3567	0.4012
-Translation	-Central Carbon Metabolism	1.486	1.69	2.158	2.667	3.322
-Folding, Sorting and Degradation	-Central Carbon Metabolism	0.4153	0.4411	0.4864	0.5368	0.6088
-DNA Maintenance	-Central Carbon Metabolism	0.1593	0.1665	0.1683	0.167	0.177
-RNA Family	-Central Carbon Metabolism	9.443e-06	8.517e-06	7.011e-06	6.795e-06	6.905e-06
Environmental Information Processing	-Central Carbon Metabolism	0.07069	0.06032	0.05485	0.05559	0.05708
-Signal Transduction	-Central Carbon Metabolism	0.07023	0.06032	0.05485	0.05559	0.05708
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.0004904	1.622e-06	1.361e-06	1.311e-06	1.307e-06
Cellular Processes	-Central Carbon Metabolism	0.08618	0.0658	0.07237	0.0772	0.08773
-Cell Structure	-Central Carbon Metabolism	0.007734	0.0177	0.02053	0.02198	0.01977
-Crystallins	-Central Carbon Metabolism	0	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0	0	0	0	0
-       Stress response	-Central Carbon Metabolism	0	0	0	0	0
-Vesicular transport	-Central Carbon Metabolism	0.003786	0.00328	0.004923	0.004009	0.006549
-Cytoskeleton	-Central Carbon Metabolism	0.02408	0.02482	0.02486	0.02622	0.02957
-Cell Motility	-Central Carbon Metabolism	0.0339	2.808e-05	2.362e-05	2.283e-05	2.267e-05
-Cell Growth and Death	-Central Carbon Metabolism	0.01893	0.02171	0.02448	0.02752	0.03291
-Cellular Community	-Central Carbon Metabolism	0	0	0	0	0
Metabolism	-Central Carbon Metabolism	3.226	3.331	3.538	3.814	3.987
-Membrane Transport	-Central Carbon Metabolism	0.5949	0.6024	0.6168	0.5985	0.5334
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.1278	0.1462	0.1706	0.181	0.1839
-Biosynthesis	-Central Carbon Metabolism	0.8323	1.01	1.168	1.436	1.618
-Other Enzymes	-Central Carbon Metabolism	0.6108	0.6294	0.6443	0.6617	0.6933
Organismal Systems	-Central Carbon Metabolism	0	0	0	0	0
-Immune System	-Central Carbon Metabolism	0	0	0	0	0
-Endocrine System	-Central Carbon Metabolism	0	0	0	0	0
-Circulatory System	-Central Carbon Metabolism	0	0	0	0	0
-Digestive System	-Central Carbon Metabolism	0	0	0	0	0
-Excretory System	-Central Carbon Metabolism	0	0	0	0	0
-Nervous System	-Central Carbon Metabolism	0	0	0	0	0
-Sensory System	-Central Carbon Metabolism	0	0	0	0	0
-Development	-Central Carbon Metabolism	0	0	0	0	0
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0	0	0
Human Diseases	-Central Carbon Metabolism	0.02078	0.0243	0.03072	0.03164	0.03693
-Cancers	-Central Carbon Metabolism	0.0005062	0.0003767	0.0003569	0.0003484	0.000409
-Immune Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Substance Dependence	-Central Carbon Metabolism	0	0	0	0	0
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Central Carbon Metabolism	0	0	0	0	0
-Infectious Diseases	-Central Carbon Metabolism	0.01123	0.01179	0.01045	0.01017	0.01076
-Drug resistance	-Central Carbon Metabolism	0.01928	0.02424	0.03072	0.03164	0.03653
Not Mapped	-Central Carbon Metabolism	0.551	0.4688	0.473	0.4789	0.5202
-Not Mapped	-Central Carbon Metabolism	0.551	0.4688	0.473	0.4789	0.5202
TOTAL	-Energy Metabolism	55.36	47.68	45.16	48.87	53.38
MAPPED	-Energy Metabolism	50.51	44.26	42.24	46	50.35
Genetic Information Processing	-Energy Metabolism	20.32	18.64	19.49	22.09	26.24
-Transcription	-Energy Metabolism	2.541	2.278	2.122	2.141	2.334
-Translation	-Energy Metabolism	12.9	12.22	13.38	15.94	19.38
-Folding, Sorting and Degradation	-Energy Metabolism	3.526	3.065	2.932	3.107	3.419
-DNA Maintenance	-Energy Metabolism	1.447	1.229	1.058	1.015	1.057
-RNA Family	-Energy Metabolism	8.772e-05	6.314e-05	4.575e-05	4.226e-05	4.136e-05
Environmental Information Processing	-Energy Metabolism	0.5782	0.421	0.3257	0.3023	0.3135
-Signal Transduction	-Energy Metabolism	0.5743	0.421	0.3257	0.3023	0.3135
-Signaling Molecules and Interaction	-Energy Metabolism	0.004315	1.184e-05	8.416e-06	7.858e-06	7.631e-06
Cellular Processes	-Energy Metabolism	0.7398	0.4832	0.4487	0.4608	0.4992
-Cell Structure	-Energy Metabolism	0.06804	0.1292	0.127	0.1318	0.1154
-Crystallins	-Energy Metabolism	0	0	0	0	0
-Stress Response	-Energy Metabolism	0	0	0	0	0
-       Stress response	-Energy Metabolism	0	0	0	0	0
-Vesicular transport	-Energy Metabolism	0.03393	0.02372	0.03036	0.02403	0.03831
-Cytoskeleton	-Energy Metabolism	0.2123	0.1787	0.1583	0.1597	0.175
-Cell Motility	-Energy Metabolism	0.3025	0.0002033	0.0001442	0.000136	0.0001308
-Cell Growth and Death	-Energy Metabolism	0.1594	0.1556	0.152	0.1622	0.1927
-Cellular Community	-Energy Metabolism	0	0	0	0	0
Metabolism	-Energy Metabolism	28.4	24.38	21.97	23.16	23.45
-Membrane Transport	-Energy Metabolism	5.349	4.115	3.559	3.371	3.135
-Central Carbon Metabolism	-Energy Metabolism	9.486	7.588	6.67	6.285	6.125
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	7.276	7.286	7.067	8.453	9.292
-Other Enzymes	-Energy Metabolism	5.219	4.591	3.995	3.972	4.104
Organismal Systems	-Energy Metabolism	0	0	0	0	0
-Immune System	-Energy Metabolism	0	0	0	0	0
-Endocrine System	-Energy Metabolism	0	0	0	0	0
