Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Folding, Sorting and Degradation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Immune System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Development	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN
-Drug resistance	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf
TOTAL	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
MAPPED	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Transcription	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Translation	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
Metabolism	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Immune System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Development	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Cancers	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Drug resistance	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
TOTAL	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
MAPPED	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Transcription	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Translation	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
Metabolism	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Immune System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Development	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cancers	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Drug resistance	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
TOTAL	-Drug resistance	4288000	5085000	6657000	7520000	8276000
MAPPED	-Drug resistance	3859000	4667000	6155000	6993000	7702000
Genetic Information Processing	-Drug resistance	1162000	1472000	2082000	2457000	2934000
-Transcription	-Drug resistance	193100	243300	336000	377600	430400
-Translation	-Drug resistance	605400	798300	1184000	1459000	1809000
-Folding, Sorting and Degradation	-Drug resistance	298800	351900	463100	517800	583900
-DNA Maintenance	-Drug resistance	64830	78460	98950	102800	110500
-RNA Family	-Drug resistance	0.5	0.5	0.5	0.5	0.5
Environmental Information Processing	-Drug resistance	50530	43640	46160	45110	44030
-Signal Transduction	-Drug resistance	50200	43640	46160	45110	44030
-Signaling Molecules and Interaction	-Drug resistance	328.1	1.5	1.5	1.5	1.5
Cellular Processes	-Drug resistance	68230	51530	66670	74880	80450
-Cell Structure	-Drug resistance	6033	15910	22000	24460	22050
-Crystallins	-Drug resistance	0	0	0	0	0
-Vesicular transport	-Drug resistance	97.72	88	119.6	119.6	119.6
-Cytoskeleton	-Drug resistance	15260	18130	21940	24020	26990
-Cell Motility	-Drug resistance	33830	25	25	25	25
-Cell Growth and Death	-Drug resistance	13010	17370	22590	26270	31260
-Cellular Community	-Drug resistance	0	0	0	0	0
Metabolism	-Drug resistance	2578000	3100000	3960000	4416000	4644000
-Membrane Transport	-Drug resistance	456900	518000	638400	634800	571000
-Central Carbon Metabolism	-Drug resistance	1119000	1252000	1493000	1522000	1510000
-Energy Metabolism	-Drug resistance	93380	130000	185400	200200	207900
-Biosynthesis	-Drug resistance	708200	970400	1373000	1775000	2035000
-Other Enzymes	-Drug resistance	199800	229700	270400	283700	320200
Organismal Systems	-Drug resistance	0	0	0	0	0
-Immune System	-Drug resistance	0	0	0	0	0
-Endocrine System	-Drug resistance	0	0	0	0	0
-Circulatory System	-Drug resistance	0	0	0	0	0
-Digestive System	-Drug resistance	0	0	0	0	0
-Excretory System	-Drug resistance	0	0	0	0	0
-Nervous System	-Drug resistance	0	0	0	0	0
-Sensory System	-Drug resistance	0	0	0	0	0
-Development	-Drug resistance	0	0	0	0	0
-Environmental Adaptation	-Drug resistance	0	0	0	0	0
Human Diseases	-Drug resistance	1	1	1	1	1
-Cancers	-Drug resistance	0	0	0	0	0
-Immune Diseases	-Drug resistance	0	0	0	0	0
-Neurodegenerative Diseases	-Drug resistance	0	0	0	0	0
-Substance Dependence	-Drug resistance	0	0	0	0	0
-Cardiovascular Diseases	-Drug resistance	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Drug resistance	0	0	0	0	0
-Infectious Diseases	-Drug resistance	0	0	0	0	0
-Drug resistance	-Drug resistance	1	1	1	1	1
Not Mapped	-Drug resistance	429100	418300	501900	527500	573400
-Not Mapped	-Drug resistance	429100	418300	501900	527500	573400
TOTAL	Not Mapped	9.993	12.16	13.26	14.26	14.43
MAPPED	Not Mapped	8.993	11.16	12.26	13.26	13.43
Genetic Information Processing	Not Mapped	2.709	3.519	4.149	4.658	5.117
-Transcription	Not Mapped	0.4501	0.5817	0.6694	0.7158	0.7506
-Translation	Not Mapped	1.411	1.908	2.359	2.766	3.155
-Folding, Sorting and Degradation	Not Mapped	0.6964	0.8413	0.9226	0.9817	1.018
-DNA Maintenance	Not Mapped	0.1511	0.1876	0.1971	0.1948	0.1927
-RNA Family	Not Mapped	1.165e-06	1.195e-06	9.962e-07	9.48e-07	8.72e-07
Environmental Information Processing	Not Mapped	0.1178	0.1043	0.09198	0.08553	0.0768
-Signal Transduction	Not Mapped	0.117	0.1043	0.09198	0.08553	0.07679
-Signaling Molecules and Interaction	Not Mapped	0.0007647	3.586e-06	2.989e-06	2.844e-06	2.616e-06
Cellular Processes	Not Mapped	0.159	0.1232	0.1328	0.142	0.1403
-Cell Structure	Not Mapped	0.01406	0.03803	0.04384	0.04637	0.03846
-Crystallins	Not Mapped	0	0	0	0	0
-Vesicular transport	Not Mapped	0.0002278	0.0002104	0.0002383	0.0002267	0.0002086
-Cytoskeleton	Not Mapped	0.03556	0.04335	0.0437	0.04553	0.04707
-Cell Motility	Not Mapped	0.07885	5.976e-05	4.981e-05	4.74e-05	4.36e-05
-Cell Growth and Death	Not Mapped	0.03032	0.04153	0.045	0.0498	0.05452
-Cellular Community	Not Mapped	0	0	0	0	0
Metabolism	Not Mapped	6.008	7.41	7.89	8.372	8.1
-Membrane Transport	Not Mapped	1.065	1.238	1.272	1.203	0.9959
-Central Carbon Metabolism	Not Mapped	2.609	2.992	2.975	2.885	2.633
-Energy Metabolism	Not Mapped	0.2176	0.3107	0.3693	0.3795	0.3626
-Biosynthesis	Not Mapped	1.651	2.32	2.735	3.366	3.55
-Other Enzymes	Not Mapped	0.4658	0.5492	0.5387	0.5378	0.5585
Organismal Systems	Not Mapped	0	0	0	0	0
-Immune System	Not Mapped	0	0	0	0	0
-Endocrine System	Not Mapped	0	0	0	0	0
-Circulatory System	Not Mapped	0	0	0	0	0
-Digestive System	Not Mapped	0	0	0	0	0
-Excretory System	Not Mapped	0	0	0	0	0
-Nervous System	Not Mapped	0	0	0	0	0
-Sensory System	Not Mapped	0	0	0	0	0
-Development	Not Mapped	0	0	0	0	0
-Environmental Adaptation	Not Mapped	0	0	0	0	0
Human Diseases	Not Mapped	2.331e-06	2.39e-06	1.992e-06	1.896e-06	1.744e-06
-Cancers	Not Mapped	0	0	0	0	0
-Immune Diseases	Not Mapped	0	0	0	0	0
-Neurodegenerative Diseases	Not Mapped	0	0	0	0	0
-Substance Dependence	Not Mapped	0	0	0	0	0
-Cardiovascular Diseases	Not Mapped	0	0	0	0	0
-Endocrine and Metabolic Diseases	Not Mapped	0	0	0	0	0
-Infectious Diseases	Not Mapped	0	0	0	0	0
-Drug resistance	Not Mapped	2.331e-06	2.39e-06	1.992e-06	1.896e-06	1.744e-06
Not Mapped	Not Mapped	1	1	1	1	1
-Not Mapped	Not Mapped	1	1	1	1	1
TOTAL	-Not Mapped	9.993	12.16	13.26	14.26	14.43
MAPPED	-Not Mapped	8.993	11.16	12.26	13.26	13.43
Genetic Information Processing	-Not Mapped	2.709	3.519	4.149	4.658	5.117
-Transcription	-Not Mapped	0.4501	0.5817	0.6694	0.7158	0.7506
-Translation	-Not Mapped	1.411	1.908	2.359	2.766	3.155
-Folding, Sorting and Degradation	-Not Mapped	0.6964	0.8413	0.9226	0.9817	1.018
-DNA Maintenance	-Not Mapped	0.1511	0.1876	0.1971	0.1948	0.1927
-RNA Family	-Not Mapped	1.165e-06	1.195e-06	9.962e-07	9.48e-07	8.72e-07
Environmental Information Processing	-Not Mapped	0.1178	0.1043	0.09198	0.08553	0.0768
-Signal Transduction	-Not Mapped	0.117	0.1043	0.09198	0.08553	0.07679
-Signaling Molecules and Interaction	-Not Mapped	0.0007647	3.586e-06	2.989e-06	2.844e-06	2.616e-06
Cellular Processes	-Not Mapped	0.159	0.1232	0.1328	0.142	0.1403
-Cell Structure	-Not Mapped	0.01406	0.03803	0.04384	0.04637	0.03846
-Crystallins	-Not Mapped	0	0	0	0	0
-Vesicular transport	-Not Mapped	0.0002278	0.0002104	0.0002383	0.0002267	0.0002086
-Cytoskeleton	-Not Mapped	0.03556	0.04335	0.0437	0.04553	0.04707
-Cell Motility	-Not Mapped	0.07885	5.976e-05	4.981e-05	4.74e-05	4.36e-05
-Cell Growth and Death	-Not Mapped	0.03032	0.04153	0.045	0.0498	0.05452
-Cellular Community	-Not Mapped	0	0	0	0	0
Metabolism	-Not Mapped	6.008	7.41	7.89	8.372	8.1
-Membrane Transport	-Not Mapped	1.065	1.238	1.272	1.203	0.9959
-Central Carbon Metabolism	-Not Mapped	2.609	2.992	2.975	2.885	2.633
-Energy Metabolism	-Not Mapped	0.2176	0.3107	0.3693	0.3795	0.3626
-Biosynthesis	-Not Mapped	1.651	2.32	2.735	3.366	3.55
-Other Enzymes	-Not Mapped	0.4658	0.5492	0.5387	0.5378	0.5585
Organismal Systems	-Not Mapped	0	0	0	0	0
-Immune System	-Not Mapped	0	0	0	0	0
-Endocrine System	-Not Mapped	0	0	0	0	0
-Circulatory System	-Not Mapped	0	0	0	0	0
-Digestive System	-Not Mapped	0	0	0	0	0
-Excretory System	-Not Mapped	0	0	0	0	0
-Nervous System	-Not Mapped	0	0	0	0	0
-Sensory System	-Not Mapped	0	0	0	0	0
-Development	-Not Mapped	0	0	0	0	0
-Environmental Adaptation	-Not Mapped	0	0	0	0	0
Human Diseases	-Not Mapped	2.331e-06	2.39e-06	1.992e-06	1.896e-06	1.744e-06
-Cancers	-Not Mapped	0	0	0	0	0
-Immune Diseases	-Not Mapped	0	0	0	0	0
-Neurodegenerative Diseases	-Not Mapped	0	0	0	0	0
-Substance Dependence	-Not Mapped	0	0	0	0	0
-Cardiovascular Diseases	-Not Mapped	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Not Mapped	0	0	0	0	0
-Infectious Diseases	-Not Mapped	0	0	0	0	0
-Drug resistance	-Not Mapped	2.331e-06	2.39e-06	1.992e-06	1.896e-06	1.744e-06
Not Mapped	-Not Mapped	1	1	1	1	1
-Not Mapped	-Not Mapped	1	1	1	1	1
