K01369	DelTa-vpe
K01115	PLDBETA2 PLDDELTA PLDBETA1 PldP1 PLDEPSILON PldP2 PldGamma1 PLDGAMMA2 PldGamma3 PLDALPHA1 PLDALPHA3 PLDALPHA2
K01414	-
K08081	Tri AT2G29320 AT2G30670 AT2G29370 AT2G29290 AT2G29150 AT2G29300 AT2G29310 AT2G29340 AT2G29260 AT5G06060 AT1G07450 AT2G29360
K04433	-
K14558	PWP2
K14559	AT5G66540
K09827	-
K14554	AT4G04940
K14555	TOZ
K14556	AT3G21540
K01151	-
K14550	AT3G06530
K14551	-
K14552	AT3G26480 AT2G18900
K14553	AT5G14050
hsa_R4GMT0	-
K01158	-
K07831	-
K07830	-
K07292	-
K09236	-
K10757	UGT78D2
K10754	AtrFc1
K02139	-
K02138	AtpQ
K01755	AT5G10920
K02131	-
K02130	-
K02133	AT5G08690 AT5G08680 AT5G08670
K02132	AT2G07698
K02135	AT1G51650
K02134	AT5G47030
K02137	ATP5
K02136	ATP3
K03842	AT1G16570
K03843	AT1G78800
K09238	-
K03846	AT1G16900
K03847	ALG12
K03844	LEW3
K03845	Alg3
K03848	-
K10203	-
K13025	EIF4A-III AT1G51380
K13024	-
K12261	AT5G17380
K01757	AT1G74010 Ss3 Ss2
K12236	-
K13249	AT2G16595 AT2G21160
K13248	-
K12891	AtsC35
K13241	-
K13240	-
K13247	-
K03267	AT1G18070
K03264	emb1624 AT2G39820
K03265	Erf1-3 Erf1-2 Erf1-1
K03262	AT1G77840 AT1G36730
K03263	Fbr12
K03260	eIFiso4G1 Eif4g eIFiso4G2
K12414	-
spo_SPAC4F8.13c	-
K11798	-
K11790	-
K12044	-
K12045	-
K06238	-
K12047	-
K12040	-
K12041	-
K12042	-
K06233	-
K06230	-
K06236	-
K06237	-
K06234	-
hsa_Q562Q8	-
hsa_Q562Q9	-
K11240	-
K11247	-
hsa_O96019	-
K11244	-
hsa_Q562Q0	-
hsa_Q562Q1	-
hsa_Q562Q2	-
K11248	-
hsa_Q562Q4	-
K11538	-
hsa_Q562Q6	-
K00762	-
K00763	NapRt2 NapRt1
K00760	HGPT
K00761	UPP
K00766	Trp1
K00767	Qpt
K00764	AtaSe2 AtaSe3 AtaSe1
K00765	ATP-PRT1 ATP-PRT2
K00769	-
K01551	-
K10214	-
K01556	-
sce_YJR151C	-
K00181	-
K10111	-
sce_YGR180C	-
K04640	-
K04645	-
K04644	-
K04646	AT3G11130 AT3G08530
K04649	Ubc27
K04648	-
K15541	-
K15542	FY
K15543	-
K15544	-
K15095	AT3G61220
K00987	-
K00982	-
K00983	-
K00980	-
K00981	CDS2 AtcDs1
K15893	HPR
K15891	FLDH
K01585	-
K01587	-
K01586	AT5G11880 AT3G14390
K13498	-
K13499	-
K01583	Adc2 Adc1
K01582	-
K13496	UGT73C1 UGT73C6 DogT1
K13497	-
K01589	-
K01588	-
K13493	UGT76C1 Ugt76c2
K09355	-
K09359	-
K08341	APG8A ATG8G ATG8F ATG8E Atg8d ATG8C ATG8B
K08342	AT2G44140
K08343	Atg3
K02728	Pac1
K02729	Pae2 Pae1
K05119	-
K02725	Paf2 Paf1
K02726	AT1G79210 Pab1
K02727	Pag1
K02720	-
K05110	-
K05111	-
K03989	-
K03987	-
K03456	Pp2Aa2 Pp2Aa3 Rcn1
K03983	-
K03981	-
hsa_Q96FU6	-
K01639	-
K01638	Mls
K01637	Icl
eco_b0329	-
K01634	Dpl1
K01633	FOLB1 FOLB2
K02858	-
K02580	-
K02582	-
K02583	-
K03679	AtrRp4
K03678	CER7
K03671	-
K03673	-
K03672	-
K03675	-
K03676	-
K06001	TSBtype2
sce_YKL096W	-
hsa_Q9NZ32	-
K03184	-
K03183	-
K03182	-
K12456	BNS
K12451	Nrs/er
K12450	Rhm1 Mum4 Rhm3
K07359	GriK1
K07606	-
K07607	-
K07601	-
K16513	-
sce_YKL056C	-
sce_YJL078C	-
sce_YLR212C	-
K05931	PrmT4b
K05933	Aco1 AT1G12010 Aco2 AT1G77330 Efe
K01358	ClpP Clp2 ClpP3 ClpP6 ClpP5 NclPp7
K01352	-
K01353	-
K01355	-
K01356	-
K05857	PLC1 PLC2 PLC5 PLC4 AT2G40116 AT3G55940
K05854	-
K05853	-
K05850	-
K02926	RPL4 AT2G20060
K03804	-
K05859	-
K05858	-
K02924	AT4G31985 AT3G02190 AT2G25210
K02925	RP1 Rpl3b
K03800	-
K00511	Sqe3 Sqe2 Sqe6 Sqp1 Sqp2 Xf1
K00510	HO4 HO3
K00515	-
K00514	Zds
K00517	Cyp71b38 Cyp71b4 Cyp71b3 Cyp81d2 Cyp82c4 Cyp81d3 Cyp71b21 Cyp71b22 Cyp71b23 Cyp71b24 Cyp71b25 Cyp705a3 Bt2 Cyp71b28 Cyp71b29 Cyp77b1 Pad3 Cyp78a5 Cyp96a4 Cyp78a7 Cyp71b17 Cyp71a20 Cyp71b16 Cyp78a8 Cyp86b1 Cyp86a4 CYP71A12 Cyp76g1 Cyp71a18 CYP81D1 Cyp71b19 CYP91A2 Cyp81d8 Cyp81f3 Cyp81f4 Cyp77a4 Cyp71b11 Cyp71b10 Cyp71b13 Cyp77a9 Cyp71b14 Cyp81d4 Cyp81d5 Cyp71b31 Cyp71a19 Cyp71b26 Cyp71b35 Cyp71b34 CYP71B5 Cyp705a2 Cyp71a16 Cyp81f2 Cyp71a14 Cyp71a15 Cyp71b12 Cyp71b30p Cyp71b36 Cyp94d2 Cyp81h1
K09291	Nua
K09290	-
K09292	-
K03155	AtiM
K09299	-
K05581	NdhJ
K05580	NdhI
K05582	NdhK
K05585	-
K05584	-
K05587	-
K05586	-
hsa_Q8TDG2	-
K08864	Tsl
K14208	-
K08866	-
K14206	-
K01134	-
K01135	-
K01136	-
K01137	-
K04450	-
K01132	-
K04453	-
K04458	-
K04459	-
K02113	AtpD
K02112	AtpB
K02111	AtpA
K05321	-
K02115	AtpC1 AtpC2
K02114	AtpE
K05328	-
K03868	Rbx1 AT3G42830
K03869	CUL3B AtcUl3
K01744	-
K03860	AT3G57170
K11541	-
sce_YIL123W	-
K05027	-
K06505	-
K07427	-
hsa_A6NL76	-
K03240	AT2G34970 AT4G18300
K03241	AT5G19485
K03242	EIF2_GAMMA AT2G18720
K03243	AT1G76720 AT1G76820 AT1G76810 AT1G21160
K03245	AT1G66070 AT5G37475
K03246	AT2G46290 TRIP-1
K03247	Tif3h1
K03248	Eif3g1 Eif3g2
K03249	Eif2
ath_AT1G18590	SOT17
K10632	-
K12200	AT1G15130
K16185	-
K16184	-
K16186	-
K16189	PIF4
K13915	-
K13917	AT5G01290 AT3G09100
K13912	-
K06215	PDX1.2 PDX1.1 Rsr4
K06210	-
K06211	-
K11519	-
K11518	-
K11517	AT4G18360 AT3G14150 AT3G14415 AT3G14420 AT3G14130
K00748	-
K00749	-
K00746	-
K00741	-
hsa_Q562Q3	-
sce_YIL051C	-
K15516	-
K04669	-
K01839	-
K01835	AT1G70730 Pgm AT1G23190
K01834	PGM AT1G22170
K01837	-
K01836	Drt101
K01831	-
K01830	-
sce_YHR126C	-
K09338	Hat2 Hdg8 Hdg4 Hdg1 Hdg3 AthB-15 Gl2 AthB13 Hat9 AthB18 Hat1 Phb Hat3 AthB17 Hdg11 Hdg12 Hat14 Pdf2 Phv Rev AthB6 AthB4 AthB20 AthB23 AthB22 AthB40 AthB-1 AthB-2 AthB-3 AthB-8 Hat22 AthB16 Hb-2
K09336	-
K08329	-
K08321	-
K08327	-
K08325	-
K01659	-
K01658	AT5G57890 AT1G25083 AT1G24807 AT1G25155 Asb1 AT1G24909
K01653	AT2G31810
K01652	Csr1
K01655	-
K01657	Asa2 Asa1 AT3G55870
K02874	Rpl14 Hll AT5G46160
K02875	AT4G27090 AT2G20450
K02876	Rpl15
K02877	AT4G17390 AT4G16720
K02870	AT5G60670 AT3G53430 AT2G37190
K02871	AT3G01790 emb1473
K02872	AT4G13170 AT3G07110 AT3G24830 AT5G48760
K02873	BBC1 AT3G48960 AT5G23900
K02878	Rpl16
K02879	AT5G09770 AT5G64650 AT3G54210
K14078	-
K14075	-
K14074	-
K14073	-
K06027	Nsf
K06026	-
K03474	-
K03473	-
K03471	-
hsa_Q9BYX7	-
K02306	-
K02304	-
K02308	-
K02309	-
K03657	-
K03655	AT2G01440
K03658	-
K06689	UBC8 Ubc4 Ubc12 UBC10 Ubc11 Ubc29 Ubc28 UBC30 Ubc31
K06688	Ubc19 Ubc20
K06687	-
K06685	-
K06683	-
K06682	-
K07378	-
K07379	-
K07370	-
K07372	-
K07374	TUA2 TUA3 TUA1 Tua6 TUA4 TUA5
K07375	Tub9 Tub8 Tub7 Tub6 Tub5 Tub4 Tub3 Tub2 Tub1
K07376	-
K07377	-
sce_YKL163W	-
hsa_Q9H981	-
K07888	-
K07889	-
K07882	-
K07881	-
K07886	-
K07887	-
K07884	-
K00357	-
hsa_B4E3A4	-
K00355	-
K00354	-
K05953	Nas2 Nas3 Nas1 Nas4
K05956	-
K05954	Era1
K05955	Fta
K00688	AT3G29320 Phs2
K00681	Ggt2 Ggt3 Ggt1 Ggt4
K00680	-
K00682	-
K00685	Ate1 Ate2
K09100	-
K09103	-
K09104	-
K08510	-
K08513	-
K08512	-
K08515	VAMP714 VAMP713 VAMP712 VAMP711
K05676	-
K08517	Sec22
K08516	Ykt61
K08518	-
K07676	-
K00537	-
K00535	-
K14262	-
K14260	-
K14261	-
K14264	-
K01333	-
K01334	-
K01335	-
K01338	Lon2
K02687	-
K02685	AT1G67320
K02684	PolA3
K02689	PsaA
K00825	-
K00824	-
K00827	PYD4 Agt2 Agt3
K00826	AT1G50110 AT1G50090 BcaT4 BcaT3 AT5G57850 AtbCat-5
K00821	-
K00820	AT3G24090
K00823	-
K01488	AT4G04880
K01489	Cda1
K04307	-
K01485	-
K01487	-
K01480	-
K01483	-
K14486	NPH4 MP ETT
K14487	DFL2 DFL1 BRU6 WES1 GH3.3 GH3.1 AT1G48670 GH3.17 GH3.4 PBS3 AT5G13350 GH3.9 AT5G13360 AT5G13370 AT5G13380
K14484	IAA19 SHY2 IAA12 IAA7 IAA18
K14485	TIR1
K05309	AT5G42150
K05307	-
K05305	FKGP
K05304	-
K16688	-
K14488	AT3G12830 AT4G34810 AT3G61900 AT3G20220 AT4G31320 AT5G18030 AT5G20810 AT5G66260
K14489	HK2 HK3 WOL
K13065	Hct
K13067	Tsm1
K13069	-
K13068	Ugt84a2
K08964	-
K16683	-
K11652	-
K08967	ARD3 AtaRd1 AtaRd2 ARD4
K16686	-
K16687	-
K16684	-
K08963	AT2G05830
K13289	ScpL37 ScpL22 ScpL23 ScpL20 ScpL21 ScpL48 ScpL47 ScpL31 ScpL33 ScpL49
K13288	AT2G26970
K13280	AT3G15710 AT1G52600
K04364	-
K04497	-
K00057	-
K00052	IMD2 IMD3 IMD1
K00053	AT3G58610
K09485	-
K09486	AT4G16660
K09487	Hsp89.1 CR88
K09480	Dgd2 Dgd1
K09481	AT5G60460 AT3G60540 SEC61_BETA
K09488	-
K09489	-
K12880	TEX1
K12881	AT5G59950 AT1G66260 ALY4 AT5G02530
K12882	Abh1
K12883	Cbp20
K12884	-
K12885	AT5G04280 AT1G60650 ATRZ-1A
K12886	-
K12887	-
K12888	-
K12889	-
K08681	Pdx2
K08680	-
K08683	-
K11759	-
sce_YJL174W	-
K11755	At-Ie
K02405	-
K11757	-
K11756	-
K11751	-
K11753	-
K11752	AT4G20960
K13939	-
K13937	-
K06766	-
K06760	-
K09614	-
K11579	-
K11578	AtzW10
K11575	-
K11577	-
K06133	AT2G02770
eco_b1967	-
K14020	-
hsa_B4DTI0	-
K07418	-
K07415	-
K07414	-
K07416	-
K07411	-
K07413	-
K07412	-
K10155	-
K10625	-
K10151	-
K10158	-
K01817	Pai2 Pai3 Pai1
K01816	-
K01814	Apg10
K01812	-
K01810	Pgi1 AT5G42740
sce_YDR233C	-
K15053	AT3G62080
hsa_Q53H79	-
K09311	-
K09313	AtcAsp
K09319	-
K08300	-
K08302	-
K08303	-
K08309	-
K14675	-
K14674	SDP1
K14677	AT1G44820 AT4G38220
K14676	-
K01673	Ca2 Ca1 Bca6 Bca4 BCA5 Bca3
K01672	-
K01676	-
K01674	Aca7 AtaCa2 Aca6 Aca5 Aca4 Aca3 Aca1
K01679	Fum1 FUM2
K02898	AT5G67510 AT3G49910
K02899	RPL27
K02896	Rpl24a AT2G44860 Stv1
K02897	AT5G66860 AT4G23620
K02894	AT1G04480 emb2171 AT2G33370
K02895	AT5G54600
K02892	Rpl23
K02893	RPL23AB RPL23AA
K02890	Rpl22
K02891	AT3G05560 AT5G27770 AT1G02830
K14018	AT3G18860
hsa_C9JTX5	-
K14011	Pux2
K14010	-
K14012	PUX3 Pux5 PUX4 AT3G21660
K14015	Npl41 AT2G47970
K14016	UFD1 AT4G38930
K02096	-
K02097	-
K02094	-
K02095	-
K02092	-
K02093	-
K02090	-
K02091	-
K02098	-
K03413	-
K03414	-
K03417	-
K02320	Icu2
K02321	PolA2
K02324	Til1 Til2
K02325	AtdPb2
K02326	NF-YB11
K02327	EMB2780
K02328	PolD2
K16882	-
K13544	Mes16
K13545	Acd2
K17455	-
K12411	-
K12410	-
K12142	-
sce_YKR042W	-
sce_YMR215W	-
K05733	-
K03426	NUDX19
K05881	-
K03935	Nad7
sce_YHR064C	-
hsa_Q1KLZ0	-
hsa_B4DXP9	-
K11140	-
K11141	-
K11142	-
K11147	Ibr1
K05979	-
K00331	-
K00330	-
K00335	-
K00334	-
K00336	-
eco_b0953	-
K00338	-
eco_b0957	-
K10362	-
K10366	-
K10365	-
K10812	-
K09326	-
K01897	AT4G11030 LACS8 LACS1 LacS2 LACS3 LACS4 LacS6 LacS7 Aae15 LacS9 AAE16
K08539	-
K05818	-
K05813	-
K05816	-
K01893	Ns1 Ns2 SynC3 SynC1
K01892	AT3G02760 AthRs1 AT5G03406
K04427	-
K01410	-
K09835	CrtIso
K04422	-
K06821	-
K01314	-
K01315	-
K01310	-
K01312	-
K01313	-
K02669	-
K02666	-
K02660	-
K02662	-
K00809	-
K00806	-
K00805	-
K00804	-
K00803	-
K00802	-
K00801	Sqs1 Sqs2
K00800	AT1G48860 AT2G45300
K07514	-
K10436	AteB1b
K04498	Hac4 Hac5 Hac12 Hac1 Hac2
K04499	Rin1
K04368	Mek1 AtmKk2
K04369	-
K04491	-
K04360	-
K04361	-
K04366	-
K04496	-
K04365	-
K05368	-
K05361	-
K05360	-
K05362	-
K05365	-
K02407	-
K02406	-
hsa_I3L1U9	-
K13738	-
K13737	-
K13736	-
K13046	-
K13045	-
K05089	-
K03754	AT3G07300
K03209	-
K09467	-
K09464	-
K11175	-
K15362	-
K17638	-
K17630	-
K17633	-
K17634	-
K17636	-
K17637	-
K06204	-
sce_YHR143W	-
K13951	-
K13950	emb1997
K13953	-
K13954	-
K10699	-
K10698	-
K04960	-
K04961	-
K04962	-
K11885	-
K11772	-
K11771	-
K11770	-
K11778	AcpT Lew1 AT5G58784 AT2G17570 AT5G58770
K12606	AT5G12980 AT3G20800
K12607	AT5G35430
K12604	AT1G02080
K12605	VIP2 AT1G07705
K12602	Vip3
K12603	AT3G58560 AT1G31500 AT3G58580
K12600	AT1G76630
K12601	-
spo_SPAC9G1.06c	-
K12608	POP1 AT1G03905 NAP9
K12609	-
K07433	-
K07432	AT4G16710
K11805	AtaN11
K11807	-
K11556	-
K11554	-
K11558	-
K11809	-
K11808	AT2G37690
K07127	-
K10601	AT1G65040 AT3G16090
K10604	-
K10606	-
K10607	-
K10609	Cul4 AT3G46910
K01870	AT4G10320 Ova2
K01873	Twn2 EMB2247
K01872	EMB1030 AlaTs
K01875	Srs AT5G27470
K01874	AT4G13780 Ova1
K01876	AT4G26870 AT4G33760 AT4G31180
K01879	-
K01878	-
sce_YFL014W	-
hsa_Q59GD5	-
K08494	NpsN11 NpsN12
K08495	Gos12 Gos11
K08496	MemB12 MemB11
K08497	AtSec20
K08490	Syp31 Syp32
K08491	-
K08492	Syp81
K08493	Sgr4 AT5G39630 Vti13 Vti1b
K08498	-
K08499	-
K00477	-
K00474	-
K00475	F3h
K00472	AT3G28480 AT-P4H-2 AT-P4H-1 AT2G17720 AT1G20270 AT4G33910 AT5G18900 AT4G35810 AT5G66060 AT4G35820
K00473	-
K00471	-
K04774	-
K04771	-
K04773	SppA
K04772	-
eco_b0163	-
K14655	-
K14654	-
K14652	AT5G59750 AT2G22450
K14651	-
K14650	-
K05175	-
K14381	-
K14380	-
K14386	-
K15922	-
K15923	FUC95A
K15920	XYL4
K01695	Tsa1 AT4G02610
K01697	-
K01696	Tsb1 AT5G28237 Tsb2
K01693	HISN5B IGPD
K01692	EchIa
hsa_P07355	-
K04457	-
K03439	-
K03438	-
K03925	-
K03431	-
K03921	AT1G43800 AT5G16240 AT3G02620 Ssi2 AT3G02610 AT5G16230 AT3G02630
K03435	-
K03434	AT3G58130 AT2G27340
K12383	-
K12382	-
K12380	-
K12387	-
K12386	-
K12385	-
K12384	-
K12388	-
K02349	-
K02343	-
K03696	ClpC1
K03695	ClpB3
K03694	-
K03692	-
K03691	AT5G50420
K16866	-
K16867	-
K16865	-
K16860	-
K13566	AT5G12040
K13569	-
K12169	Rkp
K12161	AT2G45695
K12160	SumO1 SumO3 SumO2 SumO5
K02148	Det3
K02149	AT3G58730
K09691	-
K09699	Bce2
K09698	-
K07593	-
K07597	-
K07847	-
K11128	AT3G03920 AT5G18180
K11129	AT5G08180
K11123	-
K11121	-
K11126	AttErt
K11124	-
K11125	-
K10836	-
K00318	-
K00649	-
K00648	KAS_III
K00645	AT2G30200
K00647	-
K00310	-
K00317	-
K00640	AtsErat1 AtsErat2 AtsErat3
K00643	-
K00314	-
K02541	MCM3
K02931	AT4G01310
K05610	Uch1 Uch2
K05613	-
hsa_A0AUL6	-
sce_YMR117C	-
K02934	AT1G74050 AT1G18540 AT1G74060
K02937	AT1G80750 AT2G44120 AT2G01250 AT3G13580
K02936	AT3G62870 AT2G47610
K03143	AT1G18340
hsa_B2RDG9	-
K03637	-
K03636	-
K03632	-
K01999	-
K01996	-
K08856	-
K01995	-
K05699	-
K05698	-
K03148	-
K05691	-
K05690	-
K05693	-
K05692	-
K05695	-
K05697	-
K05696	-
K00869	Mk
K00868	Sos4
K00861	FMN/FHY
K00860	Apk Akn2 APK3
K00863	-
K00864	Nho1
K00867	-
K00866	-
K01192	-
K01193	AT1G62660 AtbFruct1 cwINV4 ATBETAFRUCT4
K04346	-
K01191	AT5G66150 AT3G26720
K01196	-
K01197	-
K01194	Tre1
K01195	-
K01199	Bgl2
K04348	-
K15717	-
K00306	-
hsa_P37802	-
K13711	-
K13710	-
K13719	AT1G50670
K13718	-
K04527	-
K02646	-
spo_SPAC27F1.02c	-
K02641	RFNR1 RFNR2 Fnr2 Fnr1
K02649	-
K03590	-
K03591	-
K03592	-
K03593	IndL
K03599	-
K01736	EMB1144
K01737	-
K01734	-
K01735	AT5G66120
K01733	AT1G72810 Mto2
hsa_K7EM38	-
K01738	OasC OasB Cs26 DES1 CysD2 CysD1 OasA1 AT1G55880 OasA2
K01739	AT1G33320 Mto1
K09504	-
K09507	-
K09500	-
K09503	ATJ3 J2
K09502	-
K09508	-
hsa_B4DMT4	-
K08110	-
K02424	-
K05349	AT5G20950 AT3G47000 AT5G20940 Bxl2
K02428	-
K03770	-
K03771	-
K03772	-
K03773	-
K03774	-
K03775	-
K03776	-
K03777	-
K03778	-
K09448	-
K09441	-
K13979	-
K09996	-
K09997	-
K09995	-
sce_YOR009W	-
K12597	-
K12592	AT5G25080
K12593	AT5G59460
K12590	AT3G46210
K12591	AT1G54440 AT2G32415 AT5G35910
K12598	AT1G59760 HEN2
K12599	AT3G46960
K11713	PggT-i
K11714	RgxT2 RgxT1
K11717	CpnIfs
K11718	Ebs1
K10991	-
K10997	-
K10999	CesA10 Cev1 Irx1 CesA9 CesA1 CesA2 CesA5 CesA4 Irx3 CesA6
K10443	-
K12620	AT3G14080 AT1G19120
sce_YDL204W	-
K12622	AT1G76860 AT1G21190
K12623	emb1644
K12624	Sad1
K12625	AT3G59810 AT2G43810
K12626	AT2G03870
K12627	AT1G65700
K07106	-
hsa_Q53HF6	-
K07456	-
hsa_Q562Y3	-
hsa_Q562Y4	-
K11829	-
K11828	-
hsa_Q562Y8	-
K11826	AT5G46630
K11825	-
K11824	AT5G22780 alpha-ADR
K11822	-
K11821	Sot16
K11820	UGT74B1
K10661	AT4G34100
K10666	AT2G23780
K15013	-
K15010	-
K01858	MipS2 MipS3 MipS1
K15014	-
K01853	AtlUp2 Cas1 AtpEn3 Mrn1 AtpEn1
K11650	Chc1
K01850	AtcM2 Cm3 Cm1
K01854	-
K08472	Mlo14 Mlo15 Mlo10 Mlo11 Mlo12 Mlo13 Mlo8 Mlo9 Mlo6 Mlo7 Mlo4 Mlo5 Mlo2 Mlo3 Mlo1
K08471	-
K00451	HGO
K00452	-
K00453	-
K00454	AT1G67560 AT1G72520 Lox5 Lox3 Lox2 Lox1
K00108	-
K00109	-
K00106	Xdh1 XDH2
K00459	-
K00104	-
K00102	AT5G06580
K00103	-
K00100	-
K00101	-
eco_b0144	-
K01509	-
K01505	-
K01507	VHP2;2 AtpPa2 AtpPa3 AtpPa1 AtpPa6 AtpPa4 AtpPa5 Avp1
K01501	Nit3 Nit2 Nit1
K04751	-
K08052	-
K14634	-
K15909	-
K16904	-
K03905	-
K03904	-
K03903	-
K03900	-
K03908	-
K13368	-
K13369	-
K13366	AtpAo1
K13367	AtpAo3
K02365	AesP
hsa_F5H3I4	-
K02360	-
K12368	-
K12365	-
K12367	-
K12366	-
K12361	-
K02369	-
K16848	-
K13508	GpaT8 GpaT7 GpaT6 GpaT5 GpaT4 GpaT3 GpaT2 GpaT1
K13509	-
K13501	-
K13506	GPAT9
K13507	-
K13505	-
hsa_B4DM97	-
K17461	-
sce_YLR150W	-
hsa_F5H6T1	-
K03015	NrpB7 NrpE7 NrpD7
K03014	NrpB6b NrpB6a
K03017	NRPB9B NrpB9a
K03016	NrpB8a NrpB8b
K03011	NrpB3 NRPE3B
K03010	NrpB2 NrpD2b
K08908	LhcA2 AT5G28450 LhcA6
K03012	NrpB4
K08906	AT5G45040
K08907	LhcA1
K08905	PsaG
K08902	PSB27
K03018	NrpC1
K08901	PQL1 PQL2 PsbQ-2 PsbQa
K06628	Cdc45
K06624	-
K06627	CycA1 CycA3 CycA2
K06626	-
K06193	-
K06622	-
K11456	-
K16337	-
K16334	-
K11455	-
K16333	-
K11450	Ldl1 Ldl2 Fld
K11103	-
K07860	-
K07863	-
K11108	AT5G22100
K16338	-
K16339	-
K00667	-
K00665	-
K00660	Tt4
K00669	-
K00668	-
K10858	Pms1
K06449	-
K06445	-
K06444	Lut2
K02653	-
K00591	AtcOq3
K00599	AT3G27180
K00598	-
eco_b1482	-
K10272	-
K04103	-
hsa_P61163	-
K00841	-
K00840	-
K00847	AT4G10260 AT1G06030 AT1G06020 AT2G31390 AT1G66430 AT3G59480 AT5G51830
K00846	-
K00845	-
K00844	Hkl3 Hkl1 AthXk4 Hxk1 Hxk3 Hxk2
K00849	GalAK GalK
hsa_J3KT65	-
sce_YNR044W	-
sce_YMR305C	-
K15734	-
K15730	-
hsa_Q562T0	-
hsa_Q562W7	-
K15227	AT1G15710 AT5G34930
hsa_Q562T8	-
K02621	-
K02620	-
K02991	Rps6 EMB3010
K02990	AT3G18760
K02997	AT5G15200 AT5G39850
K02996	AT3G49080 Rps9
K02995	AT5G20290 AT5G59240
K02994	Rps8
K02999	NrpA1
K02998	RPSAb P40
K08289	-
K08288	PSL4
K03575	AT4G12740
K03572	-
sce_YOR247W	-
K01710	Uxs5 Uxs1
K01711	Mur1 Gmd1
K01712	-
K01713	-
K01714	DhdPs2 DHDPS1
K01716	-
K01718	-
K01719	HEMD
K09528	-
K09527	-
K09526	-
K09525	-
K09523	P58IPK
K09522	-
K09521	-
K14172	AT1G76570
K14170	-
K14171	-
K02191	-
K08133	-
K08132	-
K05411	-
K05410	-
K13196	-
K13190	-
K13192	-
K03712	-
K03711	-
K13199	-
K03714	XylT
K03715	Mgd1 Mgd2 MgdC
K09422	Myb107 Rax2 Myb105 Myb95 Myb4r1 Myb90 Myb100 Hos10 Myb109 Myb108 AtmYb5 Myb110 AtmYb6 AtmYb1 Myb96 MybR1 Myb73 Myb121 Myb122 Myb43 Myb113 Myb101 Myb69 Myb68 Myb49 AtmYb9 Myb65 Myb64 Myb63 Myb62 Myb61 Myb60 Myb7 Myb28 Myb97 Myb23 Duo1 Myb20 Trb3 Etc2 Myb25 Tdf1 Myb85 Myb84 Myb87 Etc1 Myb83 Flp Myb89 As1 Try Myb119 Myb51 Myb98 Myb22 Myb4 Myb30 Myb112 MybL2 Myb114 Myb115 Myb2 Myb117 Myb52 Myb305 Myb36 Myb37 Myb118 Myb31 Myb54 Pap1 Myb58 Myb59 Myb39 Myb76 Myb77 Myb46 Myb3 Tt2 Myb14 Myb24 Myb12 Myb72
K09420	-
K09426	-
K09427	-
K01698	HemB1 HemB2
K12828	AT5G64270
K12829	AT4G21660
K12826	AT2G32600
K12827	Ato
K12824	PRP40C
K12825	AT1G14650 AT1G14640
K12822	AT1G60200
K12823	AT5G14610 AT1G55150 AT3G06480 DRH1 AT5G63120
K12820	AT5G14900 AT3G62310 AT2G47250
K12821	PRP40A PRP40B
sce_YKR037C	-
K12192	VPS2.3
K13999	-
K13998	Thy-2 Thy-1
K12193	VPS24.2 VPS24.1
K13997	-
K13996	-
K13990	-
K13993	AT1G07400 AT2G29500 AT1G52560 HSP18.2 HSP17.6A AT4G21870 AT5G20970 HSP21 AT1G53540 HSP17.6II
sce_YKR102W	-
K12198	VPS60.2 VPS60.1
K06103	-
K00248	-
hsa_B4DUI8	-
K06879	-
K12648	-
K12649	-
K12642	-
K12640	Br6Ox2
K12641	-
K12646	-
K12647	-
K11596	Ago5 Zll Ago1
K11594	-
K11593	-
K11592	Dcl4 Dcl1
K11590	-
K11599	AT1G67250
K11598	-
K11849	-
K11841	Ubp24
K11840	-
K11843	Ubp7 Ubp6
K11842	AtuBp4 AtuBp3
K11844	Ubp2
sce_YER016W	-
K08735	Msh2
K08734	Mlh1
K08737	Msh6 MSH7
K08736	Msh3
K08731	-
K08730	AT1G15110
K08733	-
K08739	Mlh3
K08738	-
K00128	AldH2b7 ALDH2B4 ALDH3I1 ALDH3H1 ALDH3F1
K10645	-
K10643	AT5G60170 AT2G28540 AT3G45630
K00432	GPX8 AtgPx1 AtgPx2 AtgPx4 AtgPx5 AtgPx6 AtgPx7
K00121	AT1G22440 Hot5 AT5G42250 AT1G22430 AT4G22110
K00430	AT5G05340 AT1G68850 AT4G25980 AT2G22420 AT5G64120 AT2G18140 PrxCb AT5G19890 AT1G49570 AT3G21770 AT1G44970 AT5G47000 AT2G38390 AT5G66390 AT4G16270 AT4G37520 AT3G50990 AT5G64100 AT5G17820 AT1G24110 AT1G30870 AT1G14550 AT2G34060 AT2G43480 AT3G03670 AT4G37530 AT5G64110 AT5G51890 AT4G11290 AT5G24070 AT5G39580 PrxCa AT2G18150 AT4G08780 AT5G15180 PrxR1 RHS19 AT5G19880 AT3G17070 AT1G34510 AT4G33420 AT5G14130 AT5G42180 AT5G40150 AT1G05250 AT4G31760 AT2G18980 AT3G28200 AT2G37130 PA2 AT4G08770 AT2G39040 AT3G49960 AT2G38380 AT2G41480 AT4G36430 AT4G26010 AT1G71695 AT5G58390 AT3G32980 AT1G14540 Rci3 AT4G30170 AT4G17690 AT3G01190 AT5G06730 AT1G05240
K00123	-
K10649	-
K00434	TapX Apx6 Apx5 Apx4 SapX Apx2 Apx1 Apx3
K04739	-
K14557	AT4G28200
hsa_F8W057	-
K04733	-
K04735	-
K04734	-
